train_fraction,train_days_used,window_end,fit_success,base_scale,alpha_relative_l2_to_full,feature_mass_relative_l2_to_full,half_life_mass_relative_l2_to_full,userday_excitation_relative_l2_to_full,daily_excitation_relative_l2_to_full,test_poisson_loglik,test_delta_poisson_loglik_vs_personalized,test_mean_poisson_nll,test_delta_mean_poisson_nll_vs_personalized,test_mae,test_delta_mae_vs_personalized
0.1,21,2025-02-04,1,0.7514363841454587,0.39109888214997685,0.37944860266785857,0.3589527251872531,0.16219834063761412,0.03337045343768688,-203008.22860970921,7158.783897724439,0.39563653703379964,-0.013951535314926489,0.21037786857558935,-0.008322321081633721
0.3,63,2025-03-18,1,0.8004160201938527,0.31008781839063876,0.308808145818683,0.363580280610592,0.060091890364644754,0.023294215091123494,-202977.15912710526,7189.8533803283935,0.39557598666798915,-0.014012085680736974,0.21482168913454577,-0.0038785005226772973
0.5,104,2025-04-28,1,0.8235266147848288,0.07476212570926305,0.05931110379388438,0.10899375917138314,0.0764386932014864,0.0736054307249401,-203337.8333689022,6829.179138531443,0.39627889368313374,-0.013309178665592392,0.21558381375220875,-0.003116375905014318
0.7,145,2025-06-08,1,0.830754746826609,0.0448268609292588,0.04600395889498388,0.05750453511681,0.07591539254184766,0.07509085261962671,-203353.28446781798,6813.728039615671,0.39630900585794687,-0.013279066490779257,0.21622911528221275,-0.002471074375010318
1.0,207,2025-08-09,1,0.826170159002487,0.0002742938656821951,0.00038370588710428134,0.00027336720287116225,7.916177135128801e-05,3.047127176019955e-05,-203092.97549935995,7074.037008073705,0.39580169765893997,-0.013786374689786163,0.21691431961025326,-0.0017858700469698119
