target,source,anchor_pin_val,pin_value,alpha_full,train_nll_mean,test_nll_mean,lam_u_mean,mean_baseline_train,mean_hawkes_train,mean_baseline_test,mean_hawkes_test,converged
to_ord,searches,0.005239236861068048,0.04,"[0.04, 0.0, 0.0]",0.33691234398986436,0.4158829288201353,0.4527365540469577,0.046488771110224425,0.0961980851203071,0.05829456536119828,0.10881845656247464,True
to_ord,searches,0.005239236861068048,0.05,"[0.05, 0.0, 0.0]",0.3485354637646731,0.4267704508848187,0.40691163723387136,0.0417322268198943,0.12024760640038389,0.05239962681665275,0.1360230707030933,True
to_ord,searches,0.005239236861068048,0.06,"[0.06, 0.0, 0.0]",0.3615195757632206,0.43946096698619486,0.37014318458761536,0.03791412060186617,0.14429712768046066,0.04767080581255963,0.16322768484371197,True
to_ord,searches,0.005239236861068048,0.07,"[0.07, 0.0, 0.0]",0.3755984041632737,0.4536370448871176,0.3401513903719705,0.03479933810571612,0.16834664896053744,0.04381405189734473,0.19043229898433067,True
to_ord,searches,0.005239236861068048,0.08,"[0.08, 0.0, 0.0]",0.3905754968793533,0.4690176980543753,0.31526744956203806,0.032215030518671965,0.1923961702406142,0.04061485977837662,0.2176369131249493,True
to_ord,searches,0.005239236861068048,0.09,"[0.09, 0.0, 0.0]",0.40630358978635706,0.48534725462763717,0.29432711440024406,0.030041261681979643,0.21644569152069099,0.03792268015695436,0.24484152726556796,True
to_ord,searches,0.005239236861068048,0.1,"[0.1, 0.0, 0.0]",0.4226693299272898,0.502570046279008,0.27642730731523024,0.02818419065964313,0.24049521280076777,0.03562278545098532,0.2720461414061866,True
to_ord,to_cart,0.005709948414425051,0.0,"[0.006846201679234887, 0.0, 0.03827856586916999]",0.3155331509980873,0.39996467492529914,0.6947571579829643,0.0715068077246826,0.024299149038967897,0.08942796964049295,0.028476894457433705,True
to_ord,to_cart,0.005709948414425051,0.01,"[0.0052280579848660875, 0.01, 0.026912100466058877]",0.3154427933353234,0.3992843532073176,0.6854282271169972,0.07052245305470428,0.025560843985073124,0.08822696471784383,0.030033514774876154,True
to_ord,to_cart,0.005709948414425051,0.02,"[0.004076962100189242, 0.02, 0.014855038850876294]",0.3159957348148868,0.39985074890180455,0.6783578686189952,0.06979642041827432,0.02780442425492136,0.08731333834937213,0.0326829762528412,True
to_ord,to_cart,0.005709948414425051,0.03,"[0.003188342836454684, 0.03, 0.0021008722076255267]",0.31708221833940303,0.40058431036765385,0.6782420247706633,0.06978517226794288,0.030536573792531184,0.08729847473654759,0.035867075638803696,True
to_ord,to_cart,0.005709948414425051,0.04,"[0.0018880954637672252, 0.04, 0.0]",0.318609315062442,0.40167621044295476,0.6752166110313683,0.0694779850869448,0.03445915594186905,0.086897487393104,0.04067328198651425,True
to_ord,to_cart,0.005709948414425051,0.05,"[0.0009075136999536303, 0.05, 0.0]",0.32055774282495036,0.4030959488677319,0.6737179591122898,0.06932393692149907,0.039580497926900125,0.0867020181186921,0.0468898449175442,True
to_ord,to_cart,0.005709948414425051,0.06,"[3.165330132819669e-05, 0.06, 0.0]",0.32265177401817907,0.40613719835706896,0.6570634736889972,0.06761369600848763,0.04495368978198834,0.0845353273565558,0.05339129828179644,True
to_ord,to_cart,0.005709948414425051,0.07,"[0.0, 0.07, 0.0]",0.32527353082276494,0.4085018330752992,0.6297794316175463,0.06481035739589018,0.052357159292200736,0.08101918039450622,0.06218938447972298,True
to_ord,to_cart,0.005709948414425051,0.08,"[0.0, 0.08, 0.0]",0.32817571234381915,0.41090955726571937,0.6145678077778827,0.06322469565044862,0.05983675347680084,0.07906362278618284,0.07107358226254054,True
to_ord,to_cart,0.005709948414425051,0.09,"[0.0, 0.09, 0.0]",0.33146243347642307,0.41400748352112565,0.5923769387341403,0.06092269023999635,0.06731634766140093,0.07621003105525209,0.0799577800453581,True
to_ord,to_cart,0.005709948414425051,0.1,"[0.0, 0.1, 0.0]",0.33487994496543944,0.4173408349323437,0.5842164839739663,0.06007434202188553,0.07479594184600105,0.07516045670664055,0.08884197782817567,True
to_ord,to_ord,0.03227825868628459,0.0,"[0.006198592330713083, 0.010499535326375377, 0.0]",0.3153536911952457,0.40103126724480764,0.7089653051068033,0.07301787088311602,0.02276054415321656,0.09123037235479182,0.02619102610392464,True
to_ord,to_ord,0.03227825868628459,0.01,"[0.0060369353038649464, 0.008843244618187508, 0.01]",0.3153679368826466,0.4000609226831883,0.6991147929843253,0.07196672024700426,0.023179599160956025,0.08997598503443849,0.026853544603854244,True
to_ord,to_ord,0.03227825868628459,0.02,"[0.005839837859939126, 0.0073492526935543204, 0.02]",0.3152202448206883,0.39965152967727147,0.6990915945999266,0.07196428292616698,0.023634814565991362,0.08997301420631607,0.0275638382659268,True
to_ord,to_ord,0.03227825868628459,0.03,"[0.0056445752453942654, 0.0060964912783022865, 0.03]",0.3151713392784845,0.3993716849291103,0.6990737217969226,0.07196240123389269,0.024274873279362504,0.08997071823715996,0.028493437466190853,True
to_ord,to_ord,0.03227825868628459,0.04,"[0.005435413246241076, 0.005072317831077722, 0.04]",0.3152745616632841,0.39901936765610724,0.6975397576280807,0.07177909592246104,0.02505247916177463,0.0897726978944533,0.029588305998821576,True
to_ord,to_ord,0.03227825868628459,0.05,"[0.005266055767555494, 0.004172130822042127, 0.05]",0.3154039874867044,0.39886136384436177,0.6969951448007145,0.07172510477948055,0.026018549834594413,0.0897036120272892,0.030901613197415453,True
to_ord,to_ord,0.03227825868628459,0.06,"[0.0051465338012609265, 0.003352016324004368, 0.06]",0.31577887285437434,0.39884684060561876,0.6897288962597731,0.07096856429982236,0.02716436351774988,0.08878478889665117,0.03242163398698625,True
to_ord,to_ord,0.03227825868628459,0.07,"[0.005005271817334142, 0.002672736941660024, 0.07]",0.31600927520309774,0.39918264584246566,0.6885382477338551,0.07085323483750595,0.02836323245047063,0.08863206841338449,0.0340076325997062,True
to_ord,to_ord,0.03227825868628459,0.08,"[0.00480528051032873, 0.0020240472331889575, 0.08]",0.316332074355649,0.3992527985582786,0.6882215526730886,0.07083202784251723,0.029443740007358117,0.08859386097090456,0.03546103682639697,True
to_ord,to_ord,0.03227825868628459,0.09,"[0.004675466584049866, 0.001454960942501884, 0.09]",0.316761269101554,0.3995665103224173,0.6835606018859434,0.07036179520248052,0.030752560931435063,0.08799875397429043,0.03717607716027239,True
to_ord,to_ord,0.03227825868628459,0.1,"[0.004524619003503901, 0.0010510902430288015, 0.1]",0.31719040207934346,0.39982222066748385,0.6831436894596595,0.07031974983302396,0.03213437148144751,0.08794579897219242,0.03898067704823246,True
