block_idx,block_label,setting_label,alpha_l2,scale_l2,personalized_nll,test_nll,learned_base_scale,alpha_l2_norm,fit_success,is_degenerate,delta_vs_personalized_nll,fit_seconds
6,2025-08-13..2025-09-16,"A: default (1e-4, 10.0)",0.0001,10.0,0.4086824175736956,0.40868241349586476,1.0000006260981233,0.0,True,True,-4.077830850768294e-09,0.4174211025238037
6,2025-08-13..2025-09-16,"B: alpha_l2=0, scale_l2=10.0",0.0,10.0,0.4086824175736956,0.408682413495863,1.0000006260984005,0.0,True,True,-4.077832627125133e-09,0.42452502250671387
6,2025-08-13..2025-09-16,"C: alpha_l2=1e-4, scale_l2=0.1",0.0001,0.1,0.4086824175736956,0.4086824175472484,1.0000000040606083,0.0,True,True,-2.6447233292259398e-11,0.4106900691986084
6,2025-08-13..2025-09-16,"D: alpha_l2=1e-4, scale_l2=0.0",0.0001,0.0,0.4086824175736956,0.4086824120044788,1.0000008550830901,0.0,True,True,-5.569216809941935e-09,0.4051480293273926
6,2025-08-13..2025-09-16,E: no regularization,0.0,0.0,0.4086824175736956,0.40868241200448163,1.0000008550826571,0.0,True,True,-5.569213978873222e-09,0.39588308334350586
6,2025-08-13..2025-09-16,"F: warm-start from ch.6, no reg",0.0,0.0,0.4086824175736956,0.40868241754985957,1.0000000036596923,0.0,True,True,-2.383604424949226e-11,0.2952549457550049
7,2025-09-17..2025-10-21,"A: default (1e-4, 10.0)",0.0001,10.0,0.41418706885195344,0.41418706879244777,1.0000000099781579,0.0,True,True,-5.950567816270791e-11,0.3798041343688965
7,2025-09-17..2025-10-21,"B: alpha_l2=0, scale_l2=10.0",0.0,10.0,0.41418706885195344,0.41418706879244516,1.000000009978588,0.0,True,True,-5.950828718681578e-11,0.36565399169921875
7,2025-09-17..2025-10-21,"C: alpha_l2=1e-4, scale_l2=0.1",0.0001,0.1,0.41418706885195344,0.4141870645222868,1.000000726021455,0.0,True,True,-4.329666625224604e-09,0.352247953414917
7,2025-09-17..2025-10-21,"D: alpha_l2=1e-4, scale_l2=0.0",0.0001,0.0,0.41418706885195344,0.4141870644773531,1.0000007335562433,0.0,True,True,-4.374600348633351e-09,0.3526911735534668
7,2025-09-17..2025-10-21,E: no regularization,0.0,0.0,0.41418706885195344,0.4141870644773523,1.0000007335563819,0.0,True,True,-4.374601125789468e-09,0.35117292404174805
7,2025-09-17..2025-10-21,"F: warm-start from ch.6, no reg",0.0,0.0,0.41418706885195344,0.41418720683179244,0.9999768687560825,0.0,True,True,1.3797983899888067e-07,0.24670910835266113
