user_id,mu_eb,lambda_u,train_purchases,m_staged,m_joint
637884,1.0387505580740692,0.9099019507537296,22.0,0.8581849446334884,0.9099019507537296
637961,2.037663080531985,1.3174072415274176,44.0,1.6834568841919721,1.3174072415274176
637972,0.26686360890204364,0.1616388056908583,5.0,0.22047480952011467,0.1616388056908583
638118,1.2203710167027813,1.0666404005255612,26.0,1.0082343881895763,1.0666404005255612
638151,0.44254461249394117,0.6736886977532579,2.0,0.36561725124375866,0.6736886977532579
638168,2.3554988831322308,1.3165567158762446,51.0,1.946043410415126,1.3165567158762446
638499,2.6733346857324762,1.4249674271011028,58.0,2.2086299366382796,1.4249674271011028
638508,2.0830681951891625,1.504220471370351,45.0,1.720969245080994,1.504220471370351
638607,0.08524315027333176,0.001,1.0,0.07042536596402675,0.001
638704,0.7209147554738234,0.6093081940885137,15.0,0.5955984184103346,0.6093081940885137
638974,0.40307895287357765,0.20222801182957986,8.0,0.3330118921871807,0.20222801182957986
639078,0.5392942968451115,0.20560581205064596,11.0,0.4455489748542466,0.20560581205064596
639239,0.9479403287597133,0.8732863365957145,20.0,0.7831602228554445,0.8732863365957145
639508,0.13064826493050974,0.053009540004575854,2.0,0.10793772685304874,0.053009540004575854
639924,1.0841556727312474,0.8465592550301524,23.0,0.8956973055225105,0.8465592550301524
639956,0.4484840675307556,0.27917177581634006,9.0,0.3705242530762026,0.27917177581634006
640018,1.1749659020456031,0.8993895211918993,25.0,0.9707220273005543,0.8993895211918993
640152,0.7057677237928026,0.6654954661260771,13.0,0.5830843894709521,0.6654954661260771
640439,0.2214584942448657,0.13756683655490035,4.0,0.1829624486310927,0.13756683655490035
640518,0.4938891821879336,0.32732924687937487,10.0,0.40803661396522467,0.32732924687937487
640608,0.4484840675307556,0.21730061503797246,9.0,0.3705242530762026,0.21730061503797246
640660,0.13064826493050974,0.011612624219252158,2.0,0.10793772685304874,0.011612624219252158
641013,0.5392942968451115,0.2745401364221399,11.0,0.4455489748542466,0.2745401364221399
641188,0.8571300994453573,0.5759289564575822,18.0,0.7081355010774005,0.5759289564575822
641499,0.17605337958768771,0.07904400263180689,3.0,0.14545008774207072,0.07904400263180689
641591,0.17605337958768771,0.001,3.0,0.14545008774207072,0.001
641619,0.9703541892172007,0.6290476827463996,20.0,0.8016778904958791,0.6290476827463996
642047,0.7663198701310014,0.6238478564152174,16.0,0.6331107792993566,0.6238478564152174
642291,0.9025352141025353,0.6909567525861708,19.0,0.7456478619664225,0.6909567525861708
642321,0.6451596592797701,0.5183957106303623,8.0,0.5330118017027241,0.5183957106303623
642390,0.17605337958768771,0.11107339118439379,3.0,0.14545008774207072,0.11107339118439379
642396,0.7663198701310014,0.5914594290818924,16.0,0.6331107792993566,0.5914594290818924
642629,0.6755096408166454,0.4003345970098419,14.0,0.5580860575213126,0.4003345970098419
642632,1.6707217205834795,1.4267543630632922,34.0,1.3803008009307485,1.4267543630632922
642650,0.17605337958768771,0.07017142588032979,3.0,0.14545008774207072,0.07017142588032979
642701,0.8117249847881794,0.6333978502403114,17.0,0.6706231401883785,0.6333978502403114
642705,0.6755096408166454,0.45332593311904706,14.0,0.5580860575213126,0.45332593311904706
642706,0.8571300994453573,0.6567901631656197,18.0,0.7081355010774005,0.6567901631656197
642825,2.1284733098463406,2.0421773334727598,46.0,1.7584816059700161,2.0421773334727598
642840,1.3565863606743152,0.7796870300313091,29.0,1.1207714708566423,0.7796870300313091
642937,0.3576738382163996,0.197835968177276,7.0,0.29549953129815865,0.197835968177276
643027,1.4473965899886712,1.2350806000022794,31.0,1.1957961926346863,1.2350806000022794
643028,0.7209147554738234,0.38950554080864114,15.0,0.5955984184103346,0.38950554080864114
643038,0.1259953327608629,0.18715288807828065,1.0,0.10409361210831612,0.18715288807828065
643358,0.26686360890204364,0.07068483710522634,5.0,0.22047480952011467,0.07068483710522634
643457,0.5392942968451115,0.3044916818201974,11.0,0.4455489748542466,0.3044916818201974
643501,0.5392942968451115,0.3284762864975905,11.0,0.4455489748542466,0.3284762864975905
643571,0.6755096408166454,0.42548722738503403,14.0,0.5580860575213126,0.42548722738503403
643776,0.2214584942448657,0.04041525365616708,4.0,0.1829624486310927,0.04041525365616708
643820,0.5392942968451115,0.3540047323217106,11.0,0.4455489748542466,0.3540047323217106
643899,1.1749659020456031,0.8794385693932254,25.0,0.9707220273005543,0.8794385693932254
643963,0.31226872355922164,0.14516478568884833,6.0,0.25798717040913666,0.14516478568884833
644021,1.9922579658748067,1.2995667089812477,43.0,1.6459445233029502,1.2995667089812477
644118,0.13064826493050974,0.038544710552207026,2.0,0.10793772685304874,0.038544710552207026
644176,0.3576738382163996,0.19601109100217926,7.0,0.29549953129815865,0.19601109100217926
644194,4.716564845305485,2.2127820222284758,103.0,3.896686176644269,2.2127820222284758
644206,3.218196061618612,1.4727283787161352,70.0,2.6587782673065434,1.4727283787161352
644265,0.4938891821879336,0.3238930402643849,10.0,0.40803661396522467,0.3238930402643849
644376,0.8117249847881794,0.3746767906413671,17.0,0.6706231401883785,0.3746767906413671
644682,0.9933454434168913,0.6603185483358127,21.0,0.8206725837444665,0.6603185483358127
644853,0.49869725413402566,0.2485723249554361,10.0,0.4120089005982169,0.2485723249554361
644964,0.4484840675307556,0.1951647568729631,9.0,0.3705242530762026,0.1951647568729631
645144,1.9468528512176289,1.3959052486788637,42.0,1.6084321624139282,1.3959052486788637
645162,0.5508390019897546,0.5778687734449353,6.0,0.45508686830552403,0.5778687734449353
