user_id,ll_personalized_poisson,ll_experimental_1_hawkes,test_purchases
41300,-39.37938950732929,-41.320595011634914,12.0
41415,-18.06603983296729,-17.919559236538117,5.0
41474,-6.33916508780498,-6.229210443277321,1.0
41488,-16.141477378941953,-16.358080040702117,4.0
41492,-9.069868225138999,-8.910784413480886,2.0
41543,-42.202636166622185,-39.92177924168642,14.0
41550,-2.088772687414786,-1.7488176937971838,0.0
41830,-14.466496674784622,-14.516100135067758,4.0
41838,-4.952706857822955,-5.126106024740211,1.0
41860,-73.01860355008715,-68.82852831722154,30.0
41910,-1.56939108788397,-1.349792792529703,0.0
42108,-8.594859117195762,-9.025158932489287,2.0
42141,-8.969604799727136,-9.285082352080853,2.0
42190,-12.663956644534931,-12.26756005099186,3.0
42318,-29.64337131314256,-25.74942071261166,6.0
42341,-1.177625112814377,-1.2376590296537646,0.0
42456,-8.766473284893761,-8.88625678184167,2.0
42530,-17.724875622729517,-17.648334387170358,5.0
42606,-4.518499553015877,-3.791794626787372,0.0
42766,-29.69633319827415,-30.209068783471785,11.0
42979,-11.862824595199841,-12.459328225930497,3.0
43107,-5.0270082903850035,-4.975731707132462,1.0
43159,-5.1200989767156875,-5.020921207028106,1.0
43234,-19.104371097526023,-18.27403164869857,6.0
43463,-15.837315743012855,-15.24376372499378,4.0
43498,-8.573615475513144,-8.594164569548688,2.0
43614,-2.6962044038150594,-2.3312028160041165,0.0
43615,-4.822215411216014,-4.3562384441470385,0.0
43787,-41.34807849250385,-37.68514315442627,9.0
43937,-50.24952249609716,-49.23793012819615,19.0
43966,-14.841297986617013,-13.77771526941346,4.0
43969,-6.037078844016559,-5.062804322912803,0.0
44016,-65.18568553903954,-65.33222475519307,27.0
44074,-4.935928541338466,-5.208141480344138,1.0
44075,-8.400960036722378,-8.135654147666763,1.0
44121,-11.542688024120888,-11.954276743517218,3.0
44179,-21.88554936778649,-21.36255219069152,7.0
44264,-3.607351978415468,-3.066332067094493,0.0
44284,-34.890335098236775,-33.32366327365352,10.0
44377,-30.75149896117098,-31.49258198490483,9.0
44400,-18.201052588457856,-16.678746201347625,3.0
44403,-4.94294944482254,-5.143204348047576,1.0
44578,-21.688517449355786,-20.460449269031987,5.0
44731,-9.17304450015013,-8.890975931185986,2.0
44825,-35.78918785162278,-32.821760039713844,9.0
44840,-3.303636120215332,-2.74111525686968,0.0
45002,-4.883537524255688,-5.120692760248562,1.0
45074,-5.635232740787853,-5.980585543560751,1.0
45078,-8.632391341079126,-8.815754808690704,2.0
45242,-36.159275985132304,-36.1093340504692,13.0
45394,-6.309400539000885,-6.430234609013277,1.0
45396,-18.888100844738187,-17.682978057614314,5.0
45397,-9.646171257219123,-10.298168578069342,2.0
45414,-5.156719579818233,-5.410120538435096,1.0
45543,-1.549904355232325,-1.2804850745867442,0.0
45558,-15.241507568640428,-15.682585793026478,4.0
