user_id,ll_personalized_poisson,ll_experimental_1_hawkes,test_purchases
106611,-17.128518861005045,-15.90220288992324,4.0
106639,-1.4813409710145136,-1.3016781580710757,0.0
106809,-18.837766565998518,-19.44044947029885,5.0
106982,-5.553933834192686,-5.949548151069495,1.0
107161,-36.14271188746784,-37.054573679250865,12.0
107246,-6.561551381935273,-6.193811690748426,1.0
107307,-27.74725008345503,-28.37289188434872,8.0
107681,-8.769060954749204,-8.72321461346823,2.0
107695,-22.2528520194904,-22.417203697445622,7.0
107708,-1.3417518802079216,-1.2838397808994695,0.0
107732,-1.7850568292146498,-1.6914136795231833,0.0
107764,-1.7850568292146498,-1.5678363484015434,0.0
108056,-12.373412459235501,-12.722535100523212,3.0
108082,-58.17589480177099,-59.42095816135078,28.0
108089,-9.263451396217786,-8.404673585056463,2.0
108109,-4.878438944484284,-5.024264627087913,1.0
108228,-19.107790220989205,-17.436480693209962,4.0
108357,-5.677046864698303,-5.678979257070771,1.0
108531,-70.39902284689545,-71.20481067216988,32.0
108623,-8.940348953953764,-8.799492607847625,2.0
108878,-5.017545018756757,-5.055615453367005,1.0
108900,-38.71130456018331,-38.94013732385223,17.0
108979,-20.264592411454267,-18.87637095474672,6.0
108982,-16.120835094065328,-16.295478861549984,4.0
109154,-17.902443646741457,-17.238481189910388,4.0
109158,-22.938805189827697,-19.987467309286398,4.0
109402,-13.269476510192643,-12.079534086076814,2.0
109565,-61.07127664601552,-60.916945579881116,27.0
109566,-41.20639100785648,-39.96029974992081,13.0
109593,-51.1483078371848,-48.64286494931696,18.0
109630,-41.88571507035151,-41.93864182393595,16.0
109646,-5.915628539053188,-5.72677418408832,1.0
109748,-32.10562572029883,-30.97198513759359,10.0
109775,-40.723970651028814,-41.11260335703762,15.0
109777,-68.57702146269175,-68.84033325700939,45.0
109819,-128.50472072254894,-102.08488046191756,20.0
109933,-31.091629944871812,-31.16238955747549,10.0
109944,-15.095881121073031,-14.738329948455693,4.0
109947,-6.701962640678064,-6.280480628303228,1.0
110015,-17.305413795546713,-17.783531293970523,5.0
110030,-0.5837554240150674,-0.49992133266681094,0.0
110059,-2.6962044038150594,-2.4100877489802546,0.0
110083,-32.82884466522312,-32.540540529018166,13.0
110142,-7.055959663249374,-6.6078445432148065,1.0
110174,-1.177625112814377,-1.0476780013772446,0.0
110187,-21.07698308688799,-20.85891307689071,6.0
110333,-25.181666286176444,-25.325063761354233,8.0
110513,-28.066134470181247,-28.015339306615925,10.0
110583,-0.8739092546142408,-0.8573540737634588,0.0
110687,-15.121423286764912,-15.172656441454034,4.0
110713,-26.747518706745133,-26.38171778819577,6.0
110798,-5.0416872355907385,-5.207747411123072,1.0
110843,-17.418785554981163,-17.728977474177746,5.0
110882,-24.297889471253242,-27.375302835785025,7.0
110962,-72.80121197699702,-66.25043258464667,29.0
111039,-22.361776447350767,-22.636700374780045,6.0
111175,-21.15093696582847,-19.902834905095695,5.0
111256,-287.07319731273236,-205.9437386184184,49.0
111382,-15.375029289855773,-14.754578903560063,4.0
111389,-9.677455589454636,-8.727737378552705,1.0
111426,-10.85652134085346,-9.20109383572978,2.0
111437,-6.308466772841271,-7.369964347003033,1.0
111488,-14.528479259505689,-14.623625985190097,4.0
111501,-6.071566681060915,-5.881791223472209,1.0
111535,-6.761931535929164,-6.672686341228088,1.0
111624,-30.164750905839888,-29.431847329037158,9.0
111658,-8.770521567817786,-7.7401783609654435,0.0
111731,-26.33139646410273,-26.105275313942645,9.0
111887,-31.352191153435015,-31.150167198743034,10.0
111902,-2.6962044038150594,-2.709281579796297,0.0
111913,-12.61236681615145,-12.85887499014075,3.0
111989,-5.4953488181910375,-6.028380537635844,1.0
112141,-6.499160469783324,-6.426975320930468,1.0
112264,-17.297027745692183,-15.968659154533036,3.0
112423,-5.037612061386183,-4.255932090157179,0.0
112639,-3.303636120215332,-2.9492441420847353,0.0
112716,-219.45400936342782,-211.22678734278085,124.0
112718,-0.8739092546142408,-0.7337579594406786,0.0
113023,-19.938573728662547,-18.203678956012617,5.0
113128,-5.6386208500189126,-5.471824778523833,1.0
113138,-12.632364279678734,-12.656669056026939,3.0
113186,-2.9999202620151957,-5.7184876079382425,0.0
113387,-28.545819700660786,-26.744792898863988,8.0
113423,-11.52128692601802,-11.718864886493352,3.0
113470,-15.058208376896609,-14.487929812647634,4.0
113552,-7.555658135017241,-6.270503856175202,0.0
113668,-20.33373713553173,-20.829234493680218,6.0
113792,-5.022654685786877,-5.2517013706719515,1.0
113934,-5.574598846785347,-5.740064184449403,1.0
113968,-30.808612512369727,-30.64830369046408,9.0
114087,-19.726859633079567,-19.28099716035045,5.0
114177,-28.138034412870486,-27.242869070472715,8.0
114218,-5.191352690689291,-5.233897409774488,1.0
114499,-20.005257909809437,-19.3411496900193,6.0
114519,-91.21366193261225,-77.51550938361889,26.0
114535,-8.752789269790842,-8.797701454971325,2.0
114573,-22.222685090768557,-22.519748858622112,7.0
114621,-33.58048639559667,-32.64679918091406,11.0
114656,-4.948386772448205,-4.507234512355199,1.0
114703,-21.357091603299832,-21.290962482811633,6.0
114834,-8.678009618243284,-8.792031719470362,2.0
114913,-19.409373789670344,-19.014546264218286,5.0
114984,-88.44466382263373,-88.69856745354187,42.0
115064,-8.705554529276574,-7.875928068456908,2.0
115198,-12.552429540045425,-12.400558969425646,3.0
115217,-21.418206240643286,-22.28134220237527,5.0
115314,-9.763139172624998,-9.737940908271801,2.0
115598,-81.8684486479577,-69.8444910999778,22.0
115889,-2.6962044038150594,-2.283601121545831,0.0
115898,-48.108202046214934,-46.52579784795483,23.0
115919,-26.297026949359218,-26.069622081929396,8.0
115994,-68.81258646917296,-69.92042252514868,28.0
116025,-8.597908033607768,-8.526433461499112,2.0
116226,-2.6962044038150594,-2.4895163291147875,0.0
116270,-55.5483257077489,-54.89800445797584,26.0
116288,-5.0243574939059386,-5.229812618811659,1.0
116291,-6.3101241125101595,-5.974844935468297,1.0
116395,-0.88012617628071,-0.791355377089359,0.0
116429,-5.102455179727965,-5.139852143723503,1.0
116681,-2.9999202620151957,-4.272692163001776,0.0
116844,-17.457683890214888,-18.44037373579607,5.0
116877,-65.998266247497,-66.0371956758833,28.0
116885,-15.892129824322433,-16.1452995093859,4.0
116923,-50.111385130730376,-49.29207862640305,19.0
117035,-11.66915609859316,-11.906256630288803,3.0
117052,-5.077156046426035,-5.352785429203995,1.0
117106,-8.704193691870383,-8.828024366667472,2.0
117208,-21.427433961150527,-18.9719823923995,5.0
117213,-43.13843543848422,-33.78530862579996,10.0
117244,-5.138953130250507,-5.092768819417328,1.0
117246,-12.330630580816086,-12.278343179903546,3.0
117411,-32.69179142872052,-32.49825340488527,11.0
117519,-17.759340772002204,-17.34854459440238,5.0
117597,-12.138863275847251,-12.434755631467668,3.0
117784,-1.4813409710145136,-1.2747476532274111,0.0
117785,-2.942730042877013,-2.50296126479457,0.0
117943,-94.46026660939417,-80.62760256587583,26.0
117967,-16.70250635967007,-16.80281532706551,5.0
118041,-11.856980486829466,-11.200811669154856,2.0
118042,-17.915311043057493,-17.828719507930874,5.0
118140,-36.66022169726014,-35.95593903453358,14.0
118233,-23.250681941726878,-23.244805963881277,7.0
118397,-1.7850568292146498,-2.1288154226808116,0.0
118461,-60.313481175582346,-56.663245804588854,24.0
118491,-18.012799487296718,-18.028022059361824,4.0
118660,-16.86464394285618,-13.159309049519635,3.0
118678,-14.986119736035956,-14.710903854464842,4.0
118723,-4.939191436379763,-5.068347362145728,1.0
118798,-32.64199984030693,-33.4204728674459,10.0
118801,-9.25253052555277,-9.224724727719579,2.0
118941,-26.275040550416275,-24.84995511122652,7.0
119013,-4.980125260226596,-5.160107648103289,1.0
119214,-12.848950189321801,-12.977420388300846,3.0
119297,-22.70987161150121,-22.231589490216418,6.0
119503,-39.4395301547109,-35.62211979530217,12.0
119510,-33.329312191752365,-32.737173724910505,9.0
119531,-50.056203399856344,-32.13511394023802,10.0
119666,-14.195297125571594,-13.638432954681925,4.0
119748,-2.088772687414786,-1.8502358697673738,0.0
120158,-58.31535142371555,-59.05724426660381,30.0
120238,-22.81924551680781,-22.97768797564447,6.0
120255,-12.231870034473452,-12.440085927693142,3.0
120413,-18.19553858929563,-17.4498618057292,5.0
120491,-6.415224844741269,-6.098035424232855,1.0
120751,-34.25433017256541,-34.25650604757404,11.0
120757,-17.496039058669666,-17.591595712447774,5.0
120797,-17.194789920889676,-17.205409571760903,5.0
120850,-6.6209680714009425,-6.284208894611595,1.0
121059,-9.816591689827373,-10.133798374025039,2.0
121132,-22.66657988321259,-22.537784588888524,7.0
121169,-1.177625112814377,-1.0084568570574217,0.0
121381,-19.571380088519163,-19.8851443153463,5.0
121448,-13.121068965676695,-12.6875105259313,3.0
121633,-22.314179709358733,-22.36241947123827,7.0
121784,-17.20880707632908,-17.43163766122169,5.0
121828,-15.263226819976603,-14.944788863753917,3.0
121916,-38.07586131840337,-37.06594284243846,14.0
122089,-10.06030850819217,-9.980842040954897,2.0
122109,-19.067436536258615,-16.357658222084392,5.0
122131,-15.16557003296571,-14.89845345402223,4.0
122217,-146.5874918097913,-143.64849605782473,109.0
122258,-4.746409525851019,-4.030930876292008,0.0
122399,-17.56773410550985,-17.86581266807759,5.0
122595,-0.266477538213968,-0.26720345538966095,0.0
122671,-22.1182005904061,-16.498573038251187,4.0
122704,-27.083515424955696,-24.11868572137161,6.0
122726,-1.4813409710145136,-1.291022851101173,0.0
122786,-18.72675582816924,-18.388324484342405,5.0
122813,-22.859558576918797,-22.92737282581013,7.0
122829,-14.782812837369855,-12.950194236421217,1.0
122849,-12.248990467409495,-11.446917324971741,2.0
122904,-34.16297993548253,-35.52140470779176,10.0
122906,-83.71953548689861,-78.30225326173378,38.0
122928,-28.941521242812218,-29.85659198359949,9.0
122954,-8.589121152386085,-8.50233104683249,2.0
122975,-30.580322457633063,-30.322204880065645,12.0
123052,-13.989767042480757,-12.925796628550899,2.0
123131,-13.760432565553591,-14.570972895626843,3.0
123147,-42.90376115900579,-43.19909762483658,18.0
123283,-43.501019916070994,-44.18358623867856,17.0
123456,-16.078952594727753,-16.226824414443264,4.0
123461,-7.752066967512727,-7.180003016696376,1.0
123582,-2.9999202620151957,-2.505150136094212,0.0
123600,-8.501011138907957,-7.801956817690242,1.0
123602,-13.772410465683947,-14.389084981836207,3.0
123716,-2.8321990775384047,-2.4413547715871515,0.0
123754,-5.481354471039787,-5.8429821392581305,1.0
123761,-1.177625112814377,-0.9852082735006062,0.0
123780,-9.277607516429054,-9.106745642666034,2.0
124009,-14.969563017128836,-15.084642284225989,4.0
124038,-43.00451000833828,-39.767022171588295,11.0
124335,-37.851952701392726,-35.254959412798634,11.0
124436,-4.9586264455987346,-5.009234412426379,1.0
124585,-22.305481919739584,-21.879003206420236,6.0
124622,-18.76216613423282,-18.772874126003835,5.0
124710,-17.145419519664802,-17.12824912948602,5.0
124887,-14.356600941035689,-14.827608795789185,4.0
125095,-22.08594323597101,-19.557154166842206,2.0
125133,-7.251942276817105,-6.8841581105074265,0.0
125228,-1.3056838252134788,-1.2237093397960226,0.0
125305,-3.607351978415468,-4.441125247831751,0.0
125357,-0.8739092546142408,-0.7942717849732658,0.0
125470,-14.232644449688653,-14.21170540144945,3.0
125730,-8.212938196703691,-7.4582304115092075,1.0
125860,-2.9999202620151957,-2.478640091164432,0.0
125906,-6.476409182699294,-6.069928863028292,1.0
125923,-38.25912663803307,-37.66817960000967,14.0
126106,-52.66522743041863,-53.88490249159567,23.0
126208,-100.61959244521464,-101.73361634521245,81.0
126224,-9.557076552911886,-9.224867212286192,2.0
126247,-5.947624432298755,-5.592819175346761,1.0
126251,-18.617291450621508,-17.583663178234602,5.0
126281,-6.340794702216695,-5.404533354741326,0.0
126318,-6.035581819786859,-6.025884514743522,1.0
126327,-42.18332246597832,-42.423065813099896,14.0
126398,-46.96103621983274,-40.067697045438095,10.0
126505,-4.915857433456087,-4.798150851126088,1.0
126688,-27.298020993179755,-23.297179633732693,6.0
126971,-37.512295135316116,-36.13412552807276,8.0
127121,-17.38617447178936,-17.92530114518088,4.0
127131,-12.148824808605836,-11.958515546245454,3.0
127231,-12.207605437727455,-11.649719150062609,5.0
127262,-5.022654685786877,-4.834830810282452,1.0
127275,-41.305043943468654,-40.965933498928415,18.0
127350,-5.005422309415565,-4.267116325143978,1.0
127630,-8.733510863677552,-10.027799752035424,2.0
127666,-7.714814970306969,-7.1493621058368335,1.0
127708,-2.4265793793005894,-2.0582652210839174,0.0
127782,-26.536241687943903,-25.93988918114097,7.0
127786,-4.8691273830198805,-5.512357759503713,1.0
127962,-165.19033020194914,-168.65719386687869,79.0
128071,-16.762293091084192,-16.185606762981205,5.0
128121,-38.13252132924354,-38.85023656859007,14.0
128717,-11.026529908736439,-10.83005013006868,3.0
128854,-11.744999763521829,-11.266906808731619,3.0
128880,-25.549826715417176,-26.890867153569886,5.0
128956,-35.544618626989376,-32.18970708401951,12.0
129242,-14.29241693458766,-14.323987537053359,4.0
129392,-48.79485011312991,-47.80242219848153,17.0
129449,-7.251942276817105,-6.078899011660975,0.0
129565,-23.07161124167657,-20.048946398453065,5.0
129592,-12.377084279604967,-12.676532012252725,3.0
130032,-12.380978903035235,-12.08346758102656,3.0
130047,-26.245506330864533,-26.598672363909166,8.0
130053,-29.657565972351314,-28.814455909096637,8.0
130112,-9.71334166988648,-9.911378354608383,2.0
130193,-8.50476303725002,-8.284981919922528,2.0
130280,-1.177625112814377,-1.073077027004911,0.0
130299,-45.81381757747786,-45.43146589428065,19.0
130340,-20.416182541593898,-20.828807019857724,6.0
130451,-2.9999202620151957,-2.9648613734867753,0.0
130452,-62.90424926459449,-66.55556185611617,11.0
130486,-34.99877415764448,-32.63950890349378,6.0
130506,-19.80228987422551,-20.18257981698754,5.0
130725,-17.983654891401766,-17.814677407957298,5.0
130813,-5.014170450011537,-5.035549188955365,1.0
130830,-74.39877820905663,-75.4361115032638,23.0
130845,-38.8713357966308,-38.779081376979924,14.0
130895,-12.171703219399163,-12.37584350540668,3.0
130922,-5.03343449066246,-4.96703394336167,1.0
130954,-6.17634932013234,-5.931038483384384,1.0
131019,-42.950542824611624,-42.32805554155192,13.0
131045,-15.237134095047615,-15.590478183657352,4.0
131137,-4.935928541338466,-5.164476100702665,1.0
131146,-43.78925629294523,-44.219582439199414,16.0
131455,-15.54895041951622,-14.817900497627573,4.0
131497,-8.770521567817786,-7.373902715830068,0.0
131535,-90.52275163113913,-91.57785104130875,35.0
131618,-12.055766342781615,-11.33790177740874,2.0
131660,-2.6962044038150594,-5.12939683149768,0.0
131767,-25.832769921964793,-23.884033400572775,6.0
131877,-16.626746334128413,-16.703284314876196,5.0
131896,-19.35887436953348,-19.312851916622833,6.0
132027,-9.321218259928072,-8.246032655550014,0.0
132060,-9.263367577024596,-9.490630455330168,2.0
132096,-39.49187316475405,-39.89210534421031,16.0
132159,-4.980892574626054,-5.1229105733221045,1.0
132183,-4.822215411216014,-4.036092965594757,0.0
132221,-52.30725397787569,-50.89838829495934,19.0
132255,-1.4813409710145136,-1.594205212979465,0.0
132257,-16.642633218984,-16.975066183657628,5.0
132343,-50.69166871745219,-47.76823548798692,20.0
132416,-4.936506470905728,-5.824404855660694,1.0
132489,-74.2061961382421,-66.10627987659785,29.0
132634,-39.58002386710832,-39.72370280185979,16.0
132657,-0.5701933964141045,-0.6477642547916704,0.0
132732,-22.68921116977997,-23.115812700634663,7.0
132762,-0.8739092546142408,-0.8248988755878992,0.0
132976,-38.02581215053316,-37.00307463342844,15.0
133017,-30.048442945141918,-24.786169797003247,6.0
133027,-8.654839490430483,-8.548407394340375,2.0
133099,-39.26145636270476,-39.25839018041352,12.0
133171,-56.80012990317742,-56.5398769989291,22.0
133211,-5.005369732719546,-4.7693093960087,1.0
133235,-2.6962044038150594,-2.5768644191185444,0.0
133238,-16.76995498523561,-17.013302958747484,4.0
133244,-14.417329451524607,-14.662528901412921,4.0
133370,-9.064559438730274,-9.075948515045143,2.0
133608,-5.591386518489107,-5.861785532748982,1.0
133745,-13.938386542127972,-13.216404753352721,3.0
133766,-34.082527201157966,-30.869363162822,9.0
133773,-8.684644658946299,-8.731565977169952,2.0
133896,-9.32532440047531,-8.963075627101663,2.0
133930,-38.96561513564522,-38.508281884725676,12.0
134256,-1.177625112814377,-1.033257535635165,0.0
134303,-53.421597642267606,-52.87597593801141,19.0
134377,-49.78953874100557,-51.16457102941355,13.0
134385,-2.9999202620151957,-2.5774486793209843,0.0
134391,-1.177625112814377,-1.0230781898451746,0.0
134511,-18.380379269469614,-18.895123417184305,5.0
134646,-17.22386211948518,-16.393343146526668,4.0
134826,-12.228360860177734,-11.727309319759435,3.0
134944,-19.75896499545379,-19.95820620053579,6.0
134957,-28.42487042779746,-25.7553002301186,7.0
134990,-20.000221824967404,-19.354247847125297,5.0
134995,-18.188072230750926,-18.817888649989566,5.0
135178,-247.5073751004657,-239.72831682197403,180.0
135308,-11.5847880011501,-11.519457510956931,3.0
135370,-34.3949360544173,-31.03450604046295,9.0
135466,-88.12985741620064,-81.38717602925146,31.0
135484,-23.115052779115647,-21.260477076631098,3.0
135490,-9.857196621509592,-9.56152234779728,2.0
135532,-1.7850568292146498,-1.699586361846513,0.0
135545,-5.321622030824074,-5.282115326929837,1.0
135725,-54.428896933958846,-51.53055865014916,15.0
135851,-18.489202616595936,-18.105853477469452,4.0
135853,-13.408510954061997,-12.0670092576454,3.0
135862,-5.322678124396068,-5.236965891725021,1.0
135908,-14.376063815498929,-13.263646490179728,2.0
135962,-5.030729674120529,-5.157124631132692,1.0
136100,-46.61519750865026,-44.15699719784655,19.0
136784,-10.139172308193489,-9.713803301571794,2.0
136832,-5.4160205696484205,-5.5519844975735895,1.0
136849,-14.226938249418698,-14.655401036466417,4.0
137137,-11.49933900810312,-11.127740899458392,3.0
137145,-21.617415447186023,-21.254659439650588,6.0
137155,-23.52133013517831,-24.175965060341188,7.0
137163,-18.240794034918565,-17.899427099665864,5.0
137179,-98.45067506249829,-93.91628630114668,42.0
137257,-5.609491238851958,-5.614355172817207,1.0
137330,-24.55308035690919,-23.82651795421424,7.0
137352,-14.297704157403523,-14.453921082957406,4.0
137366,-42.43526218578147,-42.30956234783119,16.0
137547,-6.026986170788829,-5.742144425200543,1.0
137589,-19.48102245478112,-20.08681711920091,5.0
137741,-85.55983972311013,-55.69063501899721,15.0
137755,-21.16293402454125,-18.06749585192791,5.0
137961,-24.502290536743978,-24.525480285967824,8.0
138035,-3.911067836615605,-3.3407844968506524,0.0
138157,-12.733834988993745,-12.844953872883737,3.0
138189,-25.93774160242547,-25.90663376688706,8.0
138237,-26.006601948437776,-27.116493817427223,5.0
138391,-12.718827724419558,-10.771396723052668,0.0
138522,-39.66421496115804,-37.54650604310192,10.0
138680,-11.68764635112313,-11.9061701805617,3.0
138703,-13.835257994653338,-13.599070099514913,3.0
138772,-47.26115466334049,-46.68023105845125,19.0
138795,-55.571348942767976,-49.696868556847264,23.0
138843,-20.86759056827174,-21.238366695110127,6.0
138989,-1.7850568292146498,-1.5643357240652591,0.0
139091,-17.322730880019883,-16.99612359120563,4.0
139181,-2.3924885456149223,-2.152274858435,0.0
139204,-34.73916080961463,-30.239889979482715,4.0
139289,-28.624077548973663,-28.13582905103694,8.0
139327,-21.37780017297358,-21.01272472536759,7.0
139340,-5.274189847854837,-5.327015845729901,1.0
139410,-26.48702192223232,-27.766158395428118,6.0
139442,-4.987904931177552,-4.753387137756476,1.0
139495,-1.177625112814377,-1.0679214562805874,0.0
139573,-12.111396008019288,-10.758714702232206,0.0
139672,-11.533805593235506,-11.994147457786452,3.0
139681,-0.5701933964141045,-0.54787554277354,0.0
139704,-5.90493987742922,-6.2638419418602815,1.0
139902,-15.21498490798413,-16.099880393358376,4.0
140098,-0.28231682089225363,-0.23333368267360705,0.0
140112,-26.07559957521766,-26.56434316252305,9.0
140320,-48.88119153348176,-48.43759449118372,23.0
140416,-5.014170450011537,-5.064944798110007,1.0
140501,-11.874601021222373,-10.989409337133749,2.0
140630,-6.948226418616968,-5.7584277535133195,0.0
140831,-41.194769412926064,-41.22261436037582,18.0
140866,-40.330144386522996,-40.44900440189645,15.0
140941,-28.42335808355267,-19.072376979035266,5.0
140957,-9.361304248740494,-9.350993590065448,2.0
141086,-2.3924885456149223,-2.321059130226903,0.0
141316,-61.423620763168124,-61.24666975843902,22.0
141397,-19.140758496975213,-19.071191193039116,5.0
141453,-18.865747264347142,-19.197547281621006,5.0
141507,-38.94077849987441,-38.93265813987611,11.0
141602,-39.75394278984336,-37.53198523313811,12.0
141606,-38.0048803867975,-37.88462808915107,15.0
141637,-5.057039197909869,-4.895983794058809,1.0
141978,-4.518499553015877,-4.269048989630679,0.0
142011,-7.6647423975465525,-7.304289142304739,1.0
142184,-9.017377416627275,-8.649756910906955,2.0
142202,-1.177625112814377,-1.0223821894936886,0.0
142220,-14.126191112481402,-12.426231720741661,3.0
142237,-14.57943722164941,-14.694460883936795,4.0
142318,-4.882137220259793,-5.112095819098373,1.0
142394,-8.63551669698976,-8.949795474172925,2.0
142409,-9.918351417118094,-9.624066272607951,2.0
142435,-24.88334935037854,-25.40221068263926,8.0
142500,-7.4185884658519745,-6.854850400817456,1.0
142515,-21.82698514761722,-21.819895967249387,7.0
142561,-57.2583969989204,-49.14397026715231,10.0
142654,-5.104997587459201,-5.091248508995932,1.0
142667,-45.24986200783675,-42.43862056901838,20.0
142879,-14.455495130336944,-14.537005618010742,4.0
142887,-12.805057896443557,-12.869718189835773,3.0
142891,-5.115002849215627,-5.3626224771085464,1.0
142932,-2.7551154038191235,-2.318799310592071,0.0
142970,-16.10270361338867,-15.709879369022886,4.0
142971,-24.94710830980077,-24.97963506573599,8.0
142997,-3.084886512514975,-2.5955280233373306,0.0
143109,-10.440447486183963,-10.419165423410567,2.0
143227,-6.425751993620252,-6.080823455833814,1.0
143339,-51.83463409088485,-52.316801910296945,23.0
143396,-38.480364439797555,-38.41255581566965,14.0
143698,-20.7549562069942,-21.233893388277313,5.0
143715,-25.067288547243646,-24.862192776901736,8.0
143890,-15.460436109623954,-15.432958167118931,4.0
143902,-61.22089849616353,-61.73997643622809,23.0
144025,-15.51733719680702,-15.296226281915738,4.0
144035,-57.20444252466316,-58.49834359163213,29.0
144108,-15.505134364407757,-15.471747567959241,4.0
144152,-47.59121273219251,-48.06050429390381,18.0
144254,-1.4813409710145136,-1.2774746272240503,0.0
144399,-4.99993240509388,-5.126092044023773,1.0
144412,-3.607351978415468,-3.015889249266772,0.0
144454,-5.761773945044669,-5.7146620089995235,1.0
144458,-18.902861759832515,-19.336774483833725,6.0
144572,-109.03377764713048,-93.27637276965942,28.0
144721,-10.760579143594274,-9.459046126188138,2.0
145139,-0.5701933964141045,-0.5265876037708994,0.0
145148,-1.177625112814377,-1.7670357033292612,0.0
145195,-5.105752692707659,-5.543393608796543,1.0
145256,-23.34578225140406,-22.676863317409307,7.0
145396,-46.622389476003136,-47.22876481600484,23.0
145537,-9.470120967759915,-9.478673472500631,2.0
145588,-56.88231562245704,-56.768774586863834,16.0
145653,-2.3924885456149223,-2.6700297885647233,0.0
145698,-22.86673900466634,-21.78535995757383,7.0
145745,-144.4075063161892,-143.73325758607612,30.0
145802,-40.012066267579215,-39.75358386396325,15.0
145931,-1.4813409710145136,-3.2289569381993206,0.0
146045,-3.1416022316040753,-2.759423449062228,0.0
146141,-11.777516455866806,-12.236227906362291,3.0
146216,-19.208456751160337,-17.297917947540974,4.0
146274,-2.3924885456149223,-2.0775283913854645,0.0
146325,-2.088772687414786,-1.8017830533047432,0.0
146380,-8.480951002688139,-8.674872428662802,2.0
146394,-13.409528282957329,-13.562497140818932,3.0
146438,-7.980288089310345,-7.823474863922279,2.0
146441,-14.126379160802134,-14.269982509429996,3.0
146450,-12.597414097347661,-12.877377102044182,3.0
146510,-17.372746112189773,-16.504044533928795,5.0
146664,-34.89974107381918,-35.02170196805921,13.0
146716,-14.714281704663227,-15.234329743556193,4.0
146831,-23.9013880943895,-22.795478506243544,8.0
146855,-26.93719065719415,-26.744355384462352,9.0
147089,-209.92583939028833,-191.57361333606354,118.0
147225,-81.91587949532675,-79.64909479247714,44.0
147230,-12.36006720747947,-12.771703319562496,3.0
147413,-11.44854301143567,-12.042006287207142,2.0
147436,-11.502961233438299,-11.704215114649111,3.0
147480,-8.253452570180203,-7.6606377305468225,1.0
147704,-44.465758331661235,-41.67893634648278,16.0
147729,-5.630136614243573,-5.457135718934189,1.0
147751,-2.3924885456149223,-2.43545113104263,0.0
148123,-60.3753959775988,-60.63967940166625,14.0
148192,-81.61966376545081,-81.62665047484435,41.0
148324,-27.991049562638825,-28.467162129080315,10.0
148434,-16.660956681326606,-16.21667703035128,4.0
148571,-5.1252404826159035,-4.2959241450697405,0.0
148674,-13.5851139765499,-14.280893381316918,3.0
148717,-96.45007475058958,-93.25304245376695,31.0
148778,-25.025096224902658,-24.264084021016135,7.0
148780,-8.646816468314919,-8.851409638492457,2.0
148824,-1.177625112814377,-1.2351947632911144,0.0
148888,-12.360666779737178,-11.63161866360092,3.0
149034,-22.111835423270094,-20.741872962736927,4.0
149380,-11.749801330574014,-11.40276998485122,3.0
149435,-26.066533036886828,-25.763133627120702,8.0
149446,-85.60193154404317,-85.10392966449692,18.0
149481,-36.78139476967313,-36.40655060516258,14.0
149640,-8.43066468103507,-8.251919616669927,2.0
149644,-41.5167181454565,-41.09912668370873,9.0
149695,-11.664613407260543,-11.871540848656155,3.0
149771,-149.97646414292186,-149.33228431538984,124.0
149801,-10.621920724088847,-11.342941647753374,2.0
149894,-1.7850568292146498,-1.8341813175146122,0.0
149976,-4.99993240509388,-5.226085009430787,1.0
150017,-2.9999202620151957,-2.5387624640110946,0.0
150117,-40.600639796390965,-39.2776464558305,14.0
150284,-1.8104923012447072,-1.5808244503304485,0.0
150291,-16.79226782786546,-15.644589093820857,3.0
150314,-64.95946144686698,-66.81415967812028,26.0
150482,-46.528017303686624,-47.36861089324514,14.0
150493,-9.145514076921303,-9.595976885027495,2.0
150575,-14.993175955130932,-13.99509018084583,4.0
150606,-13.190055390828627,-13.32296408597061,3.0
150640,-5.733362985816423,-5.080948023900348,0.0
150830,-19.968189600946125,-20.526760542042958,6.0
150931,-6.644510560416832,-5.489497823244031,0.0
150946,-20.851706173062254,-20.783018045946044,5.0
150981,-8.628461132743055,-8.55833400406151,2.0
151032,-28.587611165650962,-28.145685356186167,10.0
151362,-52.98291954319664,-52.60321018747982,21.0
151378,-17.1776217546464,-16.406910472177707,4.0
151435,-1.7850568292146498,-1.7679457308669646,0.0
151518,-4.860659311920478,-5.084114480285073,1.0
151562,-41.77979599375889,-35.36764361788711,1.0
151572,-21.3212082240323,-18.20124315204736,4.0
151597,-4.518499553015877,-3.9410780643617613,0.0
151831,-2.098944001181821,-1.7575980431948963,0.0
152041,-1.4813409710145136,-1.3263888333658809,0.0
152183,-60.57755054979557,-61.28090915164755,29.0
152275,-18.42205136195775,-19.076855254467855,5.0
152443,-6.563861751401737,-6.988565036275459,1.0
152613,-9.59359004733949,-9.295517458867177,2.0
152614,-5.196850991484872,-5.386554436480268,1.0
152761,-50.54434104876945,-49.847885559916016,21.0
152782,-60.76737143920733,-55.69035902964303,23.0
152856,-12.367573955952503,-12.786223402007481,3.0
152876,-9.424591205026,-8.184752837999248,2.0
152926,-27.131997119105648,-27.14900463584615,9.0
152927,-27.39104081854985,-28.21847048395677,8.0
153120,-0.266477538213968,-0.2671961937942495,0.0
153352,-46.92086230130909,-44.09567157810496,15.0
153427,-11.867448319872048,-11.732489109280875,3.0
153448,-14.812956082401115,-14.20589034454417,4.0
153533,-22.7995566740473,-22.78826411421489,7.0
153539,-1.7850568292146498,-1.5662312480318228,0.0
