user_id,ll_global_poisson,ll_rolling_poisson,ll_rolling_seasonal_poisson,ll_personalized_rolling_seasonal_poisson,test_purchases
372626,-39.90169903440505,-38.39527814192786,-38.460236166174084,-38.22471046091935,13.0
372717,-26.06040986018513,-25.58301678285017,-25.750365084376114,-25.743438229153032,7.0
372748,-7.613950499977116,-8.73967715917439,-8.795775756377239,-5.2128271220326585,1.0
372775,-32.17065599824845,-31.034185378203752,-30.957004418086186,-34.0822805052191,11.0
372778,-5.337455897072789,-6.678133979996367,-6.689023042740466,-1.5091135505154465,0.0
372786,-17.41307609215437,-17.608158874084467,-17.54607945859087,-18.624598878586575,5.0
372886,-5.337455897072789,-6.678133979996367,-6.689023042740466,-2.147932654312294,0.0
372958,-39.2085518538451,-37.81021292516386,-37.86879223901875,-37.38129194401096,13.0
373129,-12.16693970578577,-12.677355792644326,-12.821849661917843,-12.47754817661435,3.0
373149,-20.382717875618642,-20.424855083005347,-20.791855132103933,-23.81399439366553,6.0
373301,-12.860086886345716,-13.481109521166381,-13.599702330336953,-12.606042389305392,3.0
373546,-31.765190890140282,-30.72367227625368,-30.592047048688926,-29.431811833304085,11.0
373551,-7.613950499977116,-8.684246607630737,-8.648994603755455,-6.636624814650745,1.0
373828,-9.890445102881444,-10.716754854421593,-10.703260552684595,-11.779017512233786,2.0
373844,-15.136581489250043,-15.628181031293048,-15.723326473571097,-16.1026460720875,4.0
374080,-5.337455897072789,-6.678133979996367,-6.689023042740466,-1.4813409710145136,0.0
374136,-24.9357070814273,-24.504598811675585,-24.551950248158185,-28.047292663303708,8.0
374321,-29.0300516436494,-28.57625471081293,-28.36258005023693,-36.746926414840296,8.0
374490,-9.890445102881444,-10.81594379697503,-10.84859502728536,-13.10170815198171,2.0
374564,-18.51168838082248,-18.956152508491602,-18.843025355175087,-19.703382161311406,5.0
374814,-9.890445102881444,-10.842424132397422,-10.920495022311695,-9.708156150092421,2.0
374964,-7.613950499977116,-8.72186269140262,-8.717706998527992,-5.6335111829887925,1.0
375024,-7.613950499977116,-8.771595615456189,-8.759037311307765,-4.9791700905721905,1.0
375087,-7.613950499977116,-8.726890733931196,-8.714332429782774,-5.827111771071988,1.0
375168,-35.62503291538899,-34.05129705857081,-34.080045725678275,-39.86543229183767,13.0
375174,-32.45833807070023,-31.284865430904922,-31.218211108606933,-30.081498240437135,11.0
375312,-9.890445102881444,-10.804216921671452,-10.845270763255575,-8.759932226559275,2.0
375375,-78.35187468707574,-73.25559728323067,-73.1096685000968,-56.28537048257271,27.0
375473,-12.16693970578577,-12.705355139078193,-12.711383902270136,-11.482194393348994,3.0
375480,-7.613950499977116,-8.777143674807684,-8.833242272010533,-5.133080292239298,1.0
375605,-9.890445102881444,-10.82540397714643,-10.887671263631049,-10.440822207187418,2.0
375634,-22.65921247852297,-22.66363269213083,-22.772203312230676,-33.88910626913024,7.0
375647,-15.136581489250045,-15.73408134235341,-15.920791976282729,-22.285809845360493,4.0
375909,-5.337455897072789,-6.678133979996367,-6.689023042740466,-1.4813409710145136,0.0
375940,-9.890445102881444,-10.801261760312448,-10.863529046797067,-8.889030353300322,2.0
376078,-23.75782476719108,-23.299374493643025,-23.334851094087497,-28.477229082544554,7.0
376142,-21.27291811740308,-21.225654375934926,-21.21401272116533,-21.41479260015168,7.0
376222,-29.030051643649397,-28.157074905440176,-28.018628390053983,-30.7445825854446,8.0
376393,-73.10573830070713,-68.8889011844921,-68.926542414852,-143.07732576794575,25.0
376449,-9.890445102881444,-10.841934415211616,-10.814331355444468,-10.167002426357309,2.0
376525,-64.44159264136886,-61.26417937481095,-61.22267401161161,-52.51602247301847,21.0
376666,-14.4434343086901,-14.928292427890876,-15.007881013426996,-14.450010900512906,4.0
376729,-5.337455897072789,-6.678133979996367,-6.689023042740466,-1.177625112814377,0.0
376776,-12.166939705785772,-12.825544428060429,-12.841670647925667,-11.558598477748212,3.0
376861,-52.878878456930245,-50.35644376252421,-50.04249408633654,-45.0756434171009,17.0
376919,-5.337455897072789,-6.678133979996367,-6.689023042740466,-1.177625112814377,0.0
377021,-5.337455897072789,-6.678133979996367,-6.689023042740466,-6.948226418616968,0.0
377172,-13.958699175013825,-14.809095370862169,-14.822260977039042,-13.546149078883378,3.0
377223,-12.860086886345716,-13.5940673924064,-13.740585058526749,-12.572602023290376,3.0
377254,-41.77272852920121,-39.9600289900654,-40.259297718047435,-48.987198606528914,14.0
377306,-5.337455897072789,-6.678133979996367,-6.689023042740466,-2.9999202620151957,0.0
