user_id,user_scale,train_days
8863,0.0,207
8866,0.39244367741048336,207
8876,0.9440354583784938,207
8902,0.8923429949209094,207
9099,0.8128835400566459,207
9163,0.5393410427495837,88
9230,0.4005707846954465,207
9264,0.0,142
9279,0.7942353701218963,207
9431,0.9221009397879243,207
9434,0.8035024954006076,207
9567,0.7331377593800426,193
9591,0.9217668185010552,207
9772,0.8788640005514026,207
10022,0.9155941801145673,207
10139,0.5602784641087055,53
10299,0.865347902290523,207
10407,0.8480198075994849,207
10415,0.0,207
10436,0.8648982411250472,207
10446,0.6863469583913684,207
10503,0.8690963638946414,207
10542,0.0,207
10667,0.8307500137016177,207
10714,0.6976040033623576,207
10761,0.9070290392264724,207
10954,0.7224307581782341,207
11028,0.7957644527778029,207
11085,0.9418231481686234,207
11355,0.0,207
11500,0.7707586279138923,88
11667,0.6945311557501554,207
11865,0.777004212141037,207
11961,0.7166928751394153,207
12020,0.7313630264252424,207
12048,0.1659192657098174,207
12174,0.8492342429235578,207
12187,0.7377535384148359,113
12192,0.37501638289541006,207
12396,0.8778642537072301,207
12435,0.811137636192143,139
12467,0.8702415181323886,207
12492,0.8510724874213338,207
12505,0.565698491409421,135
12519,0.8798532048240304,207
12547,0.8475592685863376,207
12905,0.0,204
13012,0.8376900618895888,207
13187,0.8774371584877372,207
13403,0.9262228617444634,181
13435,0.7924721715971828,207
13442,0.07551750168204308,207
13495,0.7590336678549647,207
13629,0.8760575810447335,207
13731,0.8204778144136071,207
13742,0.8432254614308476,207
13915,0.8939985977485776,207
13985,0.7645130762830377,207
14049,0.3619215218350291,138
14075,0.554428300820291,205
14098,0.0,200
14166,0.8907229593023658,207
14184,0.5242820549756289,207
14240,0.6277502095326781,197
14263,0.8246750338003039,207
14471,0.8539098268374801,207
14586,0.4431095998734236,207
14661,0.4871686501428485,207
14786,0.5549140833318233,206
14792,0.858777710236609,207
14816,0.7137879030779004,192
14823,0.704469601623714,207
14910,0.8020418183878064,190
14916,0.9101050486788154,207
14937,0.8345282590016723,207
15111,0.7599145779386163,207
15197,0.6106381444260478,207
15325,0.9144626138731837,170
15360,0.582785727456212,207
15370,0.9031474543735385,207
15391,0.9023955324664712,138
15508,0.0,182
15517,0.8201219653710723,207
15553,0.8632985129952431,207
15580,0.8102159341797233,207
15613,0.7646882208064198,207
15625,0.8833162905648351,207
15662,0.8282616687938571,207
15671,0.833204542286694,207
15803,0.8764997264370322,207
15954,0.9126517036929727,207
16051,0.7884716475382447,207
16082,0.6924096355214715,207
16306,0.5444458732381463,204
16355,0.5160967446863651,207
16360,0.6755424058064818,207
16387,0.8613719744607806,207
16483,0.5867665493860841,207
16492,0.0,207
16612,0.6784408492967486,207
16907,0.3778620855882764,198
16982,0.7932891277596354,207
17104,0.7096104463562369,207
17189,0.8397678891196847,207
17225,0.698842154815793,207
17237,0.8870391407981515,207
17415,0.8812676416710019,207
17601,0.8456901041790843,207
17775,0.8554099733009934,186
17838,0.6585551891475916,207
17863,0.49479400739073753,207
17920,0.9262225916609168,207
17932,0.8971261186525226,207
17991,0.7992120133712888,207
18119,0.8979476569220424,207
18187,0.827419008128345,207
18267,0.8301127376034856,207
18268,0.77126185875386,207
18345,0.8091572346165776,207
18402,0.7450091792270541,98
18519,0.588619657792151,207
18566,0.7939143618568778,207
18853,0.8284876449033618,207
18929,0.9314169967547059,207
18945,0.80356499645859,207
19029,0.14425169676542282,207
19200,0.83224315661937,207
19260,0.11203373782336712,207
19277,0.729810637421906,207
19293,0.8839195081964135,207
