user_id,ll_personalized_poisson,ll_global_scaled_hawkes,ll_user_scale_hawkes,test_purchases
117213,-43.13843543848422,-33.66152448911685,-34.06010776530196,10.0
117244,-5.138953130250507,-5.112708866649465,-5.005778194323496,1.0
117246,-12.330630580816086,-12.287138873798106,-12.322522459855278,3.0
117411,-32.69179142872052,-32.49238946009492,-33.02281454249768,11.0
117519,-17.759340772002204,-17.352395076528687,-17.342401305855983,5.0
117597,-12.138863275847251,-12.449622418237729,-12.675420332220257,3.0
117784,-1.4813409710145136,-1.2695057883693905,-1.3026048766670626,0.0
117785,-2.942730042877013,-2.478536246135785,-1.3120586130720122,0.0
117943,-94.46026660939417,-79.89462811912162,-79.98238080067993,26.0
117967,-16.70250635967007,-16.831050984580873,-16.942504124244657,5.0
118041,-11.856980486829466,-11.167761183633653,-11.423272697613832,2.0
118042,-17.915311043057493,-17.81340559548316,-17.80760941025121,5.0
118140,-36.66022169726014,-35.94842920670039,-36.03481807704684,14.0
118233,-23.250681941726878,-23.27165304001666,-23.207455029210706,7.0
118397,-1.7850568292146498,-2.1061571295627357,-0.7490954600756259,0.0
118461,-60.313481175582346,-56.58147053461618,-55.32621336471396,24.0
118491,-18.012799487296718,-18.014910014354157,-18.815385281169156,4.0
118660,-16.86464394285618,-13.199634993408985,-13.984301157971824,3.0
118678,-14.986119736035956,-14.729747081635807,-14.73798349421477,4.0
118723,-4.939191436379763,-5.075117065377616,-5.257606664343879,1.0
118798,-32.64199984030693,-33.40863224209669,-33.2718060377594,10.0
118801,-9.25253052555277,-9.229863966441254,-9.256767621023693,2.0
118941,-26.275040550416275,-24.81517832420256,-24.68769514742278,7.0
119013,-4.980125260226596,-5.171156323788572,-5.328187961218932,1.0
119214,-12.848950189321801,-12.997907697456723,-13.258907586266515,3.0
119297,-22.70987161150121,-22.228786201200418,-22.30718260293139,6.0
119503,-39.4395301547109,-35.587813561137175,-36.3647918275073,12.0
119510,-33.329312191752365,-32.80836097635454,-32.816909564901984,9.0
119531,-50.056203399856344,-32.00275071788788,-32.0674492766451,10.0
119666,-14.195297125571594,-13.648115256301109,-13.642120366795128,4.0
119748,-2.088772687414786,-1.86925522451076,-2.0496494490923265,0.0
120158,-58.31535142371555,-58.977264145599584,-58.70057699909888,30.0
120238,-22.81924551680781,-22.859231849608985,-23.691059631299215,6.0
120255,-12.231870034473452,-12.432155836782774,-12.441031305133903,3.0
120413,-18.19553858929563,-17.465760369804855,-17.457115493655614,5.0
120491,-6.415224844741269,-6.08413939824389,-5.917998730659038,1.0
120751,-34.25433017256541,-34.290925036593414,-36.03773566582846,11.0
120757,-17.496039058669666,-17.57905140990717,-17.60030868380258,5.0
120797,-17.194789920889676,-17.20627934758002,-17.264520094223954,5.0
120850,-6.6209680714009425,-6.273768092837261,-6.241718847931192,1.0
121059,-9.816591689827373,-10.152347562329929,-11.149680913679676,2.0
121132,-22.66657988321259,-22.551095304825232,-22.280353887012534,7.0
121169,-1.177625112814377,-0.9958441063749602,-0.10635020610316544,0.0
121381,-19.571380088519163,-19.922161663222184,-21.522315937145123,5.0
121448,-13.121068965676695,-12.639014840767535,-12.51579178211528,3.0
121633,-22.314179709358733,-22.355864002091685,-22.354394764129378,7.0
121784,-17.20880707632908,-17.426463481842806,-17.442271078569366,5.0
121828,-15.263226819976603,-14.925284337212863,-14.860794392150467,3.0
121916,-38.07586131840337,-37.08062877704318,-37.71179405089012,14.0
122089,-10.06030850819217,-9.996142265920149,-10.103979897791868,2.0
122109,-19.067436536258615,-16.342958454971967,-16.423334202655656,5.0
122131,-15.16557003296571,-14.89121261846085,-14.872953365549243,4.0
122217,-146.5874918097913,-143.61555559310528,-146.5322919440949,109.0
122258,-4.746409525851019,-4.004580787756138,-3.623682496502995,0.0
122399,-17.56773410550985,-17.884125241219426,-17.882070263774043,5.0
122595,-0.266477538213968,-0.2648730968048592,-0.047368524589007144,0.0
122671,-22.1182005904061,-16.595082654994364,-38.79940022065714,4.0
122704,-27.083515424955696,-23.85843530633785,-24.289288377140398,6.0
122726,-1.4813409710145136,-1.2850421156803238,-0.8824704507972847,0.0
122786,-18.72675582816924,-18.39794676262982,-18.494945143885108,5.0
122813,-22.859558576918797,-22.94731928795143,-22.97021080604526,7.0
122829,-14.782812837369855,-12.887195817915797,-13.568245573234504,1.0
122849,-12.248990467409495,-11.414273261122489,-11.810521618273642,2.0
122904,-34.16297993548253,-35.50104294777103,-35.11307539134115,10.0
122906,-83.71953548689861,-78.28292742432595,-77.60887387873149,38.0
122928,-28.941521242812218,-29.875681071708,-30.131322550440505,9.0
122954,-8.589121152386085,-8.50090997343842,-8.520561535384939,2.0
122975,-30.580322457633063,-30.330128255078346,-30.591642830380316,12.0
123052,-13.989767042480757,-12.890036942794255,-13.464523605486827,2.0
123131,-13.760432565553591,-14.584440164175374,-14.652109942193977,3.0
123147,-42.90376115900579,-43.19448872444663,-42.88654108506379,18.0
123283,-43.501019916070994,-44.22689748231853,-43.795295068217214,17.0
123456,-16.078952594727753,-16.233617303765122,-16.362585231983335,4.0
123461,-7.752066967512727,-7.154423929965325,-6.8548156584332025,1.0
123582,-2.9999202620151957,-2.5046321647544816,-2.7639545566965467,0.0
123600,-8.501011138907957,-7.769925583356319,-8.000243889389443,1.0
123602,-13.772410465683947,-14.370156720134052,-15.573702739760265,3.0
123716,-2.8321990775384047,-2.4312196934823813,-2.1894130601424773,0.0
123754,-5.481354471039787,-5.86571827640601,-5.766023676922824,1.0
123761,-1.177625112814377,-0.9737632011557069,-0.9299622012165327,0.0
123780,-9.277607516429054,-9.100572875201667,-9.32887637729679,2.0
124009,-14.969563017128836,-15.10065303194091,-15.09610811788932,4.0
124038,-43.00451000833828,-39.60578000519185,-47.37462968373478,11.0
124335,-37.851952701392726,-35.15554612187918,-36.6739119070699,11.0
124436,-4.9586264455987346,-5.014514891907479,-5.006767426229743,1.0
124585,-22.305481919739584,-21.848158418282413,-22.386493468023705,6.0
124622,-18.76216613423282,-18.785648470356023,-18.941459487040714,5.0
124710,-17.145419519664802,-17.14043786001718,-17.127156165559644,5.0
124887,-14.356600941035689,-14.831947298175603,-15.210633690905972,4.0
125095,-22.08594323597101,-19.4425956251347,-20.591787854384837,2.0
125133,-7.251942276817105,-6.848040246534426,-6.592561046085985,0.0
125228,-1.3056838252134788,-1.2264248219962848,-0.8519900218752158,0.0
125305,-3.607351978415468,-4.420213362988817,-3.183137917323066,0.0
125357,-0.8739092546142408,-0.7860671891825805,-0.652244225396601,0.0
125470,-14.232644449688653,-14.206385885861948,-16.55180340448303,3.0
125730,-8.212938196703691,-7.418385152851863,-7.825904559319755,1.0
125860,-2.9999202620151957,-2.452489803666986,-2.54044609988421,0.0
125906,-6.476409182699294,-6.060410443624687,-6.415214226631312,1.0
125923,-38.25912663803307,-37.67366330246454,-37.661955679636556,14.0
126106,-52.66522743041863,-53.883207394098335,-53.5618782968741,23.0
126208,-100.61959244521464,-101.6790084763957,-100.49761050594658,81.0
126224,-9.557076552911886,-9.209469911113327,-9.37699355248846,2.0
126247,-5.947624432298755,-5.579108858106769,-5.5199727248468795,1.0
126251,-18.617291450621508,-17.598966417417508,-18.210752158317387,5.0
126281,-6.340794702216695,-5.373207257652566,-5.441140946525292,0.0
126318,-6.035581819786859,-6.036763765004189,-5.804412180495637,1.0
126327,-42.18332246597832,-42.427689397813,-42.49285841982479,14.0
126398,-46.96103621983274,-40.12142914890077,-41.62614160966819,10.0
126505,-4.915857433456087,-4.803914676560573,-4.8493918962435165,1.0
126688,-27.298020993179755,-23.227828127156346,-24.02276463018614,6.0
126971,-37.512295135316116,-35.91418688061624,-108.95418544514332,8.0
127121,-17.38617447178936,-17.96728073753391,-18.34536482610036,4.0
127131,-12.148824808605836,-11.969035833015173,-11.964896582334385,3.0
127231,-12.207605437727455,-11.67957360963063,-11.67957360963063,5.0
127262,-5.022654685786877,-4.832332480052046,-4.707875508872023,1.0
127275,-41.305043943468654,-40.96613659255639,-41.08160874744153,18.0
127350,-5.005422309415565,-4.260017683027513,-4.03829877946901,1.0
127630,-8.733510863677552,-10.040776796319705,-10.130114207054673,2.0
127666,-7.714814970306969,-7.115518596719331,-7.282522179114644,1.0
127708,-2.4265793793005894,-2.0360175418801196,-2.1047017561271346,0.0
127782,-26.536241687943903,-25.900865868826205,-25.989437849107727,7.0
127786,-4.8691273830198805,-5.529701226208042,-5.726289439461272,1.0
127962,-165.19033020194914,-168.4334248542818,-162.9690424563278,79.0
128071,-16.762293091084192,-16.21415790428629,-16.212387994833886,5.0
128121,-38.13252132924354,-38.870362505031935,-39.004917695627455,14.0
128717,-11.026529908736439,-10.824851560922825,-10.824851560922825,3.0
128854,-11.744999763521829,-11.263569884157025,-11.268162168548168,3.0
128880,-25.549826715417176,-26.882877398029535,-29.046377120915242,5.0
128956,-35.544618626989376,-32.127813584544064,-32.687110689312675,12.0
129242,-14.29241693458766,-14.344803561195253,-14.285541435916153,4.0
129392,-48.79485011312991,-47.714086000396065,-47.802156608379214,17.0
129449,-7.251942276817105,-6.017660022029505,-5.8435306058212415,0.0
129565,-23.07161124167657,-20.00519976777041,-20.694968637155597,5.0
129592,-12.377084279604967,-12.67358735562016,-12.643003142849754,3.0
130032,-12.380978903035235,-12.112981032225159,-12.136725279869966,3.0
130047,-26.245506330864533,-26.611216067855153,-26.995146243930392,8.0
130053,-29.657565972351314,-28.84982491645655,-29.187281094211933,8.0
130112,-9.71334166988648,-9.89916776008593,-9.780426360914998,2.0
130193,-8.50476303725002,-8.282105649620547,-8.362952565388309,2.0
130280,-1.177625112814377,-1.0625959346237754,-0.6329688992834714,0.0
130299,-45.81381757747786,-45.4483186950692,-47.116824361309384,19.0
130340,-20.416182541593898,-20.79973687659341,-21.12299247747332,6.0
130451,-2.9999202620151957,-2.951899484458947,-1.9809357098486138,0.0
130452,-62.90424926459449,-66.7808943222907,-70.40638727680225,11.0
130486,-34.99877415764448,-32.48593781105367,-34.6871473305128,6.0
130506,-19.80228987422551,-20.210773204709845,-20.49786384628553,5.0
130725,-17.983654891401766,-17.810749877669245,-17.309871680413615,5.0
130813,-5.014170450011537,-5.033327436070313,-5.056201318158564,1.0
130830,-74.39877820905663,-75.39317345787313,-74.39723277545802,23.0
130845,-38.8713357966308,-38.76965867818525,-38.783367740532874,14.0
130895,-12.171703219399163,-12.384610975638704,-12.405298997041056,3.0
130922,-5.03343449066246,-4.968124084652626,-5.021772328943944,1.0
130954,-6.17634932013234,-5.914851917559321,-5.456417086099253,1.0
131019,-42.950542824611624,-42.41633529341363,-43.19010768314312,13.0
131045,-15.237134095047615,-15.590833308924731,-15.610738482116206,4.0
131137,-4.935928541338466,-5.170373063442468,-5.219359727384703,1.0
131146,-43.78925629294523,-44.22162143599615,-43.654853277926385,16.0
131455,-15.54895041951622,-14.797198031294252,-15.10367260378118,4.0
131497,-8.770521567817786,-7.300734068081134,-7.9501156290565715,0.0
131535,-90.52275163113913,-91.5092009272216,-93.5928557201521,35.0
131618,-12.055766342781615,-11.300952545945284,-11.506442241853966,2.0
131660,-2.6962044038150594,-5.147933360360099,-2.947234609580543,0.0
131767,-25.832769921964793,-23.743269061382684,-25.27391669233687,6.0
131877,-16.626746334128413,-16.702989092809005,-16.7081715531035,5.0
131896,-19.35887436953348,-19.29325180699677,-19.228614740271315,6.0
132027,-9.321218259928072,-8.264121894065319,-8.772116847562966,0.0
132060,-9.263367577024596,-9.503435812996317,-9.762792977666185,2.0
132096,-39.49187316475405,-39.88043885228855,-39.9092087682707,16.0
132159,-4.980892574626054,-5.129106897643255,-5.308906832831163,1.0
132183,-4.822215411216014,-3.9892645737167634,-4.015250040682574,0.0
132221,-52.30725397787569,-50.790708026025115,-51.60162950499819,19.0
132255,-1.4813409710145136,-1.5825953349389057,-1.166296959993828,0.0
132257,-16.642633218984,-16.97068764107161,-16.96702251070609,5.0
132343,-50.69166871745219,-47.70936638521415,-47.31189837091291,20.0
132416,-4.936506470905728,-5.839677770584707,-7.62540221790576,1.0
132489,-74.2061961382421,-66.14987434643717,-67.52044284711786,29.0
132634,-39.58002386710832,-39.7167497938079,-39.96360690777518,16.0
132657,-0.5701933964141045,-0.6367760468330594,-0.3962121601967345,0.0
132732,-22.68921116977997,-23.11218192431332,-23.110202259418244,7.0
132762,-0.8739092546142408,-0.8169484959964699,-0.5372539588422525,0.0
132976,-38.02581215053316,-36.99440326215503,-37.625673194003966,15.0
133017,-30.048442945141918,-24.563128935122712,-36.8450169569138,6.0
133027,-8.654839490430483,-8.581664992019256,-8.610711384268356,2.0
133099,-39.26145636270476,-39.289892426317294,-38.767594468319196,12.0
133171,-56.80012990317742,-56.495978356002794,-57.366069221403265,22.0
133211,-5.005369732719546,-4.768559158797714,-4.762412179916914,1.0
133235,-2.6962044038150594,-2.5555069012192577,-1.7494028573457288,0.0
133238,-16.76995498523561,-16.987391380300295,-16.888990280154943,4.0
133244,-14.417329451524607,-14.660675776319938,-14.56045134215656,4.0
133370,-9.064559438730274,-9.062905471351275,-9.195508592201454,2.0
133608,-5.591386518489107,-5.858464341902132,-5.40260662380036,1.0
133745,-13.938386542127972,-13.219253499782704,-13.653755343583711,3.0
133766,-34.082527201157966,-30.748272166100687,-31.694730646587583,9.0
133773,-8.684644658946299,-8.729150875201919,-8.757217800907254,2.0
133896,-9.32532440047531,-8.971744865780517,-9.184806335686702,2.0
133930,-38.96561513564522,-38.421016488277225,-38.27076149549856,12.0
134256,-1.177625112814377,-1.0179424163054647,-0.9599081058872487,0.0
134303,-53.421597642267606,-52.95494589583749,-52.850361028163704,19.0
134377,-49.78953874100557,-51.14069421122899,-52.06015268654102,13.0
134385,-2.9999202620151957,-2.548847587463507,-1.9745047890326997,0.0
134391,-1.177625112814377,-1.0169277156897896,-1.004534087791771,0.0
134511,-18.380379269469614,-18.910715658852194,-18.875791821449965,5.0
134646,-17.22386211948518,-16.369234319417888,-16.928648923500425,4.0
134826,-12.228360860177734,-11.723115162084305,-11.660457003072402,3.0
134944,-19.75896499545379,-19.945831672130925,-19.88399490996049,6.0
134957,-28.42487042779746,-25.647605995958543,-26.39402575404094,7.0
134990,-20.000221824967404,-19.31244174129286,-18.760661565845535,5.0
134995,-18.188072230750926,-18.826741824116173,-19.410655332168133,5.0
135178,-247.5073751004657,-239.33769242475503,-243.25192154054488,180.0
135308,-11.5847880011501,-11.548290664076925,-11.499936277867961,3.0
135370,-34.3949360544173,-30.932602007708017,-31.023020788135362,9.0
135466,-88.12985741620064,-80.8634729693407,-83.38223437564919,31.0
135484,-23.115052779115647,-21.124416134691806,-20.84825430474536,3.0
135490,-9.857196621509592,-9.542346836989495,-9.850945783446413,2.0
135532,-1.7850568292146498,-1.687388698929168,-0.6617851644854412,0.0
135545,-5.321622030824074,-5.291969359438432,-5.298325923580483,1.0
135725,-54.428896933958846,-51.423933520257,-51.299740401534855,15.0
135851,-18.489202616595936,-18.073685741388694,-18.294161732181458,4.0
135853,-13.408510954061997,-12.033347653603352,-12.442319610693522,3.0
135862,-5.322678124396068,-5.23227685714665,-5.2304550167907085,1.0
135908,-14.376063815498929,-13.189021124328491,-12.957715211859314,2.0
135962,-5.030729674120529,-5.133928664612562,-5.1487768259752755,1.0
136100,-46.61519750865026,-44.10031422270591,-43.89190069286376,19.0
136784,-10.139172308193489,-9.709541577020776,-9.703466731285344,2.0
136832,-5.4160205696484205,-5.5686953642492725,-5.1377300556247505,1.0
136849,-14.226938249418698,-14.65481680539619,-14.653165228576665,4.0
137137,-11.49933900810312,-11.136259601707906,-11.03042562036881,3.0
137145,-21.617415447186023,-21.306582404383665,-21.370220853434564,6.0
137155,-23.52133013517831,-24.155241396995,-24.555837316950964,7.0
137163,-18.240794034918565,-17.88873997347034,-17.961216713256555,5.0
137179,-98.45067506249829,-93.93492441442083,-94.64618127559932,42.0
137257,-5.609491238851958,-5.630729963411328,-5.357363112229589,1.0
137330,-24.55308035690919,-23.8248939686331,-23.79321391885771,7.0
137352,-14.297704157403523,-14.444680774045871,-14.453387177490495,4.0
137366,-42.43526218578147,-42.329649123980516,-42.35424008613202,16.0
137547,-6.026986170788829,-5.722898890885153,-5.252470070575678,1.0
137589,-19.48102245478112,-20.10484317470294,-19.98402085216971,5.0
137741,-85.55983972311013,-55.26953903234679,-57.54927844225979,15.0
137755,-21.16293402454125,-18.054919111809085,-18.471376865981725,5.0
137961,-24.502290536743978,-24.55909450676558,-24.49506437552278,8.0
138035,-3.911067836615605,-3.3286833081514735,-2.5281056530441934,0.0
138157,-12.733834988993745,-12.850825881948909,-12.829790856526584,3.0
138189,-25.93774160242547,-25.882818314663798,-25.882667767614418,8.0
138237,-26.006601948437776,-27.177193828537845,-32.11625965588004,5.0
138391,-12.718827724419558,-10.679947179732672,-11.54877015242068,0.0
138522,-39.66421496115804,-37.536332818190566,-36.91209633733194,10.0
138680,-11.68764635112313,-11.918388046869609,-12.190863754546852,3.0
138703,-13.835257994653338,-13.580916326123228,-13.57880635060037,3.0
138772,-47.26115466334049,-46.651993771323184,-46.94072570727298,19.0
138795,-55.571348942767976,-49.60426573318215,-50.46918315426409,23.0
138843,-20.86759056827174,-21.242649842205978,-21.30075488794189,6.0
138989,-1.7850568292146498,-1.5723464665514986,-0.9305617917949486,0.0
139091,-17.322730880019883,-16.977802124597147,-17.07376101631519,4.0
139181,-2.3924885456149223,-2.138637905446609,-2.1676039740321547,0.0
139204,-34.73916080961463,-30.040851620293243,-32.600555982140506,4.0
139289,-28.624077548973663,-28.18536708793513,-29.35760435990577,8.0
139327,-21.37780017297358,-21.011866182702637,-21.147239668097516,7.0
139340,-5.274189847854837,-5.330347734792317,-5.283159947606471,1.0
139410,-26.48702192223232,-27.852070239679275,-27.53944815744268,6.0
139442,-4.987904931177552,-4.743830701968948,-4.671897552970355,1.0
139495,-1.177625112814377,-1.067371243719413,-0.5497264279301165,0.0
139573,-12.111396008019288,-10.702850423355592,-8.932989386639816,0.0
139672,-11.533805593235506,-11.99603853491129,-12.183896581881596,3.0
139681,-0.5701933964141045,-0.5430512048926925,-0.07764736035637741,0.0
139704,-5.90493987742922,-6.268369788265173,-6.273851070884864,1.0
139902,-15.21498490798413,-16.11019757342019,-15.11166667359279,4.0
140098,-0.28231682089225363,-0.23052544181432416,-9.251391162562312e-05,0.0
140112,-26.07559957521766,-26.567356544619372,-26.68819991789399,9.0
140320,-48.88119153348176,-48.461212741882726,-48.417006112017184,23.0
140416,-5.014170450011537,-5.067138198659116,-4.9093280220170055,1.0
140501,-11.874601021222373,-10.948182398272811,-10.790784635395479,2.0
140630,-6.948226418616968,-5.6918639249867455,-1.9848660279809685,0.0
140831,-41.194769412926064,-41.23157002830234,-41.145524189402735,18.0
140866,-40.330144386522996,-40.47110255944922,-40.05693329782087,15.0
140941,-28.42335808355267,-19.040115581969502,-20.237164011763998,5.0
140957,-9.361304248740494,-9.355768811101676,-12.110717744440386,2.0
141086,-2.3924885456149223,-2.300783707853322,-2.1102112502185832,0.0
141316,-61.423620763168124,-61.164953344725205,-61.48330097291931,22.0
141397,-19.140758496975213,-19.098558010068743,-19.108317640065476,5.0
141453,-18.865747264347142,-19.19438920906665,-19.263818016437316,5.0
141507,-38.94077849987441,-38.95305321963924,-38.421526410661635,11.0
141602,-39.75394278984336,-37.52589681081373,-37.42535444892588,12.0
141606,-38.0048803867975,-37.90080518104964,-37.73257701788102,15.0
141637,-5.057039197909869,-4.90285195306056,-4.973711963307351,1.0
141978,-4.518499553015877,-4.2498669624915015,-2.6147760252703933,0.0
142011,-7.6647423975465525,-7.294661496083338,-7.138830938781258,1.0
142184,-9.017377416627275,-8.628687348450702,-8.69032389693238,2.0
142202,-1.177625112814377,-1.022751379361459,-0.7215990838625629,0.0
142220,-14.126191112481402,-12.421601378678016,-14.631753355224435,3.0
142237,-14.57943722164941,-14.69405455742904,-14.637691789553138,4.0
142318,-4.882137220259793,-5.130400078094651,-6.0401696985886355,1.0
142394,-8.63551669698976,-8.94977005360392,-8.945558828503154,2.0
142409,-9.918351417118094,-9.625654363538132,-9.940558336709806,2.0
142435,-24.88334935037854,-25.37508172902152,-25.735831779645068,8.0
142500,-7.4185884658519745,-6.831586798343822,-6.799004425934797,1.0
142515,-21.82698514761722,-21.808106101017668,-21.84987615079003,7.0
142561,-57.2583969989204,-48.60319981374961,-138.52681680686624,10.0
142654,-5.104997587459201,-5.092359421420768,-4.881157878514892,1.0
142667,-45.24986200783675,-42.435760621441986,-42.36262170276279,20.0
142879,-14.455495130336944,-14.532283439582775,-14.535153139830676,4.0
142887,-12.805057896443557,-12.863734300015283,-12.947445690354078,3.0
142891,-5.115002849215627,-5.365015733476421,-5.179684215876279,1.0
142932,-2.7551154038191235,-2.2991766437078094,-2.4198532117295093,0.0
142970,-16.10270361338867,-15.712170728213646,-15.363716862575503,4.0
142971,-24.94710830980077,-24.978896922179885,-24.954442718798255,8.0
142997,-3.084886512514975,-2.5658782489898333,-2.7511622573036942,0.0
143109,-10.440447486183963,-10.413667879029932,-10.093247795266679,2.0
143227,-6.425751993620252,-6.077803948950351,-6.300528056109738,1.0
143339,-51.83463409088485,-52.32445692422532,-52.46306304607553,23.0
143396,-38.480364439797555,-38.418377261816445,-38.5025415602492,14.0
143698,-20.7549562069942,-21.265414810943952,-21.567249487280154,5.0
143715,-25.067288547243646,-24.905011980120175,-24.969503789205394,8.0
143890,-15.460436109623954,-15.466006975908625,-15.573261164703256,4.0
143902,-61.22089849616353,-61.79532426025232,-60.836947622634526,23.0
144025,-15.51733719680702,-15.272867756349315,-15.31759864970725,4.0
144035,-57.20444252466316,-58.44255692742011,-57.70131180030124,29.0
144108,-15.505134364407757,-15.468380520901217,-15.483070353071092,4.0
144152,-47.59121273219251,-48.05859355224561,-48.15600266472308,18.0
144254,-1.4813409710145136,-1.2633769464810274,-1.0967177842256781,0.0
144399,-4.99993240509388,-5.133871989022086,-7.001899573904321,1.0
144412,-3.607351978415468,-2.9802641150807605,-3.0704803878586104,0.0
144454,-5.761773945044669,-5.708639608365347,-5.758869344079445,1.0
144458,-18.902861759832515,-19.343105618311736,-19.465036941529334,6.0
144572,-109.03377764713048,-92.5801128194732,-97.0032137936417,28.0
144721,-10.760579143594274,-9.44579805082778,-10.13947109900596,2.0
145139,-0.5701933964141045,-0.5214833704513244,-0.056079525915009316,0.0
145148,-1.177625112814377,-1.779241687483406,-0.8180392983061651,0.0
145195,-5.105752692707659,-5.560243679307363,-5.798224814104408,1.0
145256,-23.34578225140406,-22.6684282852181,-22.536124259494276,7.0
145396,-46.622389476003136,-47.26746273610009,-47.22964532156806,23.0
145537,-9.470120967759915,-9.465589623941717,-9.845719343419995,2.0
145588,-56.88231562245704,-56.861318024024456,-57.04383750851655,16.0
145653,-2.3924885456149223,-2.6514899454986915,-2.125712617783171,0.0
145698,-22.86673900466634,-21.757714044916582,-22.677202142169918,7.0
145745,-144.4075063161892,-142.72371065233298,-180.61101969226854,30.0
145802,-40.012066267579215,-39.76836321651219,-39.791267589331866,15.0
145931,-1.4813409710145136,-3.2316964147351244,-2.0225947532374207,0.0
146045,-3.1416022316040753,-2.730948269398776,-3.055156660883685,0.0
146141,-11.777516455866806,-12.241801133636624,-12.25491573059393,3.0
146216,-19.208456751160337,-17.314262976130987,-24.32382441493664,4.0
146274,-2.3924885456149223,-2.0544131272970354,-1.101925539398914,0.0
146325,-2.088772687414786,-1.7877959451920342,-1.4626874955081255,0.0
146380,-8.480951002688139,-8.682041496533442,-8.698135081739872,2.0
146394,-13.409528282957329,-13.581694296200764,-13.799475782598208,3.0
146438,-7.980288089310345,-7.8149646120558955,-7.803509454090847,2.0
146441,-14.126379160802134,-14.237896663834643,-14.941160052684351,3.0
146450,-12.597414097347661,-12.89265396775608,-12.826386691984773,3.0
146510,-17.372746112189773,-16.532402548974922,-16.530153995627895,5.0
146664,-34.89974107381918,-34.98174363531664,-35.383294891045885,13.0
146716,-14.714281704663227,-15.253241551442919,-15.35283337967934,4.0
146831,-23.9013880943895,-22.82163017316576,-22.517170614542906,8.0
146855,-26.93719065719415,-26.73869901965619,-26.9772427622343,9.0
147089,-209.92583939028833,-190.7463757726828,-187.8721920004773,118.0
147225,-81.91587949532675,-79.5533419082971,-81.49373889258655,44.0
147230,-12.36006720747947,-12.76428226195443,-12.28975325832689,3.0
147413,-11.44854301143567,-12.082090422699514,-56.23156962232352,2.0
147436,-11.502961233438299,-11.695504784076252,-11.910422955381444,3.0
147480,-8.253452570180203,-7.627242984437697,-7.541136181280723,1.0
147704,-44.465758331661235,-41.708352701529186,-41.9120720428372,16.0
147729,-5.630136614243573,-5.44879084193263,-5.046008364797742,1.0
147751,-2.3924885456149223,-2.4342286590253126,-2.2072696661921976,0.0
148123,-60.3753959775988,-60.680357416282696,-60.65077132013952,14.0
148192,-81.61966376545081,-81.68299188664834,-81.93859943534153,41.0
148324,-27.991049562638825,-28.46892102269936,-28.448190573848787,10.0
148434,-16.660956681326606,-16.227108568322027,-16.38535604342265,4.0
148571,-5.1252404826159035,-4.24734698156846,-4.788699129242133,0.0
148674,-13.5851139765499,-14.335126850219314,-14.488098070405485,3.0
148717,-96.45007475058958,-93.15850367410361,-96.0344651145179,31.0
148778,-25.025096224902658,-24.313792778741092,-24.129992519637426,7.0
148780,-8.646816468314919,-8.855285852068258,-8.853890866818858,2.0
148824,-1.177625112814377,-1.2314824107226685,-0.8277310149175104,0.0
148888,-12.360666779737178,-11.620030262302421,-11.4253482932845,3.0
149034,-22.111835423270094,-20.586998767887795,-23.486713298439334,4.0
149380,-11.749801330574014,-11.405016791533786,-11.992535995397983,3.0
149435,-26.066533036886828,-25.759255708208208,-25.83228507848668,8.0
149446,-85.60193154404317,-84.62680977059607,-84.65708759680786,18.0
149481,-36.78139476967313,-36.37230450853178,-36.33913494524093,14.0
149640,-8.43066468103507,-8.291176581193477,-8.21868789214828,2.0
149644,-41.5167181454565,-40.79539735912686,-41.70647116436851,9.0
149695,-11.664613407260543,-11.87073835750286,-11.601390588768322,3.0
149771,-149.97646414292186,-149.36368422347695,-146.5316065194201,124.0
149801,-10.621920724088847,-11.323385054107836,-22.420495695953278,2.0
149894,-1.7850568292146498,-1.8202047813837934,-1.4297500920250297,0.0
149976,-4.99993240509388,-5.235945871673408,-5.332712626033948,1.0
150017,-2.9999202620151957,-2.5140307285086347,-2.7580336717584606,0.0
150117,-40.600639796390965,-39.180226853781605,-39.7495247954077,14.0
150284,-1.8104923012447072,-1.566230442849501,-0.08846854170896379,0.0
150291,-16.79226782786546,-15.540332572212613,-17.372677509907724,3.0
150314,-64.95946144686698,-66.89609237925862,-66.64720093696836,26.0
150482,-46.528017303686624,-47.351780992810326,-46.71817049811076,14.0
150493,-9.145514076921303,-9.644301290228379,-10.048462942933325,2.0
150575,-14.993175955130932,-14.01084719933191,-14.101322141894906,4.0
150606,-13.190055390828627,-13.3220171595677,-13.595092733451057,3.0
150640,-5.733362985816423,-5.029775887383439,-4.809957217701053,0.0
150830,-19.968189600946125,-20.515619937978975,-21.08987730644169,6.0
150931,-6.644510560416832,-5.423393876638477,-3.645953015015036,0.0
150946,-20.851706173062254,-20.78336722077826,-20.550286786860056,5.0
150981,-8.628461132743055,-8.563736113181884,-8.546482496781435,2.0
151032,-28.587611165650962,-28.153906558210302,-28.241037133185,10.0
151362,-52.98291954319664,-52.62412924688377,-52.58268019234763,21.0
151378,-17.1776217546464,-16.398552442931095,-15.976367115442292,4.0
151435,-1.7850568292146498,-1.7604472314120851,-0.8292122199256202,0.0
151518,-4.860659311920478,-5.094548322344516,-5.1353488270136465,1.0
151562,-41.77979599375889,-35.07696022016279,-38.52271601405169,1.0
151572,-21.3212082240323,-18.16267330199973,-22.143130940738224,4.0
151597,-4.518499553015877,-3.899253602270548,-2.7971047561102496,0.0
