user_id,ll_personalized_poisson,ll_experimental_1_2_hawkes_hl1,test_purchases
33285,-18.732751433155464,-18.29111230958998,5.0
33680,-33.82752174264399,-33.54618070536614,11.0
33688,-36.64313484760492,-32.65031944833854,11.0
33695,-14.334439011154922,-14.621530334938454,4.0
33787,-2.088772687414786,-1.8401484442296836,0.0
33973,-26.313552243027996,-26.43392765687352,8.0
34067,-14.791965574473835,-14.919663890969968,4.0
34148,-12.52992256926658,-12.432720794114543,3.0
34231,-1.7850568292146498,-1.6189197528630304,0.0
34238,-12.543027452905225,-12.571594455720394,3.0
34322,-5.393603718159168,-5.3178158063543215,1.0
34440,-0.9171795736926038,-0.8182670149123791,0.0
34481,-1.4813409710145136,-1.9866488216981328,0.0
34585,-11.786988582650721,-11.907378693213229,3.0
34689,-17.860600733866523,-17.834856680019076,5.0
34905,-28.163879133106022,-28.440488903666356,9.0
34911,-1.7850568292146498,-1.6863789198998,0.0
34962,-25.598045549156122,-24.16986391134835,6.0
34976,-32.22902202304542,-28.139133315784083,9.0
34979,-15.25304561940855,-14.650025658080782,4.0
35050,-45.2136924974845,-45.1011662208585,14.0
35066,-12.646877188483868,-12.885787534188651,3.0
35120,-18.127297688396578,-18.912069766856675,5.0
35135,-49.91896276929239,-48.197912134818274,17.0
35142,-54.998681669450626,-52.078769597683184,16.0
35153,-11.965232107903978,-12.087872340585438,3.0
35162,-17.699867960763523,-17.042477629067555,4.0
35342,-6.314544397807014,-6.119123378543722,1.0
35356,-8.546653247096,-8.502233308730334,2.0
35374,-29.56473274752278,-28.188488820404388,10.0
35419,-12.137366271909087,-11.962271440449499,3.0
35425,-0.8739092546142408,-0.7559700149364595,0.0
35441,-5.059791560061501,-5.446613504865485,1.0
35660,-1.19970354560459,-1.109627740507005,0.0
35733,-19.440381155894475,-19.194795007658577,5.0
35804,-15.314886297681761,-13.745692056603469,4.0
36019,-0.894572665053861,-0.7677452343803102,0.0
36199,-11.495840460971307,-11.713810988521624,3.0
36229,-18.660173554619824,-17.991489486774118,5.0
36534,-12.3784661009258,-12.650191672628615,2.0
36554,-17.428787262100208,-17.59307135825438,5.0
36588,-36.08039136072756,-36.423706976247686,15.0
36687,-5.359055045662255,-5.296641085885005,1.0
36770,-31.543455159184244,-31.560374617581846,12.0
36785,-25.051187241176148,-24.80172798074637,8.0
36805,-16.2191713090941,-15.857360360209478,4.0
36834,-19.984116316710665,-20.05023870449858,6.0
37131,-20.123381006649165,-20.02003544718215,5.0
37136,-26.684679084825866,-26.740807824724126,10.0
37289,-7.416685167543845,-7.081169293121726,1.0
37336,-16.782081030138645,-17.128850080068243,3.0
37697,-8.539242538657922,-8.220229820741078,2.0
37708,-23.769438045045185,-22.906409724950716,7.0
37746,-5.166806559531404,-5.224761344734925,1.0
37784,-5.059830501190934,-5.160499498508109,1.0
