block_idx,block_label,setting_label,alpha_l2,scale_l2,personalized_nll,test_nll,learned_base_scale,alpha_l2_norm,fit_success,is_degenerate,delta_vs_personalized_nll,fit_seconds
0,2025-01-15..2025-04-15,"A: default (1e-4, 10.0)",0.0001,10.0,0.3248632738083381,0.321465587012558,0.9504590244849679,0.0034883601939115125,True,False,-0.0033976867957801193,1.4485881328582764
0,2025-01-15..2025-04-15,"B: alpha_l2=0, scale_l2=10.0",0.0,10.0,0.3248632738083381,0.3214655870112711,0.9504590244005049,0.0034883602067989,True,False,-0.0033976867970670344,1.401642084121704
0,2025-01-15..2025-04-15,"C: alpha_l2=1e-4, scale_l2=0.1",0.0001,0.1,0.3248632738083381,0.321465174577182,0.950399976900751,0.003492730050398121,True,False,-0.0033980992311561375,1.663733959197998
0,2025-01-15..2025-04-15,"D: alpha_l2=1e-4, scale_l2=0.0",0.0001,0.0,0.3248632738083381,0.3214651115467244,0.9504013903354469,0.0034929623377063417,True,False,-0.003398162261613713,1.587399959564209
0,2025-01-15..2025-04-15,E: no regularization,0.0,0.0,0.3248632738083381,0.3214651115470999,0.9504013903255244,0.003492962336479932,True,False,-0.0033981622612382356,1.59067702293396
0,2025-01-15..2025-04-15,"F: warm-start from ch.6, no reg",0.0,0.0,0.3248632738083381,0.3214648289868443,0.9504123461665229,0.003493333888390236,True,False,-0.003398444821493818,1.1555287837982178
1,2025-04-16..2025-07-15,"A: default (1e-4, 10.0)",0.0001,10.0,0.37138086347974536,0.366597243894639,0.9337885962346135,0.006709291907916745,True,False,-0.004783619585106369,1.4303407669067383
1,2025-04-16..2025-07-15,"B: alpha_l2=0, scale_l2=10.0",0.0,10.0,0.37138086347974536,0.36659724419028394,0.9337886026380975,0.006709288730748675,True,False,-0.004783619289461416,1.4397249221801758
1,2025-04-16..2025-07-15,"C: alpha_l2=1e-4, scale_l2=0.1",0.0001,0.1,0.37138086347974536,0.3665959671164084,0.9337246041494924,0.0067376969323537355,True,False,-0.0047848963633369546,2.0943238735198975
1,2025-04-16..2025-07-15,"D: alpha_l2=1e-4, scale_l2=0.0",0.0001,0.0,0.37138086347974536,0.36655749456867226,0.9329591423281366,0.007704839619438673,True,False,-0.0048233689110731,1.4447906017303467
1,2025-04-16..2025-07-15,E: no regularization,0.0,0.0,0.37138086347974536,0.36655749456323344,0.9329591420987284,0.007704839715429382,True,False,-0.0048233689165119165,1.4226963520050049
1,2025-04-16..2025-07-15,"F: warm-start from ch.6, no reg",0.0,0.0,0.37138086347974536,0.36659576368761215,0.9337380624685127,0.006738773081211277,True,False,-0.004785099792133207,1.2095651626586914
2,2025-07-16..2025-10-14,"A: default (1e-4, 10.0)",0.0001,10.0,0.38167378589567325,0.3769860852316982,0.9117640135301942,0.01157048693812323,True,False,-0.0046877006639750585,1.9347751140594482
2,2025-07-16..2025-10-14,"B: alpha_l2=0, scale_l2=10.0",0.0,10.0,0.38167378589567325,0.37698608523946975,0.9117640140695725,0.01157048702711209,True,False,-0.004687700656203497,1.950852870941162
2,2025-07-16..2025-10-14,"C: alpha_l2=1e-4, scale_l2=0.1",0.0001,0.1,0.38167378589567325,0.3769847344238394,0.9116996864245517,0.011583867674516015,True,False,-0.004689051471833849,2.0963311195373535
2,2025-07-16..2025-10-14,"D: alpha_l2=1e-4, scale_l2=0.0",0.0001,0.0,0.38167378589567325,0.37698565346068735,0.9117441087331556,0.011572913406268197,True,False,-0.004688132434985892,2.1985650062561035
2,2025-07-16..2025-10-14,E: no regularization,0.0,0.0,0.38167378589567325,0.3769856533939417,0.9117441060213892,0.011572913954540437,True,False,-0.004688132501731557,2.1754648685455322
2,2025-07-16..2025-10-14,"F: warm-start from ch.6, no reg",0.0,0.0,0.38167378589567325,0.3769857982287577,0.9117522131072728,0.011572620641344546,True,False,-0.004687987666915527,1.2859079837799072
