block_idx,block_label,setting_label,alpha_l2,scale_l2,personalized_nll,test_nll,learned_base_scale,alpha_l2_norm,fit_success,is_degenerate,delta_vs_personalized_nll,fit_seconds
0,2025-01-15..2025-05-13,"A: default (1e-4, 10.0)",0.0001,10.0,0.30961481625180703,0.30511876463207827,0.923163176918083,0.008080235266279868,True,False,-0.004496051619728769,1.7804310321807861
0,2025-01-15..2025-05-13,"B: alpha_l2=0, scale_l2=10.0",0.0,10.0,0.30961481625180703,0.30511876463237236,0.9231631769173493,0.00808023525175093,True,False,-0.004496051619434671,1.772935152053833
0,2025-01-15..2025-05-13,"C: alpha_l2=1e-4, scale_l2=0.1",0.0001,0.1,0.30961481625180703,0.3051187118769089,0.9231631191635946,0.008071478532229084,True,False,-0.004496104374898113,1.8347818851470947
0,2025-01-15..2025-05-13,"D: alpha_l2=1e-4, scale_l2=0.0",0.0001,0.0,0.30961481625180703,0.3051182914647249,0.9231806261942022,0.008081353916314996,True,False,-0.0044965247870821234,1.8232991695404053
0,2025-01-15..2025-05-13,E: no regularization,0.0,0.0,0.30961481625180703,0.30511829145349906,0.9231806308236943,0.008081352504843306,True,False,-0.004496524798307977,1.8463671207427979
0,2025-01-15..2025-05-13,"F: warm-start from ch.6, no reg",0.0,0.0,0.30961481625180703,0.30511855474067584,0.9231487927896754,0.008082268564851364,True,False,-0.004496261511131194,1.4186172485351562
1,2025-05-14..2025-09-09,"A: default (1e-4, 10.0)",0.0001,10.0,0.3744806148444577,0.36830274727069506,0.8883983744669142,0.015140980852607207,True,False,-0.006177867573762652,2.587625026702881
1,2025-05-14..2025-09-09,"B: alpha_l2=0, scale_l2=10.0",0.0,10.0,0.3744806148444577,0.36830274727527945,0.88839837559065,0.0151409802811247,True,False,-0.006177867569178264,2.5622940063476562
1,2025-05-14..2025-09-09,"C: alpha_l2=1e-4, scale_l2=0.1",0.0001,0.1,0.3744806148444577,0.3683017825774798,0.8883029257857256,0.015212650110635115,True,False,-0.006178832266977907,2.1101279258728027
1,2025-05-14..2025-09-09,"D: alpha_l2=1e-4, scale_l2=0.0",0.0001,0.0,0.3744806148444577,0.3683024151328781,0.8883550944791809,0.015210216951855567,True,False,-0.006178199711579624,2.0926079750061035
1,2025-05-14..2025-09-09,E: no regularization,0.0,0.0,0.3744806148444577,0.3683024151350987,0.8883550945654897,0.01521021691240072,True,False,-0.006178199709359011,2.0799899101257324
1,2025-05-14..2025-09-09,"F: warm-start from ch.6, no reg",0.0,0.0,0.3744806148444577,0.3683019272681883,0.8883582895705546,0.015207532732085869,True,False,-0.006178687576269437,1.3225958347320557
