user_id,ll_pooled,test_purchases,ll_experimental_1_hawkes
4892,-12.38946081562638,3.0,-12.074510651252712
5010,-45.566374328912886,17.0,-41.01259006227334
5020,-29.20656612909682,10.0,-29.330891396073444
5043,-15.324683909934851,3.0,-13.488709499020064
5120,-6.228371055529695,1.0,-6.289657850506733
5331,-21.00630921082407,5.0,-19.8295654057123
5340,-31.48159337495369,11.0,-30.919682100261365
5552,-35.535275246351354,12.0,-38.88060200744546
5568,-18.21683022235784,5.0,-17.704949361409785
5761,-9.8283676687139,2.0,-10.38502514454858
5867,-30.40671352349247,7.0,-30.207959924552867
5887,-5.716977722530247,1.0,-5.230587412561636
5912,-39.3965407958532,13.0,-35.278878299266424
5932,-5.92791398768354,1.0,-5.2256708102250355
6321,-13.576264061426128,3.0,-12.680993880612109
6350,-48.43678587114522,20.0,-45.599279735157126
6411,-2.6812608031159457,0.0,-1.1096979680737775
6442,-17.966796801163056,5.0,-17.559930474890333
6713,-10.82895580729027,2.0,-10.275230915750146
6977,-2.3976146213723375,0.0,-5.576137591322089
7070,-69.79314176797733,30.0,-81.01001360692956
7235,-53.147209257064226,23.0,-50.10587275135875
7261,-22.49442244169292,8.0,-24.28886661803807
7388,-38.58426584734763,14.0,-48.54097880141393
7395,-25.979701857611335,8.0,-24.05980061265753
7398,-2.132577266299395,0.0,-1.5044341999485702
7409,-22.674709279217595,8.0,-27.123722881012803
7438,-7.613134694279914,2.0,-7.853708629599352
7613,-75.51684160837442,29.0,-68.25313869171272
7733,-16.505226836973254,4.0,-15.455101581241449
7766,-4.988391066896105,1.0,-4.820069865378401
7802,-22.57066233246679,6.0,-22.147966466400437
7841,-2.7102918349375025,0.0,-0.9397200005504334
7900,-16.09076020424705,4.0,-15.325836946330847
7923,-11.842576475925894,3.0,-11.486797149839882
7949,-6.433623875453183,1.0,-5.9051827565682995
8108,-19.241589044251302,5.0,-18.81856863155444
8203,-13.119689744291373,3.0,-12.804981044935886
8344,-41.907190185751965,14.0,-37.42141798804818
8403,-9.470023853774569,2.0,-8.880971544189261
8585,-11.792699335328384,3.0,-12.12081155654089
8616,-13.666962621844176,4.0,-13.990047669698304
8766,-8.47292116885007,2.0,-8.676700049317615
8863,-5.766597088512388,1.0,-4.2916420332805565
8866,-5.853151120812021,1.0,-5.2498729715509045
8876,-5.662160984434824,1.0,-5.865099919528358
8902,-39.71082916945151,12.0,-33.70311218060608
9099,-6.905736837388167,1.0,-5.679069625449911
9163,-6.266452805120499,1.0,-5.713506092692156
9230,-17.460834338768663,5.0,-17.911047031090344
9264,-19.015380841260622,4.0,-19.68027482998641
9279,-13.902743083285078,3.0,-17.5539376713302
9431,-259.8699290231892,115.0,-209.30943704651955
9434,-13.72643514463715,4.0,-14.067408042322691
9567,-2.0762958215666565,0.0,-2.1198650514960393
9591,-39.375570887964074,9.0,-35.108558510149514
9772,-6.456584845871638,1.0,-6.479309161556463
10022,-79.521627953153,32.0,-76.52653121972212
10139,-9.52895097386224,2.0,-8.788535274774985
10299,-90.625831426287,29.0,-75.23973276052809
10407,-37.7677143524303,12.0,-34.38095544042788
10415,-6.330393638406694,1.0,-4.990713978188724
10436,-2.7019676721830352,0.0,-2.421189346549657
10446,-24.146413753161433,6.0,-23.253049357103347
10503,-7.921546830861763,1.0,-14.129538322463937
10542,-2.3543861442620515,0.0,-0.5721894994239037
10667,-37.92495858574523,15.0,-36.15831287262043
10714,-5.688658891641512,1.0,-4.970879893968587
10761,-2.604986521579551,0.0,-2.9366048450645814
10954,-5.517361455282073,1.0,-5.098468911616296
11028,-5.514777973422387,1.0,-4.9903469608367335
11085,-32.68101195953741,9.0,-29.528710617424174
11355,-34.613048278067495,12.0,-45.44068865101683
11500,-54.363438080869294,20.0,-53.189123076110505
11667,-17.376057667133118,5.0,-18.040934245393903
11865,-16.078095982046506,4.0,-15.15370468209394
11961,-11.256982190680477,2.0,-10.4566650139718
12020,-6.529482315193388,1.0,-5.301517861863969
12048,-32.13892354433846,11.0,-34.03933624736246
12174,-47.78513872053695,16.0,-46.3353909007115
12187,-9.81696373781162,2.0,-9.485259386673937
12192,-4.374428915815288,0.0,-2.1207713129847865
12396,-42.60394001294846,14.0,-37.36258314282832
12435,-21.822384614874267,6.0,-22.28185055251421
12467,-21.43396931700762,6.0,-26.17223554960086
12492,-62.120752738829225,18.0,-56.79852906854954
12505,-2.2516545373702352,0.0,-0.7586013232673104
12519,-64.31078409443926,23.0,-61.239778556388785
12547,-20.360276503514076,6.0,-18.957742547360795
12905,-8.809253484858727,2.0,-11.0493461633434
13012,-23.076241862673964,7.0,-23.647439583770012
13187,-74.39420000312194,29.0,-66.15959511844429
13403,-57.74806069291284,22.0,-52.960595002211406
13435,-15.792784012394128,4.0,-14.963288278618284
13442,-6.0840688633687146,1.0,-5.46279543020169
13495,-9.262323315752262,2.0,-8.662037759239825
13629,-40.73792183737432,14.0,-37.28859074858476
13731,-17.01664255788468,4.0,-16.4424199747929
13742,-2.163452160451929,0.0,-3.261310319591854
13915,-12.679336060773345,3.0,-13.346330862813224
13985,-18.578361786862757,5.0,-18.12294287115363
14049,-11.001649953760076,2.0,-9.43823976496003
14075,-2.1579781191506493,0.0,-2.0472194138783135
14098,-5.781746454038317,1.0,-4.249483870501229
14166,-44.11472545422683,15.0,-41.4873869909626
14184,-9.30847027581568,2.0,-8.763527871261905
14240,-12.62067772768043,3.0,-12.692357545110305
14263,-15.151717839114228,4.0,-15.373990449621234
14471,-30.281919689463052,10.0,-30.010187491733205
14586,-3.0541882301899297,0.0,-1.2676445278034505
14661,-6.472893035174804,1.0,-5.417031436924289
14786,-5.684814054628622,1.0,-3.7277541233424354
14792,-21.56994204934595,8.0,-23.295216266270952
14816,-20.91180743847453,7.0,-23.21649635956819
14823,-21.4243325181999,7.0,-21.95924055226149
14910,-54.01372608817216,11.0,-57.35116833029144
14916,-41.85580273534376,13.0,-38.57967359193124
14937,-5.752738795261559,1.0,-5.110369364343756
15111,-26.89651355861979,8.0,-26.195763428345693
15197,-11.266076101733091,3.0,-11.696008250634456
15360,-17.310572339257224,4.0,-15.07347233730687
15370,-67.82429467817991,22.0,-55.70360768181767
15391,-6.9604290115388,1.0,-5.881472524622158
15508,-20.495124353473425,6.0,-24.8064908600782
15517,-29.52062445749457,8.0,-32.02279277523293
15553,-12.3563803914809,3.0,-11.900074453957563
15580,-29.48109185095877,11.0,-28.901661845791367
15613,-9.632890175682698,2.0,-9.667308760799408
15625,-75.81592934406254,31.0,-72.72716390810972
15662,-9.869817025698447,2.0,-11.77280107851802
15671,-12.143577443633363,3.0,-13.775484085762512
15803,-35.08537773404594,11.0,-31.40340221385072
