user_id,ll_pooled,test_purchases,ll_experimental_1_hawkes
170536,-60.44076543112158,19.0,-50.67637687551964
170645,-39.3840001993487,12.0,-36.4707360821202
170699,-65.27824689283763,33.0,-76.75175593079085
170877,-32.21360796561227,10.0,-29.84866480379073
170954,-2.8101295459672415,0.0,-3.493629640615863
171003,-46.99197496865357,13.0,-41.5534938595396
171103,-21.723423593964903,6.0,-19.89018194184204
171323,-2.554862960899675,0.0,-1.1830918788361344
171333,-8.743125167172195,2.0,-9.423195840596492
171431,-50.82039022353299,16.0,-46.208688844848865
171610,-13.341722681275654,3.0,-15.647949661492795
171754,-13.023405457093029,3.0,-12.704640616441427
171774,-49.72597805706143,24.0,-48.07283953423596
171823,-2.433778286408794,0.0,-2.4070861131516423
171918,-2.1689904321582634,0.0,-1.5043898255695007
171945,-9.02462334540516,2.0,-10.590445484397206
171951,-22.126583150699187,7.0,-21.941861065020664
172025,-7.943592171350269,2.0,-7.863841629674248
172082,-5.916425538450166,1.0,-5.145798587371453
172179,-41.6848930139607,18.0,-53.32823331270672
172182,-9.650301445738704,2.0,-8.885888787638507
172187,-38.00312095913194,13.0,-35.35018442270784
172195,-17.957512347530926,4.0,-20.765151416314037
172242,-4.915036731309598,0.0,-1.5142004012172587
172245,-15.59825101758877,4.0,-15.785779128334308
172249,-14.07277561959121,3.0,-12.422883814773629
172275,-2.61621932449894,0.0,-0.9774624730082332
172335,-14.68477281845189,4.0,-16.191360677309067
172431,-5.767459061720107,1.0,-6.822796853774134
172511,-6.705650893870904,1.0,-6.316543747082639
172586,-29.912991334468984,11.0,-29.82269767439213
172674,-57.662901648087384,21.0,-53.034081825811775
172759,-8.702581808430113,2.0,-9.947587746153983
172942,-6.463784506540917,1.0,-5.445676773700965
173046,-6.731547412763227,1.0,-5.17276313827639
173073,-18.516208212548595,6.0,-18.63169090065908
173109,-6.808656544744106,1.0,-6.478127490986583
173113,-16.714524498441545,5.0,-16.87834834688104
173204,-9.70818034938266,2.0,-9.014029797205598
173228,-2.350328933247833,0.0,-1.8326261825270176
173292,-57.611985455558994,16.0,-49.25440220963083
173382,-2.96433294492774,0.0,-1.0315857638865742
173408,-16.309291312795942,4.0,-16.265480828933008
173414,-52.81712743059374,23.0,-50.13889539014114
173441,-15.585766651373836,4.0,-17.10670961876133
173465,-6.660748288065077,1.0,-6.478074127566151
173541,-16.157819116476343,4.0,-15.373449013203468
173555,-46.888527962809675,22.0,-52.060133724714426
173571,-21.527717365505826,6.0,-20.159809317602107
173643,-2.061367650811579,0.0,-1.4880089935567244
173674,-56.18070091827939,18.0,-51.048569821038434
173705,-5.89308260609571,1.0,-4.651396471301881
173814,-20.34235685982891,4.0,-18.609577179820405
173829,-7.857312237165642,1.0,-9.501336458940756
173830,-27.279251826068624,8.0,-25.538457965207435
173886,-25.69439266662175,8.0,-24.75284892336205
174100,-29.01487211190599,14.0,-36.44819702714771
174108,-9.569285322166516,2.0,-8.877439486214124
174109,-21.56101998937093,6.0,-20.95414728214621
174139,-19.323063914738334,5.0,-18.139044240258656
174154,-16.76629096414179,4.0,-15.79622401217273
174208,-2.1936013764376456,0.0,-2.5259207393789453
174241,-30.11829923461745,9.0,-29.040135571228895
174290,-29.770034770341073,10.0,-28.282348149094496
174504,-27.581182296094063,9.0,-28.1206616819458
174510,-5.864375917508589,1.0,-5.151890920905875
174644,-19.52109406634147,5.0,-21.941218642601168
174647,-109.6666453237338,55.0,-97.8108656713392
174762,-18.14222057784956,5.0,-27.61899719171213
174928,-40.36782725848429,5.0,-23.91497266126579
174985,-16.217400262451115,4.0,-16.786410512509082
175012,-5.367328493552778,1.0,-5.682666033521331
175044,-6.614755884809079,1.0,-5.333537860687425
175047,-3.0814869033148926,0.0,-1.5261223817139304
175165,-91.02069183393348,51.0,-84.29381986087044
175286,-8.705270866720804,2.0,-8.611685226368728
175439,-46.194817833545166,19.0,-58.46525179649221
175493,-15.413344637944755,4.0,-16.084143507837506
175663,-29.308566054895692,8.0,-27.35742583642744
175672,-5.67000685106878,1.0,-5.093295221912464
175687,-10.598271861457452,3.0,-11.89788159243336
175790,-2.008854181148872,0.0,-2.9178178932512715
175867,-2.1967238099617745,0.0,-1.105601271456001
175887,-5.788451820465585,1.0,-5.8504791640560825
175984,-12.364340579191133,3.0,-13.587509121935929
176014,-6.047593045696064,1.0,-5.178529628978185
176266,-27.034456506930077,8.0,-26.32360756633954
176335,-12.43131016348557,3.0,-12.409548461547098
176448,-19.852939581738447,5.0,-20.930362509917973
176454,-24.274213950468635,8.0,-27.704347106027317
176474,-38.3860297734837,11.0,-34.7782484392726
176522,-24.321170920007795,7.0,-24.35974742672773
176532,-5.107158423595083,1.0,-4.372972016289667
176578,-2.900242746058246,0.0,-2.176308319062669
176628,-27.160342668094955,9.0,-27.78902072514761
176804,-4.986356719737278,0.0,-2.4449806624054236
176805,-13.762314621176431,4.0,-14.93828860253201
176848,-21.14008396104364,5.0,-21.81645623784847
176999,-9.50613555013235,2.0,-9.480046673065734
177013,-48.710812324898605,16.0,-44.27694325246792
177034,-2.461155934720849,0.0,-3.6239869346902087
177099,-10.646195295295849,2.0,-9.520272892446568
177234,-10.9539460145358,2.0,-23.944634709456277
177276,-9.456147862447027,2.0,-9.178735403719052
177345,-11.922255199035082,3.0,-12.180489484025474
177383,-9.88569244087982,2.0,-8.865753589463015
177469,-2.7577617744909872,0.0,-2.406152985284485
177483,-31.606454631386796,11.0,-31.87891292397623
177570,-17.208236737115854,4.0,-17.973852018438723
177637,-16.16267539858507,4.0,-15.03948645794073
177814,-28.564309054116165,8.0,-29.08209189413239
177842,-2.2453020710240046,0.0,-1.5656438111348423
178034,-9.084482529265747,2.0,-10.85252103915192
178112,-11.32063690126778,1.0,-12.499490937163166
178174,-6.122998114945101,1.0,-5.476357406544498
178253,-20.024790547543457,6.0,-21.67249462638044
178299,-2.762682181046896,0.0,-3.726867953796184
178503,-11.107123723100203,2.0,-9.331446984016337
178517,-26.316226092760154,6.0,-26.202746422639493
178522,-37.09930287695504,13.0,-37.612783147771765
178562,-73.28327905600719,40.0,-76.14750699441848
178583,-31.590615374198524,10.0,-28.483799808757357
178606,-16.99078180859431,5.0,-19.54449542809212
178607,-10.709831407761431,2.0,-10.133900185713676
178630,-54.45683505766523,20.0,-52.26675478073248
178655,-2.0475023567075135,0.0,-1.7324850940360828
178666,-5.8431384960022665,1.0,-5.69782265899115
178686,-2.8232318982611435,0.0,-10.99331518978332
178787,-4.827033240185254,0.0,-1.7602763193629178
178844,-28.182550742543885,8.0,-27.044826547724288
178921,-9.218464445947632,1.0,-7.424720906365297
179009,-5.69594777803655,1.0,-5.6444678598212805
179092,-5.829825308065707,1.0,-5.13807106436593
179124,-29.891952684231494,10.0,-32.446780913709745
179224,-17.548070830888545,5.0,-17.481419714070814
179284,-21.21492605374017,6.0,-19.502729196683536
179542,-46.313913951221664,14.0,-41.39467397396862
179621,-10.358860651191003,2.0,-10.007516608053434
179800,-19.316379722664497,5.0,-18.27081608128258
179819,-49.01333366269756,20.0,-52.731723473200674
179826,-6.1234780426677275,1.0,-5.235405058266495
179882,-2.226119575552314,0.0,-1.2828070928049218
180042,-2.542636640458827,0.0,-1.3602734767415587
180078,-20.022172357784736,5.0,-17.821024442540324
180301,-5.982299716125362,1.0,-6.439032902470452
180349,-42.29605667441091,12.0,-38.64548365479261
180365,-2.7198999482985444,0.0,-3.4385531921834627
180466,-21.733442036058833,7.0,-21.692701279556186
180480,-2.1101199990971717,0.0,-4.04265537487364
180775,-6.956964748738332,1.0,-5.379756081931099
180801,-2.0291839173319333,0.0,-2.2334042294146483
180898,-14.998261335278947,4.0,-14.925767500754905
181060,-2.1212469827480636,0.0,-0.8079672569662186
181071,-2.182902727363347,0.0,-1.2785870265685646
181131,-18.74833556225934,5.0,-21.521197344631748
181281,-5.911408807831848,1.0,-5.18255048641376
181298,-12.28465225098015,3.0,-11.810041020681297
181543,-2.9377577491887794,0.0,-1.4826019558676686
181635,-8.743723384767428,2.0,-8.953961342656612
181636,-14.928686371073614,4.0,-14.504465117459343
181646,-22.73624038871062,7.0,-22.840122405646877
181686,-18.72539033382479,5.0,-20.95001660974871
181719,-15.256965157643982,4.0,-14.518010428835677
181731,-50.17116420352785,20.0,-48.29690579475905
181877,-29.2298392397075,9.0,-29.291746548325023
181940,-58.74736961667915,21.0,-51.58381730213795
182012,-18.76672763053508,5.0,-24.451028476304412
182035,-29.52655849136544,8.0,-26.05410987344164
182061,-5.876342421471699,1.0,-5.554481964390048
182100,-28.654520064520533,7.0,-28.464067257929067
182263,-71.56909692779193,18.0,-71.49435149415308
182568,-8.583450715522831,2.0,-8.813814324215423
182583,-2.008854120817303,0.0,-4.987655730470938
182603,-19.312150078663247,5.0,-18.52765325985754
182838,-63.51345137072834,20.0,-70.37705909975044
182989,-6.733719758496436,1.0,-8.094610809823378
183023,-12.026898121431602,2.0,-12.45021067151366
183155,-10.385712926797964,2.0,-9.363710724105491
183273,-61.13472078586853,23.0,-54.31492729200135
183436,-6.253060154731744,1.0,-5.96689555754454
183455,-170.23877567488614,72.0,-139.97784671548456
183481,-29.82813198435999,9.0,-34.20459479922755
183562,-44.495949888932294,17.0,-42.59064610619541
183623,-8.807306511882613,2.0,-8.839336330457321
183677,-12.334925623075314,3.0,-13.509261478299113
183766,-13.908505706153225,3.0,-13.682675736994936
183915,-5.9943245571481905,1.0,-5.6880951866645875
184104,-3.220243415087571,0.0,-5.358913854406664
184112,-24.42966114215608,8.0,-24.75502039627095
184174,-87.56547270827514,28.0,-80.27698071439296
184228,-29.497262513260885,10.0,-30.981412945344733
184247,-6.357513658719269,1.0,-5.769909259537102
184251,-2.4854598133776724,0.0,-3.605627699091093
184284,-2.499855219774812,0.0,-0.6228334419749433
184321,-2.0268365250963405,0.0,-4.239302810938483
184386,-25.18699131266759,6.0,-22.64734514669356
184517,-15.314413036126536,4.0,-14.911810903422609
184553,-6.085217354418058,1.0,-5.578837284142537
184598,-15.11783708390767,4.0,-14.870482409272256
184669,-34.312600767322785,13.0,-33.63948092850563
184791,-2.296377633780841,0.0,-0.5689378742078818
184800,-2.350492616236938,0.0,-16.383597670752604
184868,-8.62839241702381,2.0,-9.00821828541934
184929,-14.166774303267855,4.0,-14.154354420216062
185154,-39.807515911732175,12.0,-38.281909084662246
185232,-52.57693591970871,14.0,-44.20455003417204
185441,-10.77073814606614,2.0,-10.310667036815495
185456,-33.33979655967359,7.0,-34.51470436702397
185496,-8.601416861578896,1.0,-7.466958077594705
185668,-6.365577704129787,1.0,-5.178691089396395
185913,-2.0502796998817554,0.0,-2.490205374123508
186056,-2.071263277011394,0.0,-0.4887177648899112
186059,-12.67623301301742,3.0,-12.500147429595645
186080,-11.729019380083628,1.0,-6.466923632496761
186366,-5.890495614871455,1.0,-5.030824975087414
186457,-10.221988959850089,2.0,-9.937498515549496
186631,-2.1443662967166204,0.0,-0.7509686133614292
186640,-21.524046267836233,6.0,-20.573961032243773
186653,-2.029543893055212,0.0,-0.9787990419543596
186742,-22.596342147067055,8.0,-23.34920078778123
186772,-8.638237663557156,2.0,-7.0844262472495005
186773,-26.12472685402972,8.0,-24.133352216270897
186941,-2.4545475268224615,0.0,-1.859483229158876
186947,-9.397792962150264,2.0,-8.741227074549908
186987,-40.28467374080449,12.0,-42.343046615741834
186998,-3.486902497806187,0.0,-3.5722827807752697
187008,-11.561503679814445,3.0,-11.490872512122014
187018,-12.41796150699254,3.0,-12.154156414647726
187111,-14.743811406463005,4.0,-16.574083875267036
187253,-77.98881034943692,42.0,-79.80144739600172
187306,-12.058854429375158,3.0,-11.846661819462115
187463,-54.687279286785575,21.0,-47.199465530509045
187664,-5.917615176311326,1.0,-5.638976121004025
187673,-25.8106864515713,6.0,-22.517466472739347
187683,-19.09674555092135,5.0,-20.905803128307852
187834,-2.0088541167651583,0.0,-1.2238400348495986
187919,-4.29246626131135,0.0,-4.916477626493649
187989,-28.05340255465627,10.0,-31.4455881692262
188077,-15.705387580793897,3.0,-14.056825141706875
188147,-12.93910952341088,3.0,-13.729624962584449
188174,-5.892577837706876,1.0,-5.29870594227736
188228,-2.580395779434886,0.0,-0.6526933850345723
188398,-5.998336654956787,1.0,-7.438899207615425
188524,-41.229677066406985,15.0,-45.46849718651709
188544,-2.5567875295708977,0.0,-3.629277807198547
188554,-32.21828882976442,11.0,-31.596789774320715
188566,-38.701979224298455,14.0,-39.63144416683975
188594,-78.64538747442472,26.0,-92.08355257106332
188690,-2.179230896566431,0.0,-1.3658102555712346
188750,-32.645637601043695,9.0,-41.05379730270099
188753,-90.30167094709373,40.0,-95.58359565848572
188876,-1.91118843953363,0.0,-0.9127882187995966
188897,-193.33405515992555,117.0,-174.40810644219786
188990,-5.769580430463537,1.0,-6.670686493932465
189060,-21.938058566781645,7.0,-22.651055781440217
189243,-21.17848244977412,6.0,-19.940754204432277
189312,-9.72758882096621,2.0,-10.774994935900894
189369,-87.45662992833915,35.0,-89.36657631910595
189370,-9.34723183348348,2.0,-9.17436290276428
189485,-9.285156855646846,2.0,-9.426866930341156
189519,-16.047041261085177,4.0,-15.194543226249955
189563,-55.35095006118353,24.0,-51.22197303584312
189679,-2.736750362043971,0.0,-2.183095490680796
189681,-2.360133452947164,0.0,-1.5877428698803844
189729,-24.42853411156999,6.0,-24.50283788598606
189739,-8.364822723346574,2.0,-8.411010875534487
189818,-2.528471130306448,0.0,-0.8741797268628212
190116,-13.654505653114423,3.0,-13.868821205714225
190296,-25.13888062745684,5.0,-25.718138730286125
190433,-2.3177852163911012,0.0,-6.358437379801645
190465,-14.70384909817127,4.0,-15.745759194877229
190620,-27.966673036090093,6.0,-25.94070299375219
190676,-24.59813648561916,7.0,-23.09977186031884
190688,-6.769044974521085,1.0,-5.968129584087055
190800,-13.266292787455631,3.0,-12.84175723824674
190864,-3.5327663837986876,0.0,-1.8557490645408172
190885,-17.262325157274432,5.0,-17.10738826462844
190933,-12.083976969761492,3.0,-17.26543787940593
191006,-17.287162886688336,4.0,-17.07436391368398
191122,-51.65427111941366,20.0,-52.13714329515915
191132,-44.70928099292958,18.0,-40.971610883450566
191171,-12.565587817814547,3.0,-12.194941529299436
191217,-17.37935832361819,6.0,-18.728394985854077
191232,-20.91420054239141,6.0,-22.41775095760962
191262,-2.0548446384813013,0.0,-0.7295913415142891
191455,-40.859117713982485,13.0,-37.24938698147998
191509,-5.466694535399219,1.0,-7.754482034619224
191519,-28.098548809476604,8.0,-25.64802370316112
191649,-11.494583630848954,4.0,-12.3254767293761
191681,-2.176105172233019,0.0,-1.0347151052257604
191758,-15.731208497905625,4.0,-18.18483343895258
191831,-61.70671363091079,22.0,-66.73133007675071
191833,-11.507745094112767,2.0,-10.025586808951344
191844,-15.620567516842884,4.0,-16.68023477453579
192032,-9.27617614749557,2.0,-8.646430099898236
192074,-16.431676476963954,4.0,-16.404478769093746
192158,-14.894163770768944,4.0,-14.963367922267922
192386,-8.943853554427273,2.0,-8.68994866933075
192457,-21.171381801079185,7.0,-21.499976291860577
192514,-5.824685626616856,1.0,-5.264809759186195
192532,-9.192972349169194,2.0,-8.794276071001986
192603,-21.819577429317203,7.0,-20.647281364531658
192675,-5.932405526098181,1.0,-5.282898435643117
192702,-13.318241436784676,3.0,-13.14676883405728
192732,-13.253529983582986,4.0,-14.230867426977612
192829,-2.1746614813964147,0.0,-0.5207074891686249
192858,-2.753993681513546,0.0,-1.9371705847020049
192926,-5.624600233352137,1.0,-5.078071866317202
193039,-69.61303748409833,32.0,-73.75015753032888
193149,-112.9126756536594,73.0,-163.1359640732493
193519,-70.60602748171713,23.0,-60.82981097081087
193620,-13.402918033296668,4.0,-15.020420002608
193646,-39.69377743317444,14.0,-35.22687556725974
193680,-30.068526042960546,9.0,-27.654979851775444
193747,-2.0907938650035867,0.0,-0.9964391353087264
193872,-31.908227315548448,10.0,-32.89333428104387
193933,-22.41652192224196,7.0,-21.884358042487733
193975,-24.610905290866604,7.0,-25.676276514371427
194059,-16.939835274183178,4.0,-15.662964699825162
194187,-10.267934822783854,2.0,-11.775080107478091
194229,-53.34669499696129,19.0,-49.78989047084057
194329,-6.468321651366715,1.0,-8.69495094559174
194399,-17.691931183665012,5.0,-16.858449164110688
194411,-58.65948338337517,28.0,-59.892482631339526
194692,-62.55760456492938,26.0,-61.773117193785865
194728,-5.706846600527286,1.0,-5.921336069313659
194791,-25.319691850493452,6.0,-28.92421295881462
194801,-13.88295813403109,3.0,-13.26952548003502
194880,-5.934201121383471,1.0,-5.685421388795215
194916,-19.586495350108613,5.0,-18.684640440996706
195072,-26.58246959739959,8.0,-24.51435119313103
195261,-23.940812586344908,6.0,-23.89481496906402
195303,-43.13471966855663,16.0,-40.44703975498533
195402,-19.919757007891576,4.0,-25.10538455016361
195403,-2.414305400612529,0.0,-0.8396799158265348
195509,-20.41197413958926,6.0,-22.354306004043487
195516,-45.87609369431603,19.0,-47.96972694342516
195584,-37.67129297844507,12.0,-32.81142289751519
195649,-2.1131916290978667,0.0,-0.9913150420040344
195677,-2.5123161599574715,0.0,-3.0857360379978673
195701,-6.341904786827626,1.0,-7.955343964917677
195775,-15.574397363222165,4.0,-15.598506079027452
195864,-36.279192737111025,10.0,-36.77375492576903
195950,-49.78194561620937,18.0,-44.66515698786799
195970,-2.481337342764792,0.0,-1.6145203217701418
196023,-2.020509921110768,0.0,-1.9775631756581529
196044,-2.0637079206495517,0.0,-0.9861491560026276
196127,-17.644239817846632,5.0,-17.25122484958748
196207,-15.602661801801435,4.0,-15.32280113534764
196294,-2.221038284593394,0.0,-1.2930014890152464
196526,-11.000490579586415,2.0,-8.352857473263512
196556,-15.073005809053274,5.0,-15.286255003254382
196590,-12.781579874763668,3.0,-11.948763031742343
196616,-56.97814806701976,24.0,-55.36726258832551
196681,-6.510878496302442,1.0,-6.6694865578207825
196857,-2.439947015650026,0.0,-0.8403857962063781
196879,-20.24029640237799,6.0,-20.267828756215003
197263,-9.186188602111468,2.0,-8.620829736053542
197350,-8.85909503691375,2.0,-8.860837453226287
197364,-15.22483761673583,3.0,-17.79608183691805
197439,-42.40044291319522,15.0,-38.580598043599146
197511,-68.25798509076861,32.0,-63.870983641403214
197835,-18.352818802841288,5.0,-18.117661400712723
197918,-26.29559625730606,8.0,-26.717736514947447
197921,-2.4504768299213655,0.0,-4.631171270215106
198017,-2.034750725725426,0.0,-2.7352523319427102
198127,-59.93959361666166,25.0,-60.11794461698885
198165,-13.35334930339548,3.0,-13.117181299108832
198375,-20.839521380914658,6.0,-19.5000341826667
198425,-33.87753656343485,12.0,-36.069614276737354
198506,-12.63826767907496,3.0,-11.88557731735455
198684,-5.7229193294589145,1.0,-4.902986884927933
198794,-2.185275613284513,0.0,-1.8847181647942273
199039,-38.921464072162664,13.0,-36.56281488318935
199073,-12.751463715451822,4.0,-13.74440135857164
199075,-22.72076032475116,8.0,-22.46450467770655
199078,-12.831876356979771,3.0,-12.790469102929428
199152,-76.1672268487745,32.0,-77.34151606244986
199250,-15.96072451977761,4.0,-14.90732168010835
199387,-68.33860102387743,23.0,-58.879908062971296
199444,-9.800487578376645,2.0,-10.762200822554584
199570,-33.13113750198668,10.0,-29.431942300865273
199576,-32.48097765644701,12.0,-32.268287381357986
199601,-25.03073718440476,7.0,-29.743924108685967
199701,-19.097334418996542,5.0,-18.876736553384113
199802,-2.0395361011878306,0.0,-1.0934558107813697
199882,-46.52002238137329,18.0,-42.68287486830349
200170,-5.683898720657033,1.0,-4.6940974706436815
200210,-17.394242690754936,5.0,-17.52460698625032
200217,-104.2339413254916,50.0,-88.10333417232795
200219,-6.256700416463509,1.0,-5.195734655709501
200316,-20.76162756241772,5.0,-24.37035917782952
200502,-2.0360869884623165,0.0,-1.6660686040059414
200546,-9.3805996656572,1.0,-5.666385181981565
200590,-26.998222151814737,8.0,-25.708202935054743
200599,-15.353359060018755,4.0,-16.735765011354957
200715,-23.962998243036363,6.0,-24.45683011885359
200752,-10.726663662224883,2.0,-10.34569143588536
200807,-3.838983425958262,0.0,-1.5918199448648485
200897,-12.842806836605378,3.0,-12.127410698709763
200969,-21.917302184913694,6.0,-19.46779678898394
200974,-2.2339027069024984,0.0,-1.5668604164170434
201567,-5.938856972243284,1.0,-5.229374206685434
201608,-6.0150010367798785,1.0,-7.876803561470322
201667,-2.2155512468478142,0.0,-1.0317188617907505
201797,-36.58670669799638,11.0,-33.44977973029246
201918,-14.061359504201777,3.0,-19.597129694032567
202011,-9.432737074915032,2.0,-8.388990026685965
202125,-31.2692256689385,10.0,-28.38535553809516
202163,-46.19657579860892,15.0,-39.52299887016828
202287,-107.78802747056804,50.0,-97.99879082871108
202369,-16.195987231138403,4.0,-16.97832633206646
202427,-2.23303218660503,0.0,-3.047560352268943
202525,-44.86205572270657,14.0,-43.30107333094648
202542,-5.9159162058847095,1.0,-5.031289250689375
202760,-17.23100647278522,5.0,-17.368086262431454
202898,-20.471116012411976,6.0,-20.543288393620436
203025,-9.853012502394234,2.0,-9.36214670227431
203062,-2.087678615996643,0.0,-1.2430518864872222
203298,-48.706588746997475,18.0,-45.925549573989535
203583,-6.070858648618915,1.0,-5.168143925169604
203664,-9.356739540296562,2.0,-8.069895717182233
203692,-5.732961334857407,1.0,-4.893933474569192
203720,-5.785958467790461,1.0,-5.119887266838844
203744,-5.636875071175304,1.0,-6.1349635652046866
204092,-120.02980297461517,31.0,-90.38499165036949
204284,-2.440951689312723,0.0,-2.112099443146528
204292,-60.43349497113518,18.0,-61.13509346965129
204322,-22.41597112523809,7.0,-22.370095002433008
204361,-10.368135038715854,2.0,-9.676397036064644
204439,-5.955298927000349,0.0,-2.3316880311688735
204493,-36.348542865793554,11.0,-39.48323623749947
204541,-11.054045207333646,3.0,-11.157189754744415
204561,-2.8605012909418575,0.0,-3.1258033676743535
204719,-12.959914980929064,3.0,-14.161002597186314
204789,-40.64587261591667,13.0,-36.86060546992571
204859,-13.454617683921873,4.0,-16.21397866428749
204867,-42.80580879225079,14.0,-38.67765069332908
204894,-17.738524018490644,4.0,-16.417417113334476
204966,-65.28431159942312,24.0,-65.08715643347578
205121,-6.179059415905636,1.0,-5.382527938951081
205140,-9.505605320261814,1.0,-6.778146303616982
205319,-3.1417262764554628,0.0,-2.7861735454348096
205377,-9.284513114814994,2.0,-8.81370608325534
205398,-23.41779661303974,5.0,-23.26466245962629
205435,-2.919184256205624,0.0,-0.9883473190161174
205445,-12.093767420456414,3.0,-11.502046792103712
205491,-6.1623611488313585,1.0,-5.290348241004584
205573,-2.1832860595149186,0.0,-1.5350126759212754
205577,-2.235114589682957,0.0,-1.2906691376252777
205620,-9.982922107192268,2.0,-9.862572536653069
205662,-9.52078555923476,2.0,-8.917599560467057
205787,-17.925059165773362,5.0,-22.232172572575625
205971,-2.3926047187696406,0.0,-0.8104467141475554
206010,-36.98722460122491,8.0,-31.87378090654298
206024,-2.17781291095999,0.0,-0.7773233476165955
206098,-2.455793188205168,0.0,-2.1435702975440507
206142,-3.149129046257582,0.0,-3.042121444301767
206160,-13.421736300038775,3.0,-12.651249317334733
206303,-52.477111923837214,15.0,-44.511311991369176
206318,-14.798571039835515,4.0,-14.31532329995434
206320,-5.858054312823317,1.0,-4.966832529369046
206378,-13.797223917110538,3.0,-13.907480176774902
206388,-2.3730855957336585,0.0,-0.8451391922844071
206391,-2.5913369127494654,0.0,-3.66448651640519
206662,-9.890680830101273,2.0,-9.850973352277071
206666,-3.7719627817972023,0.0,-3.2381002321104497
206810,-14.019634989231076,4.0,-14.56099861469586
206935,-2.029658219209287,0.0,-0.2260358974378878
206992,-14.860055624022618,3.0,-15.935745374651011
207046,-15.317108465142685,4.0,-15.797654095784306
207075,-9.07339117379392,2.0,-9.953280261107569
207176,-2.750482716894324,0.0,-1.767930126226565
207190,-17.472855669246893,4.0,-17.402089949135522
207408,-0.3008158617611776,0.0,-0.7772629059742248
207410,-32.744550945288154,11.0,-37.994960704585075
207503,-5.835123447594917,0.0,-5.529041939283391
207534,-11.586379141980826,3.0,-12.324666069446303
207718,-9.08310859265598,2.0,-10.563162947681477
207771,-7.357819622547163,1.0,-5.677759922552267
207841,-2.998483129118266,0.0,-1.549533066268311
207847,-2.2820817654906227,0.0,-1.812483723478288
207946,-39.69912507499987,12.0,-41.11395460171308
208070,-2.0750897137693545,0.0,-2.906648245153944
208084,-10.948083780416985,3.0,-11.163665092720455
208293,-6.054704630247921,1.0,-5.953259829013455
208352,-9.574148034619803,2.0,-8.926589264281853
208371,-22.957703807830033,6.0,-20.96874215732988
208630,-6.54245321786041,1.0,-6.444391511001881
208777,-20.043272815988043,6.0,-20.77283844895011
208840,-3.2071602138716617,0.0,-0.6057552104210533
209028,-86.13437024713855,35.0,-72.29565688753004
209039,-9.93781741873954,2.0,-9.937089211617504
209047,-44.38358616731122,15.0,-40.454345007110646
209142,-28.88285943143963,9.0,-28.998178014683965
209222,-18.887449812254783,5.0,-18.990391480008547
209242,-86.39390176064917,38.0,-74.41452896278595
209254,-10.711587796138732,3.0,-11.69807482518462
209379,-19.428744778199256,5.0,-18.814732713452972
209386,-2.8792963044193085,0.0,-2.912773250012565
209513,-27.46669577421883,11.0,-35.82878838856285
209539,-5.9878923747073785,1.0,-5.332643371529999
209574,-6.02912959744623,1.0,-5.277772032259465
209714,-3.711240605499999,1.0,-3.125152511419365
209753,-2.405136090045298,0.0,-1.6200043568253777
209791,-6.662810242691323,1.0,-5.461828122167297
209877,-9.52121743079783,2.0,-9.246515003197196
209920,-79.5305247694882,18.0,-62.58039274037009
209936,-33.368925795044916,10.0,-32.39769115546414
210053,-29.286134267301495,10.0,-33.4956124372127
210095,-13.491342484753316,3.0,-15.271221703916607
210263,-49.70433441610304,17.0,-42.64250472552619
210287,-5.381939822010877,0.0,-2.5862727457726287
210681,-12.29714749574094,3.0,-12.592942298458643
210757,-2.1170663024492393,0.0,-3.260870126172199
210811,-38.775143023229894,12.0,-34.4231163648768
210984,-27.700322568969316,8.0,-25.8023472411259
211200,-53.57016065059489,15.0,-51.27475578708178
211212,-47.5507005365809,22.0,-52.371122557643986
211296,-6.771702684797194,1.0,-5.5688841335920705
211332,-18.605987605226968,6.0,-20.398698374763185
211430,-6.102755320644017,1.0,-6.211574849270086
211452,-12.079137514616525,3.0,-11.550201733374555
211528,-5.959361081576174,1.0,-5.388414787866705
211685,-5.91019115974546,1.0,-6.776409000847329
211781,-7.71526030356582,1.0,-5.953460073632872
211795,-1.425972600849809,0.0,-1.0447414389134038
212181,-8.735703544037243,2.0,-8.420948848312289
212190,-2.2683854026802095,0.0,-1.5535949080750824
212321,-12.45591295362678,3.0,-12.32238466820072
212605,-3.105927708395011,0.0,-2.750880580144694
212749,-15.344200771512076,4.0,-15.121855574322604
212791,-28.984236828892627,9.0,-30.0321851153925
212807,-8.54059733935241,2.0,-8.988620817511098
212832,-9.379986297292168,2.0,-9.357306340981488
212888,-2.696826117466544,0.0,-1.8893805027807136
212958,-18.540233296532165,5.0,-18.959807954685115
212990,-31.76417762826923,11.0,-34.9767285574949
213022,-41.97439969389647,10.0,-36.313030143117366
213060,-9.800158069698591,2.0,-9.037352156205946
213074,-6.100633135114771,1.0,-5.06567690473042
213110,-21.556930730455292,6.0,-21.803616247304664
213148,-17.314901447481052,5.0,-19.94361423900652
213153,-12.340995671662052,3.0,-12.51655826356171
213164,-46.56048875186293,18.0,-50.482809974287264
213325,-18.782594563258503,6.0,-20.213692720812105
213385,-9.538763027344045,2.0,-9.057873294640553
213399,-21.81824109317337,6.0,-22.151406340129125
213429,-8.96298034254232,2.0,-9.084002902787384
213511,-18.005547409873625,5.0,-19.3525991438878
213538,-2.1819699642381245,0.0,-3.025764671657856
213582,-28.355642995529607,9.0,-33.950813315642975
213693,-11.832066932401837,2.0,-9.317094517085383
