user_id,ll_joint,ll_experimental_1_hawkes,test_purchases,delta_ll
59,-12.304288326641867,-13.373193930581875,2.0,1.0689056039400082
137,-5.184177075399618,-5.697978744955249,1.0,0.5138016695556304
267,-2.397629680903958,-2.612723763933891,0.0,0.21509408302993327
306,-27.449601125290492,-26.70184236118765,6.0,-0.7477587641028407
341,-11.942966076275098,-11.40503441943066,2.0,-0.5379316568444388
418,-7.6428939227397255,-7.82858256351984,2.0,0.18568864078011416
801,-2.410860850588833,-2.6242640876370564,0.0,0.21340323704822328
961,-2.4384619805514065,-3.5768324883163123,0.0,1.1383705077649058
996,-46.22626118203426,-45.86666929670018,17.0,-0.35959188533407627
1042,-0.427196194635858,-0.5458665012413171,0.0,0.11867030660545907
1160,-24.637601603573728,-25.10797475785918,9.0,0.47037315428545057
1267,-5.4828883648253495,-5.956727046211585,1.0,0.4738386813862352
1353,-4.007165215351317,-3.496636491959175,0.0,-0.5105287233921421
1378,-7.684564382537174,-7.3655821667671635,1.0,-0.31898221577001085
1553,-33.66602594977197,-33.211845862744305,13.0,-0.454180087027666
1748,-23.698959723748295,-23.27013920897159,7.0,-0.4288205147767066
1881,-1.1953415342260985,-1.3937783186249644,0.0,0.19843678439886592
1887,-18.618058389359064,-18.06233927025952,5.0,-0.5557191190995425
1933,-26.983359738030117,-26.05349064742433,8.0,-0.9298690906057878
2209,-8.923668061065818,-8.716352746765974,2.0,-0.2073153142998443
2232,-45.23328853539507,-44.47677915565906,16.0,-0.7565093797360092
2249,-5.830878169958094,-5.767848935919439,1.0,-0.06302923403865535
2293,-17.00129202397438,-17.5246582361182,6.0,0.5233662121438201
2340,-5.482882570639344,-5.167551789398865,1.0,-0.31533078124047886
2596,-20.07259046391312,-22.720639970660564,4.0,2.6480495067474443
2647,-29.220723468609776,-28.5534224813659,9.0,-0.6673009872438769
2740,-5.061007705847392,-4.968432798682659,1.0,-0.09257490716473349
2807,-8.176175809467153,-8.11645901297036,1.0,-0.059716796496793734
2812,-12.431761155019867,-12.254562298314992,3.0,-0.17719885670487479
2873,-3.3539254695673684,-3.955178829140212,0.0,0.6012533595728438
3001,-130.98459087379769,-122.04105845512032,85.0,-8.943532418677364
3042,-7.507967614900501,-7.293115185530692,1.0,-0.21485242936980864
3325,-12.702237998990576,-13.25845352835191,4.0,0.5562155293613333
3367,-14.872841846456001,-14.87841970600366,3.0,0.005577859547658548
3485,-28.756502485129285,-28.568602570997307,9.0,-0.18789991413197882
3552,-2.408657285769337,-3.36107252300983,0.0,0.9524152372404933
3631,-1.3854032694302343,-2.1311500707295807,0.0,0.7457468012993465
3733,-17.521009129977685,-16.559115721764883,4.0,-0.9618934082128021
3761,-1.6941427210469626,-2.217788252803767,0.0,0.5236455317568043
3774,-1.5871484411245103,-2.3735364368832808,0.0,0.7863879957587705
3883,-8.4074424850033,-8.626464167921355,2.0,0.21902168291805602
3896,-29.299007436710315,-28.542234530080783,8.0,-0.7567729066295321
3905,-31.42499460968425,-25.746924171866898,4.0,-5.678070437817354
3952,-28.157993442164674,-27.575564331557555,8.0,-0.5824291106071193
3955,-15.384525995522777,-15.350054919321384,4.0,-0.03447107620139356
3956,-21.242096185540163,-21.374795106699786,7.0,0.13269892115962278
3979,-5.582673274307137,-5.765885761271051,1.0,0.1832124869639138
4073,-22.463627675830686,-22.317875844803915,6.0,-0.14575183102677158
4344,-2.173232401053824,-2.770664502246164,0.0,0.5974321011923398
4453,-5.369983105639495,-5.365700382046011,1.0,-0.004282723593483695
4650,-25.997343393740675,-26.53470364036853,7.0,0.5373602466278555
4711,-39.28714736164882,-39.20542938964122,17.0,-0.08171797200760267
4730,-93.05332204574187,-96.99751026345967,32.0,3.9441882177178087
4753,-13.387082021210981,-13.039726043327136,3.0,-0.3473559778838453
4892,-12.35426110751283,-12.074510651252712,3.0,-0.27975045626011763
5010,-41.639363220030106,-41.01259006227334,17.0,-0.6267731577567659
5020,-28.799976971952933,-29.330891396073444,10.0,0.5309144241205104
5043,-14.282138730331571,-13.488709499020064,3.0,-0.7934292313115066
5120,-6.540707503820954,-6.289657850506733,1.0,-0.25104965331422147
5331,-21.192676541218248,-19.8295654057123,5.0,-1.363111135505946
5340,-30.478565333315814,-30.919682100261365,11.0,0.4411167669455516
5552,-37.268348505338835,-38.88060200744546,12.0,1.6122535021066255
5568,-18.2020387806389,-17.704949361409785,5.0,-0.4970894192291162
5761,-10.365276962576683,-10.38502514454858,2.0,0.019748181971896983
5867,-32.2178293941423,-30.207959924552867,7.0,-2.0098694695894324
5887,-7.188664981262729,-5.230587412561636,1.0,-1.9580775687010927
5912,-36.578933296451986,-35.278878299266424,13.0,-1.300054997185562
5932,-5.3238152468310105,-5.2256708102250355,1.0,-0.09814443660597494
6321,-13.49998711400357,-12.680993880612109,3.0,-0.8189932333914616
6350,-45.651209025791246,-45.599279735157126,20.0,-0.05192929063412066
6411,-1.024574977291278,-1.1096979680737775,0.0,0.08512299078249952
6442,-18.659525716720292,-17.559930474890333,5.0,-1.0995952418299595
6713,-10.909669182287224,-10.275230915750146,2.0,-0.634438266537078
6977,-6.880511472038881,-5.576137591322089,0.0,-1.304373880716792
7070,-74.09517077679948,-81.01001360692956,30.0,6.914842830130084
7235,-49.28209858904808,-50.10587275135875,23.0,0.82377416231067
7261,-23.549546290485377,-24.28886661803807,8.0,0.7393203275526936
7388,-46.26763667072604,-48.54097880141393,14.0,2.2733421306878867
7395,-23.96634653631276,-24.05980061265753,8.0,0.09345407634476999
7398,-1.0267481682409803,-1.5044341999485702,0.0,0.47768603170758994
7409,-22.61223849004348,-27.123722881012803,8.0,4.511484390969322
7438,-7.578058280464172,-7.853708629599352,2.0,0.27565034913518005
7613,-68.41399774772673,-68.25313869171272,29.0,-0.1608590560140044
7733,-15.817433368481396,-15.455101581241449,4.0,-0.3623317872399472
7766,-5.3431836326625115,-4.820069865378401,1.0,-0.5231137672841104
7802,-23.047359450199636,-22.147966466400437,6.0,-0.8993929837991992
7841,-0.77590046310172,-0.9397200005504334,0.0,0.16381953744871336
7900,-15.473434459290655,-15.325836946330847,4.0,-0.14759751295980728
7923,-11.577337028992403,-11.486797149839882,3.0,-0.09053987915252115
7949,-5.465244460322153,-5.9051827565682995,1.0,0.43993829624614644
8108,-19.47666530546267,-18.81856863155444,5.0,-0.6580966739082292
8203,-13.045503129083487,-12.804981044935886,3.0,-0.24052208414760123
8344,-37.63929809553424,-37.42141798804818,14.0,-0.21788010748606013
8403,-9.024215043284881,-8.880971544189261,2.0,-0.14324349909561995
8585,-11.785490630779268,-12.12081155654089,3.0,0.3353209257616214
8616,-13.877178914756204,-13.990047669698304,4.0,0.11286875494210058
8766,-8.414941361093094,-8.676700049317615,2.0,0.2617586882245213
8863,-3.7603136563802093,-4.2916420332805565,1.0,0.5313283769003472
8866,-5.1934993535669705,-5.2498729715509045,1.0,0.05637361798393403
8876,-6.084301214241612,-5.865099919528358,1.0,-0.21920129471325378
8902,-33.722907455282225,-33.70311218060608,12.0,-0.019795274676148722
9099,-5.677391222712784,-5.679069625449911,1.0,0.0016784027371263832
9163,-6.808559014681182,-5.713506092692156,1.0,-1.0950529219890264
9230,-17.09759880961283,-17.911047031090344,5.0,0.8134482214775147
9264,-18.813226909837468,-19.68027482998641,4.0,0.8670479201489414
9279,-16.914725605235407,-17.5539376713302,3.0,0.6392120660947924
9431,-214.38754088133152,-209.30943704651955,115.0,-5.078103834811969
9434,-13.845697079013926,-14.067408042322691,4.0,0.22171096330876594
9567,-1.4881417853750964,-2.1198650514960393,0.0,0.6317232661209429
9591,-35.55755756818595,-35.108558510149514,9.0,-0.4489990580364349
9772,-6.560751898446247,-6.479309161556463,1.0,-0.08144273688978387
10022,-71.95470183321844,-76.52653121972212,32.0,4.57182938650368
10139,-9.539593340170905,-8.788535274774985,2.0,-0.7510580653959202
10299,-77.03219025998408,-75.23973276052809,29.0,-1.7924574994559919
10407,-34.83498359353773,-34.38095544042788,12.0,-0.4540281531098458
10415,-4.875694186610519,-4.990713978188724,1.0,0.11501979157820497
10436,-1.962645854087604,-2.421189346549657,0.0,0.45854349246205306
10446,-23.967707818589044,-23.253049357103347,6.0,-0.7146584614856977
10503,-15.01027269852753,-14.129538322463937,1.0,-0.8807343760635931
10542,-0.2894862512841953,-0.5721894994239037,0.0,0.28270324813970843
10667,-36.4039784527941,-36.15831287262043,15.0,-0.24566558017367157
10714,-5.047384631429787,-4.970879893968587,1.0,-0.07650473746119957
10761,-2.9377633580331985,-2.9366048450645814,0.0,-0.0011585129686171314
10954,-4.902574702279159,-5.098468911616296,1.0,0.19589420933713697
11028,-4.886914761859116,-4.9903469608367335,1.0,0.10343219897761724
11085,-29.912404270193022,-29.528710617424174,9.0,-0.3836936527688479
11355,-40.30766304432745,-45.44068865101683,12.0,5.13302560668938
11500,-52.91842918846654,-53.189123076110505,20.0,0.27069388764396507
11667,-17.78094823262755,-18.040934245393903,5.0,0.25998601276635114
11865,-15.557338882761972,-15.15370468209394,4.0,-0.4036342006680318
11961,-10.771649112773558,-10.4566650139718,2.0,-0.31498409880175693
12020,-5.333289530769794,-5.301517861863969,1.0,-0.031771668905824946
12048,-35.02261770579615,-34.03933624736246,11.0,-0.9832814584336873
12174,-44.80934104091311,-46.3353909007115,16.0,1.5260498597983911
12187,-9.961136566226223,-9.485259386673937,2.0,-0.4758771795522865
12192,-2.0426640940444023,-2.1207713129847865,0.0,0.0781072189403842
12396,-38.007594970361914,-37.36258314282832,14.0,-0.6450118275335939
12435,-21.56009881328053,-22.28185055251421,6.0,0.7217517392336816
12467,-25.929567454680594,-26.17223554960086,6.0,0.24266809492026553
12492,-56.18192167357251,-56.79852906854954,18.0,0.6166073949770308
12505,-1.349365827199494,-0.7586013232673104,0.0,-0.5907645039321835
12519,-59.70107675593457,-61.239778556388785,23.0,1.5387018004542128
12547,-19.270157626091958,-18.957742547360795,6.0,-0.3124150787311635
12905,-15.082232910452095,-11.0493461633434,2.0,-4.032886747108696
13012,-23.118247078881033,-23.647439583770012,7.0,0.5291925048889787
13187,-67.42248050949371,-66.15959511844429,29.0,-1.2628853910494229
13403,-52.202232923747445,-52.960595002211406,22.0,0.7583620784639606
13435,-15.050178159191736,-14.963288278618284,4.0,-0.0868898805734517
13442,-6.386637478716459,-5.46279543020169,1.0,-0.9238420485147687
13495,-9.05657064001192,-8.662037759239825,2.0,-0.39453288077209514
13629,-37.33087319502008,-37.28859074858476,14.0,-0.04228244643532264
13731,-17.089383419204456,-16.4424199747929,4.0,-0.6469634444115542
13742,-2.890154967237506,-3.261310319591854,0.0,0.3711553523543478
13915,-13.966829919904312,-13.346330862813224,3.0,-0.620499057091088
13985,-18.19978001055659,-18.12294287115363,5.0,-0.07683713940296144
14049,-9.742428915592566,-9.43823976496003,2.0,-0.30418915063253493
14075,-1.1705197574374993,-2.0472194138783135,0.0,0.8766996564408143
14098,-4.046522112223279,-4.249483870501229,1.0,0.20296175827794993
14166,-41.372051457538724,-41.4873869909626,15.0,0.11533553342387393
14184,-9.137207772469033,-8.763527871261905,2.0,-0.3736799012071277
14240,-12.82757710336666,-12.692357545110305,3.0,-0.135219558256356
14263,-15.549937198594465,-15.373990449621234,4.0,-0.1759467489732316
14471,-30.329326022891912,-30.010187491733205,10.0,-0.31913853115870694
14586,-1.0729573510488992,-1.2676445278034505,0.0,0.19468717675455127
14661,-5.585059686025527,-5.417031436924289,1.0,-0.16802824910123793
14786,-3.777865770917905,-3.7277541233424354,1.0,-0.05011164757546949
14792,-22.311659487287923,-23.295216266270952,8.0,0.9835567789830293
14816,-22.355663169392017,-23.21649635956819,7.0,0.860833190176173
14823,-21.727239274562088,-21.95924055226149,7.0,0.23200127769940337
14910,-58.23940300362366,-57.35116833029144,11.0,-0.8882346733322137
14916,-38.970753906862576,-38.57967359193124,13.0,-0.39108031493133666
14937,-5.186341856821333,-5.110369364343756,1.0,-0.0759724924775762
15111,-26.879651625631947,-26.195763428345693,8.0,-0.6838881972862545
15197,-11.411868735033462,-11.696008250634456,3.0,0.2841395156009945
15360,-15.892007951615255,-15.07347233730687,4.0,-0.8185356143083862
15370,-56.64104814379497,-55.70360768181767,22.0,-0.937440461977296
15391,-6.613673055220586,-5.881472524622158,1.0,-0.732200530598428
15508,-24.82396093125817,-24.8064908600782,6.0,-0.01747007117997157
15517,-28.84686758225735,-32.02279277523293,8.0,3.17592519297558
15553,-12.066309946674622,-11.900074453957563,3.0,-0.16623549271705862
15580,-28.772116820887767,-28.901661845791367,11.0,0.12954502490359943
15613,-9.639133867819208,-9.667308760799408,2.0,0.028174892980199928
15625,-70.37481514310079,-72.72716390810972,31.0,2.3523487650089265
15662,-12.048807575457602,-11.77280107851802,2.0,-0.2760064969395817
15671,-14.292266120346893,-13.775484085762512,3.0,-0.5167820345843808
15803,-31.7831555717914,-31.40340221385072,11.0,-0.37975335794068243
15954,-56.2623958399922,-56.91085592233115,22.0,0.6484600823389499
16051,-62.31454656295295,-61.15895490504702,25.0,-1.15559165790593
16082,-0.9701283500730153,-1.2755560028453818,0.0,0.3054276527723665
16306,-0.5484021095098637,-0.8050410765564245,0.0,0.25663896704656086
16355,-4.745149334818793,-4.819725537765692,1.0,0.07457620294689882
16360,-1.8754936062081515,-2.690012734857071,0.0,0.8145191286489195
16387,-8.563457427570135,-8.292269178954083,1.0,-0.2711882486160526
16483,-5.901509795210928,-6.574466045722618,1.0,0.6729562505116897
16492,-14.814116236107132,-10.649919058359048,2.0,-4.164197177748084
16612,-11.583272645033182,-11.520002066009766,3.0,-0.06327057902341515
16907,-12.788488899786868,-10.72717666817518,2.0,-2.061312231611689
16982,-5.310026695578199,-5.391681813226196,1.0,0.08165511764799671
17104,-12.468986991540572,-12.015402850202246,3.0,-0.45358414133832525
17189,-21.194192504507757,-22.219154987179692,4.0,1.0249624826719348
17225,-4.568544455021531,-4.6632672324769295,1.0,0.0947227774553987
17237,-109.9653239412556,-103.2151300247181,39.0,-6.750193916537498
17415,-13.061456735922938,-12.589260974018146,3.0,-0.47219576190479273
17601,-11.989133123429314,-12.104042799248782,3.0,0.11490967581946876
17775,-11.395371226422931,-11.54449311880027,3.0,0.1491218923773392
17838,-1.5625103667316054,-2.160332955149506,0.0,0.5978225884179007
17863,-9.05735187253655,-8.667315948746568,2.0,-0.3900359237899824
17920,-23.763287269760646,-21.112938205862708,2.0,-2.650349063897938
17932,-8.151490803793985,-7.508861381660259,1.0,-0.6426294221337256
17991,-21.81358145780363,-21.4723552267,7.0,-0.3412262311036294
18119,-43.669807089657866,-43.625343919743194,13.0,-0.04446316991467114
18187,-15.928502426664435,-15.513409560225012,4.0,-0.4150928664394229
18267,-11.34146903187966,-10.80867822320665,2.0,-0.5327908086730098
18268,-25.010118029681824,-24.93275745402298,8.0,-0.0773605756588438
18345,-19.292153321257622,-19.00829011606886,5.0,-0.2838632051887622
18402,-13.262123904838408,-12.722215737161482,3.0,-0.5399081676769253
18519,-13.841228313954916,-12.90189078628394,3.0,-0.9393375276709772
18566,-12.023450383037472,-11.89163652421996,3.0,-0.1318138588175124
18853,-50.89243349358039,-51.69156172118698,18.0,0.7991282276065874
18929,-3.845655169434146,-3.5068921201834424,0.0,-0.33876304925070366
18945,-42.38612289329432,-41.331043049491875,12.0,-1.0550798438024458
19029,-28.356528308131256,-27.623252920506644,7.0,-0.7332753876246123
19200,-32.56990761712039,-32.39654194164013,11.0,-0.17336567548026238
19260,-4.899500632653455,-5.03778971302206,1.0,0.13828908036860543
19277,-15.799877343892671,-15.412335028193882,4.0,-0.3875423156987896
19293,-30.610444856431304,-30.6195834012262,12.0,0.009138544794897285
19325,-252.23041565560405,-273.9098678033807,108.0,21.67945214777663
19532,-45.8144369618768,-46.3483108608056,16.0,0.5338738989287961
19687,-16.080090296742192,-16.669797208908566,5.0,0.589706912166374
19734,-10.52032515499546,-10.609404540568915,2.0,0.08907938557345574
19792,-5.361606783473036,-5.0778921221287145,1.0,-0.28371466134432133
19814,-20.78655182688729,-20.60812376079336,6.0,-0.1784280660939288
19905,-7.073736582569589,-7.622145802562416,2.0,0.548409219992827
20014,-9.788723364079875,-12.998124782396424,3.0,3.209401418316549
20026,-31.445094596170396,-29.79167000810051,7.0,-1.6534245880698855
20107,-21.729701917571905,-22.299418707575224,6.0,0.5697167900033193
20293,-31.267359731893244,-31.747658519428505,9.0,0.48029878753526134
20416,-13.641503614327203,-13.963846952329272,4.0,0.32234333800206905
20426,-25.30519816565957,-24.88621561115037,7.0,-0.4189825545091992
20473,-5.40178700996116,-4.623052167049461,0.0,-0.7787348429116987
20569,-1.1770766522120004,-1.232697588993874,0.0,0.05562093678187363
20598,-128.33135310348538,-121.17142641731682,58.0,-7.159926686168561
20768,-18.896802200037065,-11.902957597786989,0.0,-6.993844602250077
20776,-21.367916969776832,-21.02959325896788,6.0,-0.33832371080895385
20888,-11.092270934883336,-10.344066063564254,2.0,-0.7482048713190821
20971,-45.85279523666118,-45.319713788842,16.0,-0.5330814478191783
20981,-8.86712915064061,-8.883413334013664,2.0,0.016284183373054262
21033,-24.536391341508075,-24.45429301222566,8.0,-0.08209832928241667
21056,-0.006689023043745335,-0.2303456911123479,0.0,0.22365666806860257
21277,-12.447227888215886,-12.259749500946745,3.0,-0.18747838726914168
21339,-75.12724870469172,-70.04391546495019,15.0,-5.083333239741535
21403,-7.559815766151624,-5.664972059314208,1.0,-1.894843706837416
21455,-18.398267958597536,-18.55036494655993,5.0,0.1520969879623948
21600,-32.98708822071312,-32.38652571423567,12.0,-0.600562506477452
21659,-19.18319843449516,-19.05711076152699,6.0,-0.12608767296817192
21720,-25.661360656557466,-25.653639672859143,8.0,-0.007720983698323636
21817,-10.64078100110631,-10.528264023421784,1.0,-0.11251697768452651
21867,-9.061518779561343,-8.968033619731463,2.0,-0.09348515982988026
22023,-42.143513839181814,-42.52763648631354,17.0,0.3841226471317256
22033,-11.979810698086162,-11.790816187368348,3.0,-0.18899451071781392
22044,-0.9988727998649819,-1.1030759283323417,0.0,0.1042031284673598
22072,-27.840738982649754,-28.033561894186327,9.0,0.19282291153657383
22188,-62.79167846143851,-65.13824024503468,27.0,2.3465617835961723
22226,-61.43556776326425,-64.37022580845054,23.0,2.934658045186289
22235,-14.837240577580173,-14.29126170915444,3.0,-0.545978868425733
22348,-0.7040857404763361,-0.9365976113462426,0.0,0.23251187086990655
22349,-9.89794926386234,-9.543958885020228,2.0,-0.3539903788421128
22385,-12.943276142970474,-13.235443317019874,3.0,0.29216717404939985
22399,-14.354614913151082,-13.590714467845745,3.0,-0.7639004453053371
22697,-10.105267884607551,-9.940892610299995,2.0,-0.16437527430755594
23053,-6.1239040904662865,-3.5044374287900775,0.0,-2.619466661676209
23067,-5.3523511366029,-5.642332116942202,1.0,0.2899809803393021
23134,-4.71829025257192,-4.470985914227096,0.0,-0.2473043383448248
23250,-8.037348820184274,-7.901707804567573,1.0,-0.1356410156167014
23558,-22.90574393876823,-22.34079707790547,7.0,-0.5649468608627579
23666,-5.062565654219653,-4.989158309813753,1.0,-0.0734073444058998
23704,-30.077175883891076,-29.944949601290254,10.0,-0.13222628260082203
23867,-39.80579350544379,-40.1669037244784,17.0,0.3611102190346145
23932,-8.519931527335753,-8.539896176936947,2.0,0.01996464960119404
24045,-10.030019251467127,-9.505335670752508,2.0,-0.5246835807146191
24092,-37.662508040084774,-32.417492190533174,11.0,-5.245015849551599
24289,-1.4307264578587895,-1.7158719576885229,0.0,0.28514549982973336
24426,-0.7052575348859722,-1.072194532793214,0.0,0.3669369979072419
24606,-71.48369320128403,-77.7951928842997,21.0,6.311499683015668
24644,-27.4868790427842,-27.05059240687109,9.0,-0.4362866359131097
24828,-7.246778523851443,-7.359948957427821,0.0,0.11317043357637768
24912,-17.948481073348436,-17.47733170659227,4.0,-0.4711493667561655
25090,-15.72731945069412,-15.433763462463473,4.0,-0.2935559882306471
25122,-39.45815491146497,-39.736361079317405,17.0,0.27820616785243146
