feature,half_life,alpha
searches,1,0.0038004504917345857
searches,3,0.0005188375238187916
cat_to_cart,1,0.0
cat_to_cart,3,0.0019182359533792776
cat_to_ord,1,0.0
cat_to_ord,3,0.0
to_cart,1,0.0014037254327938836
to_cart,3,0.0020139239978740346
to_ord,1,0.0
to_ord,3,0.03199408675368308
