user_id,ll_personalized_poisson,ll_experimental_1_additive_hawkes,test_purchases
5340,-31.696198026658017,-30.830299563698283,11.0
5552,-40.22918530332982,-40.381909752396446,12.0
5568,-18.842487025870362,-17.656602285854618,5.0
5761,-10.563628095559405,-10.902933968265742,2.0
5867,-29.168185744729485,-29.25667465026201,7.0
5887,-5.5060413400389585,-5.454428977791414,1.0
5912,-34.623289815674035,-34.705445901384444,13.0
5932,-5.133080292239298,-5.208867184491961,1.0
6321,-12.18815544095702,-12.35787472098957,3.0
6350,-45.44070525746752,-45.99032790392693,20.0
6411,-1.177625112814377,-1.2159829431300817,0.0
6442,-17.789061651299,-17.99115275140254,5.0
