event_date,to_ord,rolling_seasonal_prediction,split
2025-07-03,0.1162507608034084,0.1137977531651974,train
2025-07-04,0.10636787669843845,0.10225551447048373,train
2025-07-05,0.09701946472019465,0.10513715497034117,train
2025-07-06,0.11112237655885633,0.11351771045411564,train
2025-07-07,0.11443340766267991,0.1080928302872805,train
2025-07-08,0.11049163710086163,0.1113393159000964,train
2025-07-09,0.11794508055527408,0.1111783406970497,train
2025-07-10,0.11804640794406727,0.11333256700725766,train
2025-07-11,0.11287871111561455,0.10365621011271954,train
2025-07-12,0.10952380952380952,0.106767609711371,train
2025-07-13,0.11245061290649377,0.11885094941056025,train
2025-07-14,0.12678481012658227,0.11359514682902556,train
2025-07-15,0.1222154718509518,0.11818475299085571,train
2025-07-16,0.12302551640340219,0.11889607443860736,train
2025-07-17,0.1166464155528554,0.12084695959734286,train
2025-07-18,0.11235955056179775,0.11008592540549099,train
2025-07-19,0.10972770523332322,0.1123752856431604,train
2025-07-20,0.11234817813765183,0.12315483072020718,train
2025-07-21,0.12410162971960725,0.11749761019473708,train
2025-07-22,0.12224246104027525,0.11998408001121656,train
2025-07-23,0.10572642654795629,0.11898403830327518,train
2025-07-24,0.11276294498381877,0.11765734052440119,train
2025-07-25,0.10507686084142395,0.10684340968734987,train
2025-07-26,0.09445792880258899,0.10813974134723037,train
2025-07-27,0.11211079660331581,0.1161992333197031,train
2025-07-28,0.11927625593854241,0.11084143466056619,train
2025-07-29,0.12270062664240954,0.11285152981820855,train
2025-07-30,0.11057206387709723,0.11197369941062302,train
2025-07-31,0.10400242571255307,0.11381993542573376,train
2025-08-01,0.10631632137443153,0.10268982408365401,train
2025-08-02,0.1015767131594906,0.10506073798403646,train
2025-08-03,0.11602991712148777,0.11617511328591174,train
2025-08-04,0.11795027289266222,0.11141175532216176,train
2025-08-05,0.13429668552950688,0.11394759733366275,train
2025-08-06,0.13236334242699807,0.11467584239827505,train
2025-08-07,0.12537886441705395,0.11903194329352226,train
2025-08-08,0.11186337914308811,0.11147439162512435,train
2025-08-09,0.10006064281382657,0.11462181699259456,train
2025-08-10,0.12373635260816822,0.12535893734240386,test
2025-08-11,0.1351187468418393,0.12071543770732289,test
2025-08-12,0.12839680775835943,0.12618398122756544,test
2025-08-13,0.13396645787027683,0.12427253250808254,test
2025-08-14,0.13478831969283622,0.1257685731947428,test
2025-08-15,0.12641471301535975,0.11602187513771854,test
2025-08-16,0.11074062847327473,0.12049626474604935,test
2025-08-17,0.12121212121212122,0.13361986262077719,test
2025-08-18,0.1456712799272654,0.12713745609930605,test
2025-08-19,0.13773241713823767,0.13179579193785135,test
2025-08-20,0.1410956135031332,0.1320468775152452,test
2025-08-21,0.1411966848595108,0.13443135103699747,test
2025-08-22,0.1256063055780113,0.12352550074243442,test
2025-08-23,0.13706661275649448,0.12606351166142107,test
2025-08-24,0.13950667205822886,0.1420603246780588,test
2025-08-25,0.1337579617834395,0.13816305630806214,test
2025-08-26,0.14932767162066526,0.13980598795137414,test
2025-08-27,0.12446916076845298,0.14031774865445787,test
2025-08-28,0.13992518451117178,0.1393060959245338,test
2025-08-29,0.13244363562834902,0.12694709738067675,test
2025-08-30,0.12214357937310415,0.13060243527166843,test
2025-08-31,0.12598584428715875,0.14086242684852834,test
2025-09-01,0.11699868540802913,0.13247843629973535,test
2025-09-02,0.12321699544764796,0.13327338218439266,test
2025-09-03,0.1314112291350531,0.12837159016290206,test
2025-09-04,0.12283719518364869,0.13069135739334295,test
2025-09-05,0.11545077405646059,0.1169718410112186,test
2025-09-06,0.11220153783893161,0.11715947603265883,test
2025-09-07,0.12395021754527977,0.12687877934689581,test
2025-09-08,0.12208949179995951,0.12077497747765789,test
2025-09-09,0.11645569620253164,0.12447866507461788,test
2025-09-10,0.13067260940032416,0.12245655981268423,test
2025-09-11,0.13900709219858157,0.1235911197664999,test
2025-09-12,0.12931995540691194,0.11493865659865825,test
2025-09-13,0.11872655378688025,0.11929667916750226,test
2025-09-14,0.13593020896733618,0.1316839363891619,test
2025-09-15,0.12453059981731453,0.12736068847825033,test
2025-09-16,0.13514062341354452,0.13083822758720015,test
2025-09-17,0.12296913078797725,0.13245318827384453,test
2025-09-18,0.12747587607922803,0.1326688871263868,test
2025-09-19,0.12602906799471492,0.1195191500891381,test
2025-09-20,0.11649893260140287,0.12163230074017771,test
2025-09-21,0.13299440772750382,0.13293354516320222,test
2025-09-22,0.14115732736702938,0.12642383263038076,test
2025-09-23,0.13968867636585613,0.13195301231968004,test
2025-09-24,0.1360073297363331,0.13150847828564932,test
2025-09-25,0.13334012427421818,0.13475312968071756,test
2025-09-26,0.12010603588907015,0.12374638873037062,test
2025-09-27,0.1261095806550352,0.1255907720876624,test
2025-09-28,0.13975091874234383,0.13904169896935994,test
2025-09-29,0.13777596075224857,0.13363569422059976,test
2025-09-30,0.12656026191937794,0.13641546514463906,test
