alpha_l2,scale_l2,test_mean_poisson_nll,learned_c,alpha_norm,fit_seconds
0.0,0.0,0.39580338382556873,0.8261345702634322,0.016088364356942813,3.2159299850463867
1e-06,0.0,0.3958033838633265,0.8261345714740658,0.01608836412469932,3.1096832752227783
1e-05,0.0,0.39580338375986773,0.8261345681539495,0.01608836476128171,3.1348650455474854
0.0001,0.0,0.395803383590048,0.8261345627053867,0.016088365806702896,3.163562059402466
0.001,0.0,0.39580338134097226,0.8261344904595421,0.01608837963925844,3.061850070953369
0.01,0.0,0.3958033595005384,0.8261337837138175,0.01608851320903634,3.087223768234253
0.1,0.0,0.395803161719175,0.8261271055609379,0.016089658253465443,3.026516914367676
1.0,0.0,0.39580238375049615,0.8261013649964093,0.01609396965714576,3.1010451316833496
