block_idx,block_label,setting_label,alpha_l2,scale_l2,personalized_nll,test_nll,learned_base_scale,alpha_l2_norm,fit_success,is_degenerate,delta_vs_personalized_nll,fit_seconds
0,2025-01-15..2025-03-04,"A: default (1e-4, 10.0)",0.0001,10.0,0.34505819379924596,0.3450301416391918,0.9997386343709918,3.4326253673061957e-05,True,True,-2.8052160054137243e-05,0.5773351192474365
0,2025-01-15..2025-03-04,"B: alpha_l2=0, scale_l2=10.0",0.0,10.0,0.34505819379924596,0.3450301416391927,0.9997386343708531,3.432625367305826e-05,True,True,-2.8052160053249064e-05,0.5690839290618896
0,2025-01-15..2025-03-04,"C: alpha_l2=1e-4, scale_l2=0.1",0.0001,0.1,0.34505819379924596,0.3450301196285025,0.9997383901060292,3.4353599002355714e-05,True,True,-2.8074170743463966e-05,0.5884199142456055
0,2025-01-15..2025-03-04,"D: alpha_l2=1e-4, scale_l2=0.0",0.0001,0.0,0.34505819379924596,0.3450301407966963,0.9997389172867177,3.4325129380800365e-05,True,True,-2.8053002549655037e-05,0.5930402278900146
0,2025-01-15..2025-03-04,E: no regularization,0.0,0.0,0.34505819379924596,0.34503014079673444,0.9997389172896655,3.432512931465378e-05,True,True,-2.8053002511518876e-05,0.6016731262207031
0,2025-01-15..2025-03-04,"F: warm-start from ch.6, no reg",0.0,0.0,0.34505819379924596,0.3450301578384773,0.999737319293683,3.43172323607452e-05,True,True,-2.8035960768668655e-05,0.3143441677093506
1,2025-03-05..2025-04-22,"A: default (1e-4, 10.0)",0.0001,10.0,0.32922255721394533,0.3292225572376076,1.0000000262634183,0.0,True,True,2.3662294346138424e-11,0.6083340644836426
1,2025-03-05..2025-04-22,"B: alpha_l2=0, scale_l2=10.0",0.0,10.0,0.32922255721394533,0.3292225572376078,1.0000000262636053,0.0,True,True,2.3662460879592118e-11,0.6125929355621338
1,2025-03-05..2025-04-22,"C: alpha_l2=1e-4, scale_l2=0.1",0.0001,0.1,0.32922255721394533,0.3292225572410582,1.0000000300932559,0.0,True,True,2.711286750667341e-11,0.5554172992706299
1,2025-03-05..2025-04-22,"D: alpha_l2=1e-4, scale_l2=0.0",0.0001,0.0,0.32922255721394533,0.3292225572410614,1.0000000300968357,0.0,True,True,2.7116087153444823e-11,0.5492510795593262
