event_date,to_ord,rolling_prediction,split
2025-03-19,0.10339765100671142,0.10481263940209855,train
2025-03-20,0.10093281626663872,0.10528597790302725,train
2025-03-21,0.08830923947203018,0.10541622921759773,train
2025-03-22,0.10438697518584442,0.10228747395420355,train
2025-03-23,0.10461345329009311,0.100417039433905,train
2025-03-24,0.09468073988922562,0.09913351126343309,train
2025-03-25,0.09912262377271777,0.0993109997890405,train
2025-03-26,0.0846466965869951,0.09934907126903733,train
2025-03-27,0.08692476260043827,0.09667036349479212,train
2025-03-28,0.082186065915728,0.09466921297104922,train
2025-03-29,0.09008445417578981,0.09379447389157747,train
2025-03-30,0.10757844261440634,0.0917512566044268,train
2025-03-31,0.08995205336668752,0.09217482650790013,train
2025-04-01,0.10741821212752657,0.09149929986182326,train
2025-04-02,0.09726127251900447,0.09268438391251023,train
2025-04-03,0.09346378018318069,0.09448646618851156,train
2025-04-04,0.08365414629070857,0.09542061155747476,train
2025-04-05,0.09852267998335414,0.09563033732532913,train
2025-04-06,0.10397171969224371,0.09683579815498118,train
2025-04-07,0.09052172105591354,0.09632055202324366,train
2025-04-08,0.09140957723070531,0.09640193312170452,train
2025-04-09,0.0874260201432873,0.09411498527930148,train
2025-04-10,0.0976951827242525,0.09270994922562761,train
2025-04-11,0.09636929460580913,0.09331443530292359,train
2025-04-12,0.09799854816965675,0.09513088506222366,train
2025-04-13,0.10707992121903183,0.09505600908883831,train
2025-04-14,0.10258004351880634,0.09550003787837948,train
2025-04-15,0.1039552702422862,0.09722265537307846,train
2025-04-16,0.10200703496792882,0.09901489723187573,train
2025-04-17,0.10117939168218498,0.10109789934968164,train
2025-04-18,0.09465190855487741,0.10159564348652915,train
2025-04-19,0.09439619520264682,0.10135030262211032,train
2025-04-20,0.09865702479338843,0.10083568076968034,train
2025-04-21,0.09265571738456771,0.09963240985173129,train
2025-04-22,0.10683319570602808,0.09821464897541148,train
2025-04-23,0.11070986380520016,0.09862578118451747,train
2025-04-24,0.09745282045993606,0.09986904244698479,train
2025-04-25,0.10270158795627965,0.09933667512952067,train
2025-04-26,0.09853638425066996,0.100486629329721,train
2025-04-27,0.10293663060278208,0.10107808490801,train
2025-04-28,0.09752832131822863,0.10168945716649481,train
2025-04-29,0.10902913620920415,0.1023855434427321,train
2025-04-30,0.10521443998765813,0.10269924922890009,train
2025-05-01,0.10632390745501286,0.10191418868353695,train
2025-05-02,0.09321685508735869,0.10318148682569077,train
2025-05-03,0.09092777149902394,0.1018265249872735,train
2025-05-04,0.10393344972784226,0.10073958030846693,train
2025-05-05,0.09519408502772643,0.10088198304061836,train
2025-05-06,0.0932142490504055,0.10054852071340378,train
2025-05-07,0.10611658456486042,0.09828925111928968,train
2025-05-08,0.09360566560607615,0.09841812891603287,train
2025-05-09,0.0775782452539764,0.09660123722332763,train
2025-05-10,0.08595753410606216,0.094367150104273,train
2025-05-11,0.0992108229988726,0.09365711619099278,train
2025-05-12,0.10224362257965372,0.09298245522971138,train
2025-05-13,0.10416880057359418,0.09398953202284387,train
2025-05-14,0.09367321867321868,0.09555446795472795,train
2025-05-15,0.1195129438248235,0.09377684425592199,train
2025-05-16,0.09648045835891139,0.09747788400145732,train
2025-05-17,0.09298281505728315,0.10017820015930519,train
2025-05-18,0.12346563011456628,0.10118181172376531,train
2025-05-19,0.11823667791756162,0.10464678416886442,train
2025-05-20,0.11173584134123901,0.10693150635999413,train
2025-05-21,0.10792028615227389,0.10801251218394338,train
2025-05-22,0.0985080727569998,0.11004780753809414,train
2025-05-23,0.09896844040445307,0.10704711167126216,train
2025-05-24,0.09113174813756506,0.10740253767776811,train
2025-05-25,0.11813915527443379,0.10713809954637982,train
2025-05-26,0.10621365166819713,0.10637717456921805,train
2025-05-27,0.11283411548663538,0.10465959939073739,train
2025-05-28,0.10669114647082824,0.10481649569722258,train
2025-05-29,0.12604527840097898,0.10464090431415893,train
2025-05-30,0.09511672953410133,0.10857479083472736,train
2025-05-31,0.0894913872184283,0.10802454642467711,train
2025-06-01,0.10172255631434104,0.10779020915051474,train
2025-06-02,0.10308648263216869,0.10544498072764434,train
2025-06-03,0.1128424483144923,0.10499824229392599,train
2025-06-04,0.10324814173709398,0.10499943269790556,train
2025-06-05,0.12296416938110749,0.10450757487880068,train
2025-06-06,0.09821882951653944,0.10406741644739045,train
2025-06-07,0.09190839694656489,0.10451057358773876,train
2025-06-08,0.11033078880407125,0.10485586069175827,train
2025-06-09,0.10147582697201017,0.10608560819029114,train
2025-06-10,0.11199267622825755,0.10585551452455422,train
2025-06-11,0.11291963377416073,0.10573411851223495,train
2025-06-12,0.11017293997965412,0.10711576023181593,train
2025-06-13,0.0986474117766704,0.10528844174589402,train
2025-06-14,0.10469607643830046,0.10534966778305559,train
2025-06-15,0.11647525154995426,0.10717647913901782,train
2025-06-16,0.10428948973368571,0.10805425953128679,train
2025-06-17,0.10763288952129281,0.10845621135438331,train
2025-06-18,0.11676829268292684,0.10783338468195978,train
2025-06-19,0.10315040650406504,0.10838319309749779,train
2025-06-20,0.10932737248526722,0.10737997402955649,train
2025-06-21,0.09844559585492228,0.10890568270221321,train
2025-06-22,0.11347013409183258,0.10801275690458775,train
2025-06-23,0.11084019099867927,0.10758345441057036,train
2025-06-24,0.11201381131309028,0.108519268876998,train
2025-06-25,0.11829813160032494,0.1091451148472548,train
2025-06-26,0.12810882143944777,0.10936366326402593,train
2025-06-27,0.10131979695431471,0.11292915111193777,train
2025-06-28,0.10822335025380711,0.11178521175037312,train
2025-06-29,0.11269035532994924,0.11318203380735667,train
2025-06-30,0.11034412749974622,0.1130706368413733,train
2025-07-01,0.10517766497461929,0.11299977062724004,train
2025-07-02,0.1109419407226959,0.11202317829317274,train
2025-07-03,0.1162507608034084,0.11097229388208288,train
2025-07-04,0.10636787669843845,0.10927828521979153,train
2025-07-05,0.09701946472019465,0.10999943946895209,train
2025-07-06,0.11112237655885633,0.10839888439272173,train
2025-07-07,0.11443340766267991,0.10817488742542275,train
2025-07-08,0.11049163710086163,0.10875907030584184,train
2025-07-09,0.11794508055527408,0.1095182091810193,train
2025-07-10,0.11804640794406727,0.11051865772853049,train
2025-07-11,0.11287871111561455,0.11077517874862462,train
2025-07-12,0.10952380952380952,0.11170529795107834,train
2025-07-13,0.11245061290649377,0.11349163292302333,train
2025-07-14,0.12678481012658227,0.1136813809726858,train
2025-07-15,0.1222154718509518,0.11544586703895761,train
2025-07-16,0.12302551640340219,0.11712070057468475,train
2025-07-17,0.1166464155528554,0.11784647712441734,train
2025-07-18,0.11235955056179775,0.11764647821138707,train
2025-07-19,0.10972770523332322,0.11757231241798467,train
2025-07-20,0.11234817813765183,0.11760144037648664,train
2025-07-21,0.12410162971960725,0.11758680683808065,train
2025-07-22,0.12224246104027525,0.1172034953513699,train
2025-07-23,0.10572642654795629,0.1172073509498447,train
2025-07-24,0.11276294498381877,0.11473605239906672,train
2025-07-25,0.10507686084142395,0.11418127088920434,train
2025-07-26,0.09445792880258899,0.11314088664343666,train
2025-07-27,0.11211079660331581,0.11095949001047464,train
2025-07-28,0.11927625593854241,0.11092557836271233,train
2025-07-29,0.12270062664240954,0.11023623925113164,train
2025-07-30,0.11057206387709723,0.11030169148000799,train
2025-07-31,0.10400242571255307,0.11099392538417095,train
2025-08-01,0.10631632137443153,0.109742422631133,train
2025-08-02,0.1015767131594906,0.10991948842156264,train
2025-08-03,0.11602991712148777,0.11093645761540573,train
2025-08-04,0.11795027289266222,0.11149633197514461,train
2025-08-05,0.13429668552950688,0.11130690582573315,train
2025-08-06,0.13236334242699807,0.11296348566674702,train
2025-08-07,0.12537886441705395,0.11607652545959,train
2025-08-08,0.11186337914308811,0.11913030241737586,train
2025-08-09,0.10006064281382657,0.11992273924146966,train
2025-08-10,0.12373635260816822,0.11970615776351766,test
2025-08-11,0.1351187468418393,0.12080707711875772,test
2025-08-12,0.12839680775835943,0.12325971625435445,test
2025-08-13,0.13396645787027683,0.12241687657276194,test
2025-08-14,0.13478831969283622,0.1226458930646589,test
2025-08-15,0.12641471301535975,0.12399010096119925,test
2025-08-16,0.11074062847327473,0.12606886294295233,test
2025-08-17,0.12121212121212122,0.12759457518001635,test
2025-08-18,0.1456712799272654,0.1272339706948668,test
2025-08-19,0.13773241713823767,0.12874147542135622,test
2025-08-20,0.1410956135031332,0.13007513390419598,test
2025-08-21,0.1411966848595108,0.13109358470888974,test
2025-08-22,0.1256063055780113,0.1320090654469861,test
2025-08-23,0.13706661275649448,0.13189357867022206,test
2025-08-24,0.13950667205822886,0.1356544335678249,test
2025-08-25,0.1337579617834395,0.13826794083155453,test
2025-08-26,0.14932767162066526,0.1365660382395794,test
2025-08-27,0.12446916076845298,0.1382225031656405,test
2025-08-28,0.13992518451117178,0.13584729563211476,test
2025-08-29,0.13244363562834902,0.13566565272520917,test
2025-08-30,0.12214357937310415,0.1366424141609717,test
2025-08-31,0.12598584428715875,0.13451055224905878,test
2025-09-01,0.11699868540802913,0.13257900542462017,test
2025-09-02,0.12321699544764796,0.13018482308527585,test
2025-09-03,0.1314112291350531,0.12645472648913053,test
2025-09-04,0.12283719518364869,0.12744645054150197,test
2025-09-05,0.11545077405646059,0.1250053092089987,test
2025-09-06,0.11220153783893161,0.12257775755587175,test
2025-09-07,0.12395021754527977,0.12115746590813281,test
2025-09-08,0.12208949179995951,0.12086666208786444,test
2025-09-09,0.11645569620253164,0.12159392014385446,test
2025-09-10,0.13067260940032416,0.12062802025169499,test
2025-09-11,0.13900709219858157,0.12052250314673371,test
2025-09-12,0.12931995540691194,0.12283248843458128,test
2025-09-13,0.11872655378688025,0.12481380005607433,test
2025-09-14,0.13593020896733618,0.12574594519149554,test
2025-09-15,0.12453059981731453,0.1274573725375036,test
2025-09-16,0.13514062341354452,0.1278061022542686,test
2025-09-17,0.12296913078797725,0.1304753775701276,test
2025-09-18,0.12747587607922803,0.1293748806255066,test
2025-09-19,0.12602906799471492,0.12772756403702754,test
2025-09-20,0.11649893260140287,0.12725743726385652,test
2025-09-21,0.13299440772750382,0.12693920566593117,test
2025-09-22,0.14115732736702938,0.12651980548881228,test
2025-09-23,0.13968867636585613,0.12889505228162867,test
2025-09-24,0.1360073297363331,0.12954477413195892,test
2025-09-25,0.13334012427421818,0.13140737398172403,test
2025-09-26,0.12010603588907015,0.1322451237238655,test
2025-09-27,0.1261095806550352,0.13139897628020195,test
2025-09-28,0.13975091874234383,0.13277192600214943,test
2025-09-29,0.13777596075224857,0.13373714186141228,test
2025-09-30,0.12656026191937794,0.13325408948787218,test
