user_id,ll_personalized_poisson,ll_experimental_gbdt,test_purchases
25332,-23.53133050854907,-23.51778173334098,8.0
25346,-5.065435220786979,-4.831748608561955,1.0
25404,-5.829153032930517,-5.603328508802114,1.0
25562,-9.931221668363511,-10.931667514281733,2.0
25637,-49.289265900716806,-49.48480752268333,22.0
25672,-30.872639534500458,-24.377958951384354,8.0
25724,-13.99939979889455,-13.750531767558499,3.0
25772,-41.75603213105647,-38.28784033740963,18.0
25964,-38.81612258281329,-37.245334657463985,15.0
26063,-21.440548418309287,-16.564601224063516,4.0
26084,-7.996343321799372,-6.872291559016562,1.0
26101,-15.505869636174761,-16.29956141498598,4.0
26104,-20.53920848989662,-19.73959835405808,6.0
26107,-10.793864197338898,-7.036501407218651,1.0
26211,-16.58102736849069,-16.172121274498632,5.0
26367,-9.760621311909375,-8.204410695788347,1.0
26522,-35.92932069937966,-30.275190252476197,10.0
26692,-4.943277105418085,-5.668322799089759,1.0
26704,-15.15483569233692,-15.159920274939946,4.0
26871,-40.38452233209238,-40.0141760344016,11.0
26961,-38.72286883063323,-31.868376550107254,12.0
27213,-1.7850568292146498,-1.992885643323302,0.0
27256,-38.232990702123026,-37.78740074780302,12.0
27326,-6.907870484444855,-6.221532677251179,1.0
27377,-42.38259702303528,-43.568375591637306,16.0
27379,-23.995883646080575,-21.786233346394418,8.0
27597,-22.967297388370852,-22.867995784775818,8.0
27699,-36.71616102647282,-32.16021404297875,12.0
27749,-26.32933338067087,-26.844110466904297,9.0
27780,-45.320528192722875,-44.4200205151106,20.0
27859,-17.71828274852616,-13.269688684660387,2.0
28113,-15.223772693703994,-15.592163772623316,4.0
28150,-12.08029719528087,-11.705804573491243,3.0
28171,-5.976579852559027,-8.03067156076412,1.0
28196,-4.948185986688612,-5.117589073564616,1.0
28272,-21.7172277180905,-19.382902656898462,6.0
28335,-15.301783710490652,-14.748533119468807,4.0
28375,-2.9172432214727197,-1.781566321967023,0.0
28432,-8.733998597143316,-9.145012774358605,2.0
28436,-3.607351978415468,-1.9187900151631008,0.0
28489,-15.316894143489584,-14.51733983051391,4.0
28523,-21.9483096765468,-19.142265717085525,5.0
28525,-15.322988180151642,-12.15731101482803,3.0
28572,-58.655878291598135,-57.1360618132073,25.0
28582,-9.590306930023576,-9.002760983532355,2.0
28653,-61.43134129904262,-59.237835037750685,22.0
28700,-23.889534706604802,-19.309328662702292,6.0
28830,-13.33998766322955,-12.674020929792674,3.0
28876,-23.927962047106693,-23.75098476978962,8.0
28991,-95.43467859616541,-76.72784890841059,18.0
29136,-21.090388114334015,-20.018562829703487,6.0
29244,-30.17391411234244,-31.39312860230227,11.0
29253,-10.02692794325416,-12.006295442379198,2.0
29410,-17.524193513330566,-19.68763600308282,4.0
29468,-17.55821834532251,-17.844997144969597,5.0
29642,-2.6962044038150594,-2.166087971165843,0.0
29769,-16.902418780574155,-11.705324875775604,3.0
29896,-1.7850568292146498,-0.9808595551441707,0.0
29989,-33.94687249865725,-30.58856973669903,9.0
30072,-10.740347548619846,-7.331505748104928,1.0
30128,-32.41087352329377,-32.33717977388218,12.0
30244,-14.606779569185735,-14.476768261927285,4.0
30370,-4.950047410509845,-5.1989161502180625,1.0
30375,-8.490769005737926,-8.816995863245,2.0
30399,-0.8739092546142408,-0.9134183447324704,0.0
30427,-1.502448762216766,-0.8922360027848861,0.0
30586,-36.05137939319188,-28.38034583828079,12.0
30612,-20.309905040484995,-18.35478225752469,6.0
30945,-67.84132140389018,-59.975663544942975,23.0
30954,-0.8739092546142408,-1.9081476567882563,0.0
31047,-14.306135085969627,-11.97116754404719,3.0
31090,-51.760730200376756,-52.423049083937975,21.0
31207,-24.48392847555534,-24.69699896180245,7.0
31683,-17.872997611272826,-14.032440386232055,3.0
31877,-2.2899627757125125,-1.8744738804434549,0.0
31890,-53.62036846809394,-58.82425647370603,16.0
31904,-40.66034936773553,-36.071672351633815,10.0
31909,-22.68741072301116,-23.17248189614472,6.0
32022,-77.4927670637429,-61.323326336852645,21.0
32091,-48.84549466280303,-47.16996226214895,21.0
32113,-7.951513385099649,-6.912908548128207,1.0
32224,-8.693065721674193,-9.2723452062863,2.0
32226,-22.82609542442976,-22.68860675795834,7.0
32235,-23.482862197139465,-22.160766829934335,7.0
32275,-5.077156046426035,-5.618401478679049,1.0
32319,-4.93068181403096,-4.621613143883817,1.0
32378,-33.10854305666204,-32.89591966110694,9.0
32517,-6.1549022829986,-6.316058776459693,1.0
32559,-30.61057387891353,-19.33137696088439,6.0
32644,-1.19970354560459,-1.4797633238917451,0.0
32765,-28.458753518851207,-29.38090026130677,8.0
32923,-29.685945211123894,-30.15272913863349,12.0
32957,-3.607351978415468,-2.828753745374372,0.0
33030,-9.004598091661554,-9.078936629270096,2.0
33266,-4.2147836948157416,-3.326189661246553,0.0
33285,-18.732751433155464,-17.61505857811039,5.0
33680,-33.82752174264399,-35.679978644682414,11.0
33688,-36.64313484760492,-35.40451122988262,11.0
33695,-14.334439011154922,-15.088527912317096,4.0
33787,-2.088772687414786,-1.2628957489190842,0.0
33973,-26.313552243027996,-28.481779354106113,8.0
34067,-14.791965574473835,-15.31313513629809,4.0
34148,-12.52992256926658,-13.05171256916427,3.0
34231,-1.7850568292146498,-1.364253291244047,0.0
34238,-12.543027452905225,-12.791885818088117,3.0
34322,-5.393603718159168,-5.654718803099947,1.0
34440,-0.9171795736926038,-0.879880894987381,0.0
34481,-1.4813409710145136,-2.5271133972489315,0.0
34585,-11.786988582650721,-12.005993281601864,3.0
34689,-17.860600733866523,-17.444596639975753,5.0
34905,-28.163879133106022,-28.56059845330956,9.0
34911,-1.7850568292146498,-2.2406559714158933,0.0
34962,-25.598045549156122,-20.54854427204114,6.0
34976,-32.22902202304542,-26.059407127737646,9.0
34979,-15.25304561940855,-15.097090595330819,4.0
35050,-45.2136924974845,-51.651498859743924,14.0
35066,-12.646877188483868,-13.689217410930176,3.0
35120,-18.127297688396578,-19.00410514559102,5.0
35135,-49.91896276929239,-43.95505944240283,17.0
35142,-54.998681669450626,-46.09579712637507,16.0
35153,-11.965232107903978,-11.935201664366632,3.0
35162,-17.699867960763523,-15.737981465482212,4.0
35342,-6.314544397807014,-5.826564589276318,1.0
35356,-8.546653247096,-9.259703775718904,2.0
35374,-29.56473274752278,-27.75172512453004,10.0
35419,-12.137366271909087,-12.132882865268595,3.0
35425,-0.8739092546142408,-1.0857413615082852,0.0
35441,-5.059791560061501,-5.990665725723105,1.0
35660,-1.19970354560459,-1.3643988420129414,0.0
35733,-19.440381155894475,-20.065489984805417,5.0
35804,-15.314886297681761,-14.167413518195971,4.0
36019,-0.894572665053861,-0.8604598087626235,0.0
36199,-11.495840460971307,-12.325944336174869,3.0
36229,-18.660173554619824,-16.864612384124776,5.0
36534,-12.3784661009258,-11.904684690893975,2.0
36554,-17.428787262100208,-18.795632831049108,5.0
36588,-36.08039136072756,-36.11432174256344,15.0
36687,-5.359055045662255,-5.148941155842873,1.0
36770,-31.543455159184244,-32.165805364511314,12.0
36785,-25.051187241176148,-24.962119247744646,8.0
36805,-16.2191713090941,-15.654893600881566,4.0
36834,-19.984116316710665,-20.57892844827313,6.0
37131,-20.123381006649165,-20.239600650582368,5.0
37136,-26.684679084825866,-26.259680587367033,10.0
37289,-7.416685167543845,-6.824245538867282,1.0
37336,-16.782081030138645,-13.992139526892268,3.0
37697,-8.539242538657922,-8.377370374812568,2.0
37708,-23.769438045045185,-21.82414009681044,7.0
37746,-5.166806559531404,-5.507296584987025,1.0
37784,-5.059830501190934,-5.451326153103958,1.0
37801,-13.004065254186907,-13.35401751015977,3.0
37819,-15.071589152707759,-14.819532087484548,4.0
37996,-2.088772687414786,-1.2398389240294285,0.0
38009,-36.32681487271951,-34.58744186866647,11.0
38028,-11.914242575748082,-12.781895412611552,3.0
38072,-27.694782285550936,-22.738899335385828,6.0
38106,-16.78740001136485,-15.18450518774379,5.0
38175,-39.449160305827284,-32.31994779099747,8.0
38206,-61.0602337384003,-62.898490563876884,25.0
38469,-52.33375002920681,-52.75869025142115,25.0
38582,-84.84318735980827,-96.26687541267015,28.0
38594,-31.166071093568416,-28.63799323347385,11.0
38871,-34.40945240001955,-34.82364972571894,12.0
38918,-76.02610211441976,-74.95733978991348,41.0
38919,-12.35863198528398,-12.824555304303617,3.0
39110,-14.696527844001963,-14.88600138853537,4.0
39139,-6.679235215518727,-5.207034537085511,1.0
39285,-7.555658135017241,-5.151187611379961,0.0
39329,-57.615730118787724,-52.8253489422673,20.0
39385,-5.315150302160157,-5.047224245778962,1.0
39449,-16.95384687361908,-17.381175311217238,5.0
39458,-11.531746004668934,-12.52032709576634,2.0
39488,-3.911067836615605,-2.395306691046292,0.0
39521,-11.859148385177186,-12.817644170866284,3.0
39590,-12.737701220650733,-11.464157111802418,3.0
39605,-6.33916508780498,-6.2835614876901325,1.0
39621,-4.936119141656627,-4.970059118090311,1.0
39678,-3.303636120215332,-2.689289356268069,0.0
39809,-20.037295031010565,-13.088486378628389,3.0
39826,-17.851844898856836,-17.028590657263404,5.0
39889,-5.458133486708735,-5.207459688709522,1.0
39935,-22.294440985637976,-23.339899071176855,7.0
39963,-20.56819124594994,-22.784718744431473,6.0
39965,-9.498241327685568,-9.189465517408966,2.0
40057,-50.27985716741417,-53.06995223603038,20.0
40104,-37.572911195962014,-36.87531504798854,17.0
40131,-20.668942621632443,-18.839840805978426,5.0
40167,-5.047793666435492,-5.338818825750465,1.0
40402,-5.054977870273966,-5.72255646706863,1.0
40742,-5.192687955297101,-5.717645756160396,1.0
40746,-11.604497200361871,-11.866038365208297,3.0
40777,-15.043449592785612,-14.98835906402739,4.0
40805,-23.490070726697585,-24.403805606999935,6.0
40807,-13.979057936426,-11.04986413654156,3.0
40884,-14.565870463911443,-15.136908624733822,4.0
40938,-31.594512357514557,-30.59127098136651,11.0
41016,-18.21109313813075,-19.686874121565978,5.0
41048,-150.96458246384518,-143.449638219189,77.0
41098,-46.03163986816981,-47.192356530487665,20.0
41226,-18.670501914658036,-14.28649710637964,4.0
41300,-39.37938950732929,-44.328096010527226,12.0
41415,-18.06603983296729,-18.487049730584012,5.0
41474,-6.33916508780498,-6.325423722888937,1.0
41488,-16.141477378941953,-17.017276228661686,4.0
41492,-9.069868225138999,-9.223645027230083,2.0
41543,-42.202636166622185,-39.41158686049001,14.0
41550,-2.088772687414786,-1.3917594361740504,0.0
41830,-14.466496674784622,-15.062745446583934,4.0
41838,-4.952706857822955,-5.722113928860667,1.0
41860,-73.01860355008715,-69.08013603822596,30.0
41910,-1.56939108788397,-1.2864109781794364,0.0
42108,-8.594859117195762,-9.786633206382014,2.0
42141,-8.969604799727136,-8.98374432292882,2.0
42190,-12.663956644534931,-12.278969447697198,3.0
42318,-29.64337131314256,-22.532652772740132,6.0
42341,-1.177625112814377,-2.046025891522473,0.0
42456,-8.766473284893761,-9.293195894220226,2.0
42530,-17.724875622729517,-18.456111500531406,5.0
42606,-4.518499553015877,-1.6661136892449546,0.0
42766,-29.69633319827415,-30.768636624430947,11.0
42979,-11.862824595199841,-12.66955060520659,3.0
43107,-5.0270082903850035,-5.031113009406477,1.0
43159,-5.1200989767156875,-4.854257336404524,1.0
43234,-19.104371097526023,-18.02105547948972,6.0
43463,-15.837315743012855,-15.254610119645374,4.0
43498,-8.573615475513144,-9.094171655855689,2.0
43614,-2.6962044038150594,-1.8214907311444957,0.0
43615,-4.822215411216014,-3.597950869697042,0.0
43787,-41.34807849250385,-30.427572133305908,9.0
43937,-50.24952249609716,-48.5956688820634,19.0
43966,-14.841297986617013,-13.675246473208064,4.0
43969,-6.037078844016559,-2.5943378990875736,0.0
44016,-65.18568553903954,-65.38522333792457,27.0
44074,-4.935928541338466,-5.38697193300518,1.0
44075,-8.400960036722378,-7.506275311762248,1.0
44121,-11.542688024120888,-12.810701771761634,3.0
44179,-21.88554936778649,-22.105266993890634,7.0
44264,-3.607351978415468,-1.8586932156640052,0.0
44284,-34.890335098236775,-31.32366394500837,10.0
44377,-30.75149896117098,-30.356998872198147,9.0
44400,-18.201052588457856,-13.142797083475315,3.0
44403,-4.94294944482254,-5.333455695855002,1.0
44578,-21.688517449355786,-19.953358155819156,5.0
44731,-9.17304450015013,-8.786894114894475,2.0
44825,-35.78918785162278,-28.597384875104613,9.0
44840,-3.303636120215332,-0.9487434461251852,0.0
45002,-4.883537524255688,-5.198967926938208,1.0
45074,-5.635232740787853,-5.454850247002395,1.0
45078,-8.632391341079126,-8.880130735092012,2.0
45242,-36.159275985132304,-35.419382150741306,13.0
45394,-6.309400539000885,-7.172612636952474,1.0
45396,-18.888100844738187,-17.85637285157271,5.0
45397,-9.646171257219123,-11.188985205330075,2.0
45414,-5.156719579818233,-5.06358409036061,1.0
45543,-1.549904355232325,-0.7817268970908118,0.0
45558,-15.241507568640428,-15.658773841126356,4.0
45591,-63.41317964137205,-55.307371809144,24.0
45853,-5.534448474927775,-5.921586519475003,1.0
46043,-11.052697457240725,-8.164618685041985,1.0
46100,-1.7850568292146498,-1.5245244572198449,0.0
46174,-1.4813409710145136,-1.4236441558687685,0.0
46179,-7.682823225910115,-8.790051946484528,2.0
