event_date,to_ord,personalized_poisson_prediction,gbdt_prediction,split
2025-04-07,0.09052172105591354,0.09640394834895719,0.09968188820550372,train
2025-04-08,0.09140957723070531,0.09882903162847594,0.10002654099691366,train
2025-04-09,0.0874260201432873,0.0956577162480174,0.098985778044121,train
2025-04-10,0.0976951827242525,0.0951795410048607,0.09927575208555948,train
2025-04-11,0.09636929460580913,0.08738870573726436,0.0981141187140079,train
2025-04-12,0.09799854816965675,0.09099822725520655,0.09820836804813246,train
2025-04-13,0.10707992121903183,0.09960056692259377,0.10366546728503802,train
2025-04-14,0.10258004351880634,0.09545876614735398,0.10141356143403546,train
2025-04-15,0.1039552702422862,0.0995512501219183,0.1010814261066082,train
2025-04-16,0.10200703496792882,0.10051514399375558,0.10187234537428211,train
2025-04-17,0.10117939168218498,0.103671255860953,0.1018708899237623,train
2025-04-18,0.09465190855487741,0.0950597959618929,0.09931712927721087,train
2025-04-19,0.09439619520264682,0.09684061748427934,0.09955658017770509,train
2025-04-20,0.09865702479338843,0.10555053031082688,0.10213798302813573,train
2025-04-21,0.09265571738456771,0.09950552486423898,0.09867733230795285,train
2025-04-22,0.10683319570602808,0.10045314646233745,0.10136533555448855,train
2025-04-23,0.11070986380520016,0.1000339995805562,0.10299613160206512,train
2025-04-24,0.09745282045993606,0.1023365625558975,0.10127770868916591,train
2025-04-25,0.10270158795627965,0.09286793154729459,0.09969345348829613,train
2025-04-26,0.09853638425066996,0.09592926962626046,0.09970356597383678,train
2025-04-27,0.10293663060278208,0.1056775802752418,0.10488240884869658,train
2025-04-28,0.09752832131822863,0.10142144558873951,0.10390206323699938,train
2025-04-29,0.10902913620920415,0.10460596065720511,0.103635086468642,train
2025-04-30,0.10521443998765813,0.10405680454571972,0.10316986764517118,train
2025-05-01,0.10632390745501286,0.10431755476520281,0.10320470265284162,train
2025-05-02,0.09321685508735869,0.09634216941589194,0.09899478058693954,train
2025-05-03,0.09092777149902394,0.097106819612024,0.09973786354058442,train
2025-05-04,0.10393344972784226,0.10522823690682169,0.10422444199164126,train
2025-05-05,0.09519408502772643,0.10056221507737931,0.10371854952020049,train
2025-05-06,0.0932142490504055,0.10267425016979238,0.10396179072705224,train
2025-05-07,0.10611658456486042,0.09954226169836564,0.10352875772572288,train
2025-05-08,0.09360566560607615,0.10068776164370322,0.10326508219967048,train
2025-05-09,0.0775782452539764,0.09017558495323773,0.09892700713060136,train
2025-05-10,0.08595753410606216,0.08996948923462925,0.09642705012695722,train
2025-05-11,0.0992108229988726,0.09778885902304368,0.10248237468848288,train
2025-05-12,0.10224362257965372,0.09261304528544984,0.10373916905300434,train
2025-05-13,0.10416880057359418,0.09589309731116002,0.1036891450900284,train
2025-05-14,0.09367321867321868,0.09665607942361627,0.1039446209188058,train
2025-05-15,0.1195129438248235,0.09579373354011149,0.10554081440579141,train
2025-05-16,0.09648045835891139,0.09085691643465985,0.10154537980522174,train
2025-05-17,0.09298281505728315,0.09539052310936978,0.10056814793679142,train
2025-05-18,0.12346563011456628,0.1055643597790741,0.10429117114962282,train
2025-05-19,0.11823667791756162,0.10416847733336564,0.1067107352309763,train
2025-05-20,0.11173584134123901,0.10904289261476381,0.10718550694795266,train
2025-05-21,0.10792028615227389,0.10924801522494564,0.10658186855009523,train
2025-05-22,0.0985080727569998,0.11244003146891389,0.10558089957827506,train
2025-05-23,0.09896844040445307,0.0997674027469938,0.10301386349567816,train
2025-05-24,0.09113174813756506,0.10223648299598048,0.10159129471588776,train
2025-05-25,0.11813915527443379,0.11173579357856983,0.10673579524610251,train
2025-05-26,0.10621365166819713,0.10586109526046854,0.1071802531014455,train
2025-05-27,0.11283411548663538,0.10670620364986876,0.10850923828479943,train
2025-05-28,0.10669114647082824,0.10598604009564788,0.10852687651736284,train
2025-05-29,0.12604527840097898,0.10686509301023397,0.10784721024929458,train
2025-05-30,0.09511672953410133,0.10116208860888169,0.10620422923732761,train
2025-05-31,0.0894913872184283,0.102802953653749,0.1043168494591539,train
2025-06-01,0.10172255631434104,0.11239203060560805,0.108544123544934,train
2025-06-02,0.10308648263216869,0.10490215063726989,0.10926173074204112,train
2025-06-03,0.1128424483144923,0.10699887570095329,0.1095074540379485,train
2025-06-04,0.10324814173709398,0.106090687510516,0.10866545698310275,train
2025-06-05,0.12296416938110749,0.10665091133228949,0.11027387248231094,train
2025-06-06,0.09821882951653944,0.09663717644372531,0.10395225437173738,train
2025-06-07,0.09190839694656489,0.09912634561059941,0.10277742238664653,train
2025-06-08,0.11033078880407125,0.10896691005165245,0.10634643310694243,train
2025-06-09,0.10147582697201017,0.10519914939078621,0.1074546991742124,train
2025-06-10,0.11199267622825755,0.10754944933802581,0.10814763846548005,train
2025-06-11,0.11291963377416073,0.10653246011946424,0.10725739290155403,train
2025-06-12,0.11017293997965412,0.1090492470065179,0.10943697484991334,train
2025-06-13,0.0986474117766704,0.09779475334603265,0.10272742575757436,train
2025-06-14,0.10469607643830046,0.09991624287354124,0.10243339377391653,train
2025-06-15,0.11647525154995426,0.11140180185316698,0.10879671748462091,train
2025-06-16,0.10428948973368571,0.10716324255547999,0.10886401430892081,train
2025-06-17,0.10763288952129281,0.11018754192943424,0.10789304178157369,train
2025-06-18,0.11676829268292684,0.10863048273835184,0.10816878061668768,train
2025-06-19,0.10315040650406504,0.11029242452828812,0.10865575604042227,train
2025-06-20,0.10932737248526722,0.09970220254149645,0.10482889939855647,train
2025-06-21,0.09844559585492228,0.10327331687300827,0.10465188435185253,train
2025-06-22,0.11347013409183258,0.11222711585592933,0.11020929282579242,train
2025-06-23,0.11084019099867927,0.10669826993880671,0.10874421127160956,train
2025-06-24,0.11201381131309028,0.11024409608625899,0.11008505102524666,train
2025-06-25,0.11829813160032494,0.10996408307881761,0.10963891404499831,train
2025-06-26,0.12810882143944777,0.11128318253677022,0.1128716643708124,train
2025-06-27,0.10131979695431471,0.10485592291643879,0.10725497766623884,train
2025-06-28,0.10822335025380711,0.10601910642251422,0.10633170092010291,train
2025-06-29,0.11269035532994924,0.1176046487633938,0.1112084381009011,train
2025-06-30,0.11034412749974622,0.11209995806041152,0.11085881477356295,train
2025-07-01,0.10517766497461929,0.1147788439046538,0.11165137055653057,train
2025-07-02,0.1109419407226959,0.11282662627358943,0.11171459061462753,train
2025-07-03,0.1162507608034084,0.11290582329855262,0.11307496572438272,train
2025-07-04,0.10636787669843845,0.10148243643225538,0.10862745636691466,train
2025-07-05,0.09701946472019465,0.10433136549147307,0.10494572164897083,train
2025-07-06,0.11112237655885633,0.11265154124450476,0.11080643302341336,train
2025-07-07,0.11443340766267991,0.10728508410434007,0.11210790599351045,train
2025-07-08,0.11049163710086163,0.11046643373870808,0.11041045700864233,train
2025-07-09,0.11794508055527408,0.11029072594123623,0.11130522441762723,train
2025-07-10,0.11804640794406727,0.11243431709180607,0.1133639316001527,train
2025-07-11,0.11287871111561455,0.10283465295198022,0.10824799190643193,train
2025-07-12,0.10952380952380952,0.10591492338236919,0.10677319810682555,train
2025-07-13,0.11245061290649377,0.11789240555212568,0.11185915735689103,train
2025-07-14,0.12678481012658227,0.1126812855820317,0.11266272745446668,train
2025-07-15,0.1222154718509518,0.11730908243205784,0.11266287287596687,train
2025-07-16,0.12302551640340219,0.11800923604762743,0.1135170608479661,train
2025-07-17,0.1166464155528554,0.11991366231620214,0.11449303958259496,train
2025-07-18,0.11235955056179775,0.10925247180726395,0.10862272714206822,train
2025-07-19,0.10972770523332322,0.11152449944296182,0.10728911483620325,train
2025-07-20,0.11234817813765183,0.12221722382691254,0.11288412579013268,train
2025-07-21,0.12410162971960725,0.11659340368650468,0.11288195571095819,train
2025-07-22,0.12224246104027525,0.11906322760138989,0.114557260680883,train
2025-07-23,0.10572642654795629,0.11807493970012403,0.11568598043741742,train
2025-07-24,0.11276294498381877,0.11677733493370064,0.11561502158975934,train
2025-07-25,0.10507686084142395,0.10604428574459106,0.1102774475725438,train
2025-07-26,0.09445792880258899,0.10732264898188353,0.10885006720788357,train
2025-07-27,0.11211079660331581,0.11533240327778124,0.1127438177109023,train
2025-07-28,0.11927625593854241,0.11000765471244561,0.11386139053882496,train
2025-07-29,0.12270062664240954,0.11199539320537477,0.11530378147724213,train
2025-07-30,0.11057206387709723,0.11112422236858106,0.11420034902003885,train
2025-07-31,0.10400242571255307,0.11296399589405691,0.11432217258322831,train
2025-08-01,0.10631632137443153,0.10191849076154016,0.10878633959218173,train
2025-08-02,0.1015767131594906,0.10414039725629802,0.10830817658529804,train
2025-08-03,0.11602991712148777,0.11515740971407032,0.11402181585467949,train
2025-08-04,0.11795027289266222,0.11043898679426316,0.1135823685768326,train
2025-08-05,0.13429668552950688,0.11297799684015832,0.11467705491693113,train
2025-08-06,0.13236334242699807,0.1137307124468374,0.1169030732955982,train
2025-08-07,0.12537886441705395,0.11805997400722835,0.11582046631033564,train
2025-08-08,0.11186337914308811,0.11057243557495933,0.11152422917488768,train
2025-08-09,0.10006064281382657,0.11366580050373923,0.1107130046675081,train
2025-08-10,0.12373635260816822,0.12433288780385873,0.1151895790213622,test
2025-08-11,0.1351187468418393,0.11972755266165067,0.11612327244282628,test
2025-08-12,0.12839680775835943,0.1251515638666606,0.11814711875917965,test
2025-08-13,0.13396645787027683,0.12325662908858567,0.11768401122798108,test
2025-08-14,0.13478831969283622,0.1247496525665141,0.11981347972491659,test
2025-08-15,0.12641471301535975,0.11508509493492922,0.11419076967843267,test
2025-08-16,0.11074062847327473,0.11952340875985215,0.11424600933199233,test
2025-08-17,0.12121212121212122,0.1325412203044946,0.11944489974107017,test
2025-08-18,0.1456712799272654,0.1261216572365869,0.12154981586601077,test
2025-08-19,0.13773241713823767,0.1307813143203861,0.12231935763987431,test
2025-08-20,0.1410956135031332,0.13103037749433744,0.12205644370896743,test
2025-08-21,0.1411966848595108,0.13340503245328011,0.12341669094751104,test
2025-08-22,0.1256063055780113,0.122582537066102,0.11864386536690158,test
2025-08-23,0.13706661275649448,0.12511769518834012,0.11667037855417245,test
2025-08-24,0.13950667205822886,0.14097479566014473,0.12546636954305784,test
2025-08-25,0.1337579617834395,0.13711797390134606,0.12461808353976084,test
2025-08-26,0.14932767162066526,0.13874847820697644,0.12480979667814524,test
2025-08-27,0.12446916076845298,0.13926666219300632,0.1246159552867066,test
2025-08-28,0.13992518451117178,0.138280622726529,0.12649450394732323,test
2025-08-29,0.13244363562834902,0.12601846572543543,0.1210640427346083,test
2025-08-30,0.12214357937310415,0.1296554500681263,0.11923648866688903,test
2025-08-31,0.12598584428715875,0.13984104747161918,0.12497385676770044,test
2025-09-01,0.11699868540802913,0.13152306433812053,0.12618720990876403,test
2025-09-02,0.12321699544764796,0.13231714476513326,0.12379150412204036,test
2025-09-03,0.1314112291350531,0.12745052313457558,0.12452510254445967,test
2025-09-04,0.12283719518364869,0.12975775172512893,0.12393856292811078,test
2025-09-05,0.11545077405646059,0.11611746594332951,0.11974248287985159,test
2025-09-06,0.11220153783893161,0.11630377117159203,0.11720868766451276,test
2025-09-07,0.12395021754527977,0.1259703400824698,0.12219141601254971,test
2025-09-08,0.12208949179995951,0.11994427766313823,0.12195569125943698,test
2025-09-09,0.11645569620253164,0.12364302412725514,0.12366572018900668,test
2025-09-10,0.13067260940032416,0.12164337469506963,0.12375725009759947,test
2025-09-11,0.13900709219858157,0.12279918179277209,0.12539572210466815,test
2025-09-12,0.12931995540691194,0.11421005890133466,0.12034381595420149,test
2025-09-13,0.11872655378688025,0.11857187937937377,0.12012791141179839,test
2025-09-14,0.13593020896733618,0.1309130676622883,0.1267624313615359,test
2025-09-15,0.12453059981731453,0.12664730146709793,0.1277963586486075,test
2025-09-16,0.13514062341354452,0.1301464340337152,0.12650548127477798,test
2025-09-17,0.12296913078797725,0.1317733092655212,0.1275828128491899,test
2025-09-18,0.12747587607922803,0.1320344128677393,0.12779068476904595,test
2025-09-19,0.12602906799471492,0.11901352057743818,0.12182940310861325,test
2025-09-20,0.11649893260140287,0.12113535400574539,0.12172631491510054,test
2025-09-21,0.13299440772750382,0.13240986785124265,0.12667652583042455,test
2025-09-22,0.14115732736702938,0.1259392371976242,0.1268862523364535,test
2025-09-23,0.13968867636585613,0.13147267588749467,0.12733994976394236,test
2025-09-24,0.1360073297363331,0.1310563542596643,0.12795699868885366,test
2025-09-25,0.13334012427421818,0.13433744916647877,0.1288528933293076,test
2025-09-26,0.12010603588907015,0.12335899526378102,0.1236730465931792,test
2025-09-27,0.1261095806550352,0.12521188410758394,0.12168983286687406,test
2025-09-28,0.13975091874234383,0.1386506995854252,0.12899005166495386,test
2025-09-29,0.13777596075224857,0.13333840375954434,0.12907074640315394,test
2025-09-30,0.12656026191937794,0.1361882352188598,0.1299854042794548,test
