,searches,to_cart,to_ord
searches,0.0797682663081697,0.016777677193380046,0.0
to_cart,0.006001116692880721,0.03474402849281654,0.0
to_ord,0.0010647469646952543,0.0025330506000133452,0.0015560588333042172
