event_date,to_ord,personalized_prediction,split
2025-01-15,0.09952153110047847,0.11420021667300956,train
2025-01-16,0.11199148533585619,0.11249652756060698,train
2025-01-17,0.08916227299355595,0.10300782975301244,train
2025-01-18,0.09186046511627907,0.10139202185599605,train
2025-01-19,0.09551274656823162,0.10892288439530898,train
2025-01-20,0.08030285648732362,0.10277328792287269,train
2025-01-21,0.08255309431377027,0.10136342003828847,train
2025-01-22,0.09361508748011815,0.09864129175614889,train
2025-01-23,0.08086070215175538,0.09854787866151314,train
2025-01-24,0.08502710027100271,0.08545152223424098,train
2025-01-25,0.08890389376547378,0.08652949948597753,train
2025-01-26,0.10057181298351833,0.09429749473218847,train
2025-01-27,0.08232662192393736,0.09059810129185188,train
2025-01-28,0.08576845862145885,0.09297484781880272,train
2025-01-29,0.08314806580702534,0.09249345038459755,train
2025-01-30,0.09010306993239499,0.09172717834256593,train
2025-01-31,0.07448810182623132,0.08490697242667793,train
2025-02-01,0.09474381625441695,0.08513862228029778,train
2025-02-02,0.08392994823218417,0.0940789236382754,train
2025-02-03,0.08491706030978798,0.0871578133043551,train
2025-02-04,0.08455801710901513,0.08959141025281893,train
2025-02-05,0.08592381786339755,0.08857115274962161,train
2025-02-06,0.08925259138025095,0.08974991184104673,train
2025-02-07,0.087070091423596,0.08171396498663096,train
2025-02-08,0.0951346655082537,0.08512945277390918,train
2025-02-09,0.09790740539954462,0.09327113650159154,train
2025-02-10,0.09883091578263693,0.09104915806780314,train
2025-02-11,0.09055543548735683,0.09531115640940326,train
2025-02-12,0.09758203799654577,0.09537215279286466,train
2025-02-13,0.1048265460030166,0.0979838623797528,train
2025-02-14,0.08979328165374677,0.09150112626488843,train
2025-02-15,0.10279269602577873,0.09377213169782064,train
2025-02-16,0.10505419036377293,0.10385286445333707,train
2025-02-17,0.09838173829171579,0.10006961620086248,train
2025-02-18,0.0903543517824644,0.10238937083490894,train
2025-02-19,0.09462204640222388,0.1014523490305268,train
2025-02-20,0.1025531460314069,0.10200426053361605,train
2025-02-21,0.09464361929150661,0.09273591604987286,train
2025-02-22,0.10873041253597697,0.09538429331394054,train
2025-02-23,0.09157704184857843,0.1053751912340139,train
2025-02-24,0.08600319318786588,0.09857422196277828,train
2025-02-25,0.10868871636711688,0.09909471691137832,train
2025-02-26,0.11155971100722482,0.10089851041945443,train
2025-02-27,0.10135852260666525,0.1043893801468799,train
2025-02-28,0.09525830062586188,0.09505636882754098,train
2025-03-01,0.10572640509013785,0.09717048067967063,train
2025-03-02,0.11616322204557498,0.1059725326628394,train
2025-03-03,0.10795635130840131,0.10463936419902323,train
2025-03-04,0.10660597078128309,0.11042143877324612,train
2025-03-05,0.10397715252803047,0.1091403134595403,train
2025-03-06,0.09776979177676778,0.10910794541534223,train
2025-03-07,0.08661666842716806,0.09904944497791403,train
2025-03-08,0.07771090697919966,0.09994306878425611,train
2025-03-09,0.10380841860955797,0.10523335411788258,train
2025-03-10,0.11125171359274491,0.09859873081195834,train
2025-03-11,0.09109119662625198,0.1015001780997833,train
2025-03-12,0.1000842815002107,0.09833305099096865,train
2025-03-13,0.10002105706464519,0.09871528043407335,train
2025-03-14,0.11021052631578947,0.09036556209202273,train
2025-03-15,0.11748001682793437,0.09551151554598131,train
2025-03-16,0.11359815048339639,0.11061686138255354,train
2025-03-17,0.09343832020997375,0.10690426997556907,train
2025-03-18,0.09885612341274005,0.10684191656792356,train
2025-03-19,0.10339765100671142,0.10702642328600548,train
2025-03-20,0.10093281626663872,0.10856200154718253,train
2025-03-21,0.08830923947203018,0.09914632057986796,train
2025-03-22,0.10438697518584442,0.0982947091817368,train
2025-03-23,0.10461345329009311,0.10569202002395213,train
2025-03-24,0.09468073988922562,0.09952982879170717,train
2025-03-25,0.09912262377271777,0.10212004223700866,train
2025-03-26,0.0846466965869951,0.10125320235315767,train
2025-03-27,0.08692476260043827,0.09951912815358936,train
2025-03-28,0.082186065915728,0.08889212168374319,train
2025-03-29,0.09008445417578981,0.08993749533115507,train
2025-03-30,0.10757844261440634,0.09638485901354965,train
2025-03-31,0.08995205336668752,0.09238429634606148,train
2025-04-01,0.10741821212752657,0.09392401093324645,train
2025-04-02,0.09726127251900447,0.09432102598223104,train
2025-04-03,0.09346378018318069,0.09709298796291577,train
2025-04-04,0.08365414629070857,0.08946524914432369,train
2025-04-05,0.09852267998335414,0.09158391629379321,train
2025-04-06,0.10397171969224371,0.10157253161130375,train
2025-04-07,0.09052172105591354,0.09640394834895719,train
2025-04-08,0.09140957723070531,0.09882903162847594,train
2025-04-09,0.0874260201432873,0.0956577162480174,train
2025-04-10,0.0976951827242525,0.0951795410048607,train
2025-04-11,0.09636929460580913,0.08738870573726436,train
2025-04-12,0.09799854816965675,0.09099822725520655,train
2025-04-13,0.10707992121903183,0.09960056692259377,train
2025-04-14,0.10258004351880634,0.09545876614735398,train
2025-04-15,0.1039552702422862,0.0995512501219183,train
2025-04-16,0.10200703496792882,0.10051514399375558,train
2025-04-17,0.10117939168218498,0.103671255860953,train
2025-04-18,0.09465190855487741,0.0950597959618929,train
2025-04-19,0.09439619520264682,0.09684061748427934,train
2025-04-20,0.09865702479338843,0.10555053031082688,train
2025-04-21,0.09265571738456771,0.09950552486423898,train
2025-04-22,0.10683319570602808,0.10045314646233745,train
2025-04-23,0.11070986380520016,0.1000339995805562,train
2025-04-24,0.09745282045993606,0.1023365625558975,train
2025-04-25,0.10270158795627965,0.09286793154729459,train
2025-04-26,0.09853638425066996,0.09592926962626046,train
2025-04-27,0.10293663060278208,0.1056775802752418,train
2025-04-28,0.09752832131822863,0.10142144558873951,train
2025-04-29,0.10902913620920415,0.10460596065720511,train
2025-04-30,0.10521443998765813,0.10405680454571972,train
2025-05-01,0.10632390745501286,0.10431755476520281,train
2025-05-02,0.09321685508735869,0.09634216941589194,train
2025-05-03,0.09092777149902394,0.097106819612024,train
2025-05-04,0.10393344972784226,0.10522823690682169,train
2025-05-05,0.09519408502772643,0.10056221507737931,train
2025-05-06,0.0932142490504055,0.10267425016979238,train
2025-05-07,0.10611658456486042,0.09954226169836564,train
2025-05-08,0.09360566560607615,0.10068776164370322,train
2025-05-09,0.0775782452539764,0.09017558495323773,train
2025-05-10,0.08595753410606216,0.08996948923462925,train
2025-05-11,0.0992108229988726,0.09778885902304368,train
2025-05-12,0.10224362257965372,0.09261304528544984,train
2025-05-13,0.10416880057359418,0.09589309731116002,train
2025-05-14,0.09367321867321868,0.09665607942361627,train
2025-05-15,0.1195129438248235,0.09579373354011149,train
2025-05-16,0.09648045835891139,0.09085691643465985,train
2025-05-17,0.09298281505728315,0.09539052310936978,train
2025-05-18,0.12346563011456628,0.1055643597790741,train
2025-05-19,0.11823667791756162,0.10416847733336564,train
2025-05-20,0.11173584134123901,0.10904289261476381,train
2025-05-21,0.10792028615227389,0.10924801522494564,train
2025-05-22,0.0985080727569998,0.11244003146891389,train
2025-05-23,0.09896844040445307,0.0997674027469938,train
2025-05-24,0.09113174813756506,0.10223648299598048,train
2025-05-25,0.11813915527443379,0.11173579357856983,train
2025-05-26,0.10621365166819713,0.10586109526046854,train
2025-05-27,0.11283411548663538,0.10670620364986876,train
2025-05-28,0.10669114647082824,0.10598604009564788,train
2025-05-29,0.12604527840097898,0.10686509301023397,train
2025-05-30,0.09511672953410133,0.10116208860888169,train
2025-05-31,0.0894913872184283,0.102802953653749,train
2025-06-01,0.10172255631434104,0.11239203060560805,train
2025-06-02,0.10308648263216869,0.10490215063726989,train
2025-06-03,0.1128424483144923,0.10699887570095329,train
2025-06-04,0.10324814173709398,0.106090687510516,train
2025-06-05,0.12296416938110749,0.10665091133228949,train
2025-06-06,0.09821882951653944,0.09663717644372531,train
2025-06-07,0.09190839694656489,0.09912634561059941,train
2025-06-08,0.11033078880407125,0.10896691005165245,train
2025-06-09,0.10147582697201017,0.10519914939078621,train
2025-06-10,0.11199267622825755,0.10754944933802581,train
2025-06-11,0.11291963377416073,0.10653246011946424,train
2025-06-12,0.11017293997965412,0.1090492470065179,train
2025-06-13,0.0986474117766704,0.09779475334603265,train
2025-06-14,0.10469607643830046,0.09991624287354124,train
2025-06-15,0.11647525154995426,0.11140180185316698,train
2025-06-16,0.10428948973368571,0.10716324255547999,train
2025-06-17,0.10763288952129281,0.11018754192943424,train
2025-06-18,0.11676829268292684,0.10863048273835184,train
2025-06-19,0.10315040650406504,0.11029242452828812,train
2025-06-20,0.10932737248526722,0.09970220254149645,train
2025-06-21,0.09844559585492228,0.10327331687300827,train
2025-06-22,0.11347013409183258,0.11222711585592933,train
2025-06-23,0.11084019099867927,0.10669826993880671,train
2025-06-24,0.11201381131309028,0.11024409608625899,train
2025-06-25,0.11829813160032494,0.10996408307881761,train
2025-06-26,0.12810882143944777,0.11128318253677022,train
2025-06-27,0.10131979695431471,0.10485592291643879,train
2025-06-28,0.10822335025380711,0.10601910642251422,train
2025-06-29,0.11269035532994924,0.1176046487633938,train
2025-06-30,0.11034412749974622,0.11209995806041152,train
2025-07-01,0.10517766497461929,0.1147788439046538,train
2025-07-02,0.1109419407226959,0.11282662627358943,train
2025-07-03,0.1162507608034084,0.11290582329855262,train
2025-07-04,0.10636787669843845,0.10148243643225538,train
2025-07-05,0.09701946472019465,0.10433136549147307,train
2025-07-06,0.11112237655885633,0.11265154124450476,train
2025-07-07,0.11443340766267991,0.10728508410434007,train
2025-07-08,0.11049163710086163,0.11046643373870808,train
2025-07-09,0.11794508055527408,0.11029072594123623,train
2025-07-10,0.11804640794406727,0.11243431709180607,train
2025-07-11,0.11287871111561455,0.10283465295198022,train
2025-07-12,0.10952380952380952,0.10591492338236919,train
2025-07-13,0.11245061290649377,0.11789240555212568,train
2025-07-14,0.12678481012658227,0.1126812855820317,train
2025-07-15,0.1222154718509518,0.11730908243205784,train
2025-07-16,0.12302551640340219,0.11800923604762743,train
