event_date,to_ord,personalized_prediction,split
2025-07-17,0.1166464155528554,0.11991366231620214,train
2025-07-18,0.11235955056179775,0.10925247180726395,train
2025-07-19,0.10972770523332322,0.11152449944296182,train
2025-07-20,0.11234817813765183,0.12221722382691254,train
2025-07-21,0.12410162971960725,0.11659340368650468,train
2025-07-22,0.12224246104027525,0.11906322760138989,train
2025-07-23,0.10572642654795629,0.11807493970012403,train
2025-07-24,0.11276294498381877,0.11677733493370064,train
2025-07-25,0.10507686084142395,0.10604428574459106,train
2025-07-26,0.09445792880258899,0.10732264898188353,train
2025-07-27,0.11211079660331581,0.11533240327778124,train
2025-07-28,0.11927625593854241,0.11000765471244561,train
2025-07-29,0.12270062664240954,0.11199539320537477,train
2025-07-30,0.11057206387709723,0.11112422236858106,train
2025-07-31,0.10400242571255307,0.11296399589405691,train
2025-08-01,0.10631632137443153,0.10191849076154016,train
2025-08-02,0.1015767131594906,0.10414039725629802,train
2025-08-03,0.11602991712148777,0.11515740971407032,train
2025-08-04,0.11795027289266222,0.11043898679426316,train
2025-08-05,0.13429668552950688,0.11297799684015832,train
2025-08-06,0.13236334242699807,0.1137307124468374,train
2025-08-07,0.12537886441705395,0.11805997400722835,train
2025-08-08,0.11186337914308811,0.11057243557495933,train
2025-08-09,0.10006064281382657,0.11366580050373923,train
2025-08-10,0.12373635260816822,0.12433288780385873,test
2025-08-11,0.1351187468418393,0.11972755266165067,test
2025-08-12,0.12839680775835943,0.1251515638666606,test
2025-08-13,0.13396645787027683,0.12325662908858567,test
2025-08-14,0.13478831969283622,0.1247496525665141,test
2025-08-15,0.12641471301535975,0.11508509493492922,test
2025-08-16,0.11074062847327473,0.11952340875985215,test
2025-08-17,0.12121212121212122,0.1325412203044946,test
2025-08-18,0.1456712799272654,0.1261216572365869,test
2025-08-19,0.13773241713823767,0.1307813143203861,test
2025-08-20,0.1410956135031332,0.13103037749433744,test
2025-08-21,0.1411966848595108,0.13340503245328011,test
2025-08-22,0.1256063055780113,0.122582537066102,test
2025-08-23,0.13706661275649448,0.12511769518834012,test
2025-08-24,0.13950667205822886,0.14097479566014473,test
2025-08-25,0.1337579617834395,0.13711797390134606,test
2025-08-26,0.14932767162066526,0.13874847820697644,test
2025-08-27,0.12446916076845298,0.13926666219300632,test
2025-08-28,0.13992518451117178,0.138280622726529,test
2025-08-29,0.13244363562834902,0.12601846572543543,test
2025-08-30,0.12214357937310415,0.1296554500681263,test
2025-08-31,0.12598584428715875,0.13984104747161918,test
2025-09-01,0.11699868540802913,0.13152306433812053,test
2025-09-02,0.12321699544764796,0.13231714476513326,test
2025-09-03,0.1314112291350531,0.12745052313457558,test
2025-09-04,0.12283719518364869,0.12975775172512893,test
2025-09-05,0.11545077405646059,0.11611746594332951,test
2025-09-06,0.11220153783893161,0.11630377117159203,test
2025-09-07,0.12395021754527977,0.1259703400824698,test
2025-09-08,0.12208949179995951,0.11994427766313823,test
2025-09-09,0.11645569620253164,0.12364302412725514,test
2025-09-10,0.13067260940032416,0.12164337469506963,test
2025-09-11,0.13900709219858157,0.12279918179277209,test
2025-09-12,0.12931995540691194,0.11421005890133466,test
2025-09-13,0.11872655378688025,0.11857187937937377,test
2025-09-14,0.13593020896733618,0.1309130676622883,test
2025-09-15,0.12453059981731453,0.12664730146709793,test
2025-09-16,0.13514062341354452,0.1301464340337152,test
2025-09-17,0.12296913078797725,0.1317733092655212,test
2025-09-18,0.12747587607922803,0.1320344128677393,test
2025-09-19,0.12602906799471492,0.11901352057743818,test
2025-09-20,0.11649893260140287,0.12113535400574539,test
2025-09-21,0.13299440772750382,0.13240986785124265,test
2025-09-22,0.14115732736702938,0.1259392371976242,test
2025-09-23,0.13968867636585613,0.13147267588749467,test
2025-09-24,0.1360073297363331,0.1310563542596643,test
2025-09-25,0.13334012427421818,0.13433744916647877,test
2025-09-26,0.12010603588907015,0.12335899526378102,test
2025-09-27,0.1261095806550352,0.12521188410758394,test
2025-09-28,0.13975091874234383,0.1386506995854252,test
2025-09-29,0.13777596075224857,0.13333840375954434,test
2025-09-30,0.12656026191937794,0.1361882352188598,test
